"Title","Year","Source title","Link","Abstract"
"Exploring the relationship between trait mindfulness and psychological adaptation from a network perspective: is there any difference between pilots and other non-pilot civil aviation employees?","2024","Current Psychology","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85181240949&partnerID=40&md5=6b09b2d202d435b20cd8daf433c822d4","To explore the role of trait mindfulness in the psychological adaptation of civil aviation personnel, and compare the importance of this role between airline pilots and other civil aviation practitioners. A total of 198 civil aviation pilots and 804 other civil aviation practitioners were recruited to complete surveys on mindfulness, SCL-90, job burnout, core self-evaluation, and psychological resilience. The network relationship between trait mindfulness and psychological adaptation was constructed. The results showed that trait mindfulness played an important role in the psychological adaptation network of civil aviation employees. Specifically, trait mindfulness was negatively correlated with obsessive-compulsive symptoms and emotional exhaustion, and positively correlated with core self-evaluation. However, no significant difference was found in trait mindfulness and psychological adaptation network between pilots and non-pilots. These findings show that mindfulness has a unique positive effect on the psychological adaptation of civil aviation personnel. Specifically, the mindfulness trait may alleviate compulsive symptoms or reduce emotional exhaustion, enabling airline personnel to maintain a good self-evaluation. At the same time, the role of mindfulness traits in the network is similar, indicating that the positive role of mindfulness intervention in civil aviation may be universal. © The Author(s), under exclusive licence to Springer Science+Business Media, LLC, part of Springer Nature 2024."
"Internal and external factors affecting the mental and physical activities of aircrew personnel","2024","","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85192323307&partnerID=40&md5=a59f551e671188c538803c386fd9c7b0","This chapter gives the internal and external factors affecting the mental and physical activities of aircrew personnel by examining a wide range of aspects, from aviation psychology to solar physics. The author mentions the cognitive effects, mental activities, nervous system, neurophysiology, and physical activities as internal factors while solar activity, geomagnetic storms, and meteorological effects as external factors. Firstly, the consequences of the design of an air traffic management system as system capacity and throughput, progress time and/or ongoing work, efficiency and cost-effectiveness, flexibility, and complexity to performance evaluation and optimization; secondly, the results of geomagnetic storms over 115 years of aircraft accidents for latitudes between ±10° ≤ φ ≤ ±90° in the northern and southern hemispheres of Earth, which is a very important space weather event and could be the main reason for most aircraft accidents are investigated on the mental and physical health conditions. © 2024, IGI Global. All rights reserved."
"Investigating aviation safety factors and proposed conceptual model for safety behaviors among Thai flight crews: A qualitative approach","2024","Kasetsart Journal of Social Sciences","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85195145737&partnerID=40&md5=fb7f1321d60d9483cd5480335adc3cfe","This study aims to answer behavioral safety questions regarding influential factors and relationship among those factors relating to Thai flight crews’ safety behaviors, and the objective of this study is to develop a proposed hypotheses relating to factors affecting Thai flight crews’ safety behaviors for future research. Based on a sample of 21 flight crews and executives in Thailand, the result found that influential factors relating to Thai flight crew safety behaviors were organizational safety climate, fleet safety climate, aviation safety knowledge, aviation psychological safety and flight crews’ safety attitudes and personalities. Flight time was considered as a typical job experience and did not directly reflect the safety behaviors among flight crews. What reflected safety behaviors among flight crews were their own safety attitudes and personalities. Therefore, it would be proposed that organizational safety climate, fleet safety climate and flight attitudes and personalities played antecedent roles and aviation safety knowledge and aviation psychological safety played mediating roles. Future studies can possibly use the result from this study to formulate further hypotheses and apply the proposed conceptual model for quantitative analysis. © 2024 Kasetsart University."
"Exploring AAM Acceptance in Tourism: Environmental Consciousness’s Influence on Hedonic Motivation and Intention to Use","2024","Sustainability (Switzerland)","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85191411266&partnerID=40&md5=728338a16d57992f228e7370f006fb5c","Tourist destinations thrive on sustainable development. Electric vertical take-off and landing (eVTOL) aircraft, representing energy-efficient advancements in aviation that are pivotal to advanced air mobility (AAM), have garnered attention. Yet, the discourse on eVTOLs’ role in tourism remains scant. This study, drawing from 450 samples in the Mogan Mountain Scenic Area, introduces the AAM-tourism acceptance model (ATAM). It integrates the theory of planned behavior (TPB) and technology acceptance model (TAM) theoretical frameworks, incorporating environmental consciousness, perceived safety, hedonic motivation, and personal innovativeness, assessing their influence on tourists’ eVTOL usage intention through a structural equation model (SEM). The results reveal that environmental consciousness significantly impacts hedonic motivation and perceived usefulness, driving eVTOL adoption. Furthermore, personal innovativeness influences intention through hedonic motivation and perceived behavioral control. Therefore, environmental consciousness and hedonic motivation align deeply with eVTOL attributes, both significantly positively influencing intention to use. Thus, the study validates eVTOL’s viability in tourism and its potential for sectoral expansion. Moreover, it offers insights into how psychological factors shape eVTOL adoption, guiding the promotion of eVTOL sightseeing services and informing research on AAM acceptance across various domains. © 2024 by the authors."
"The influence of representational gravity on spatial orientation: an eye movement study","2024","Current Psychology","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85178278828&partnerID=40&md5=dfbda99d5420b9b79e560c85af61bd54","Spatial orientation is a fundamental subject in aviation psychology. The influence of representational gravity can lead to systematic errors during uniform linear motion. However, it remains unclear whether representational gravity during motion can affect spatial orientation. In this study, college students from Xi’an, China were recruited to participate in an experiment based on the Spatial Visualization Dynamic Test. We compared the accuracy of spatial orientation estimation and eye movement indices when the main direction of spatial orientation was in the lower right versus when it was in the upper right. The results revealed that individuals were prone to overestimate the adjustment angle when the main direction of spatial orientation was in the lower right, and underestimate the adjustment angle when the main direction of spatial orientation was in the upper right; the average pupil size was significantly larger when the main direction of spatial orientation was in the lower right than that when the main direction of spatial orientation was in the upper right. In conclusion, spatial orientation in motion was influenced by representational gravity, and when representational gravity aligned with the main direction of spatial orientation, it led to increased cognitive resource consumption. © The Author(s), under exclusive licence to Springer Science+Business Media, LLC, part of Springer Nature 2023."
"Response Preparation Affects Cognitive Motor Control","2024","Human Factors","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85139822743&partnerID=40&md5=77809679cd5cfe84a02cf4d8d8b41d5f","Objective: We investigated how the ability to control whether or not to inhibit an action is affected by the response preparation. Background: The ability to control actions is a central skill to properly behave in complex environments. Increased levels of response preparation are associated with reduced response times, but how they directly affect the ability to control actions is not well explored. We investigated how the response preparation affects the ability to control the generation of actions in the context of a stop selective task. Method: Participants performed a visuo-motor stop selective task. Results: We found that an increased level of response preparation reduced the ability to control actions. In the condition with high preparation, we observed shorter response times and increased probability of wrong responses to a request to stop, compared to a condition with a lower level of preparation. Conclusion: We demonstrated that high response preparation hinders action control. Application: Understanding the cognitive factors that affect the ability to properly control actions is crucial to develop devices that can be exploited in different contexts such as the aviation, industrial, and military. We demonstrated that subjects’ response preparation is a key factor influencing their ability to flexibly control their reaction to different stimuli. This study offers a suitable paradigm that can be used to investigate which system features in a controlled task promote an optimal balance between response speed and error rate. © 2022, Human Factors and Ergonomics Society."
"Cause analysis of disqualification in neuropsychiatry examination during medical selection of Air Force Youth Aviation School from 2018 to 2022; 2018—2022年空军青少年航空学校医学选拔神经精神科不合格原因分析","2024","Chinese Journal of Aerospace Medicine","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85208945124&partnerID=40&md5=944a46863bd1a947b9984f806036d392","Objective To provide references for improving the methods of medical selection by analyzing the main reasons of disqualification in neuropsychiatric examination during medical selection of Air Force Youth Aviation School students. Methods A retrospective study was conducted to analyze the reasons for disqualification of 4 542 junior high school male graduates who applied for the Air Force Youth Aviation School and undertook neuropsychiatric examination from 2018 to 2022. The yearly detection rates of the top 5 reasons of disqualification in neuropsychiatry were compared. Results The overall disqualification rate in neuropsychiatry during medical selection at Shijiazhuang Station of the Air Force Youth Aviation School from 2018 to 2022 showed an upward trend (χ2=8.98, P=0.003). The top 5 reasons were family genetic history (0.88%), artificial urticaria (0.46%), syncope history (0.35%), coma history (0.35%), and pre-syncope status (0.35%). The detection rates of family genetic history and pre-syncope status in adolescents showed an overall growing trend, and the differences were significant (χ2=7.41, 11.12, P=0.007, 0.001); the detection rate of artificial urticaria showed an overall decline trend, with a significant difference (χ2=6.33, P=0.012). There was no significant change in the detection rates of syncope history and coma history (P>0.05). Conclusions The trend changes on the detection rates of family genetic history, pre-syncope status and artificial urticarial may related to the doctor's skill and comprehensiveness in disease history inquiry. It is necessary to improve the quality and efficiency of future neuropsychiatric examination for Air Force Youth Aviation School student selection by strengthening the construction of physician team and improving the suitability of examination environment. © 2024 Chinese Medical Journals Publishing House Co.Ltd. All rights reserved."
"Personality traits changes in the training process of Chinese airline transport pilots","2024","Journal of Computational Methods in Sciences and Engineering","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85187549188&partnerID=40&md5=997506df63e360227c06281a90fd035d","OBJECTIVE: To study the personality changes of Chinese airline transport pilots in the training process from cadets to captains. METHODS: In This paper, we used the Cattell 16 Personality Factor Questionnaire (16PF) to track and record the personality traits of 200 students majoring in flight technology and 200 'college graduates to pilot' in five different periods from the beginning of aviation theory training to becoming captains. RESULTS: Before the aviation theory training, for the 16 factors of 16PF, there was a significant difference in 11 factors (including Warmth (A), Reasoning (B), etc.) between the students majoring in flight technology and 'college graduates to pilot' (p< 0.05). After the completion of theory training, there were only four factors (Sensitivity (I), Openness to Change (Q1), Self Reliance (Q2) and Perfectionism (Q3) (p< 0.05) between the students majoring in flight technology and 'college graduates to pilot', then after the flight training, there is no significant difference between them. When they became captains, compared with when they were flying cadets, 13 factors of students majoring in flight technology and 7 factors of 'college graduates to pilot' had changed significantly. From the perspective of the growth of flying cadets, in the process of becoming a captain, there are three stages that have a great influence on the personality of the participants. The first stage is the university study. The second stage is the flight training, and the third stage is the copilot growing into a captain. CONCLUSION: During the process of a pilot growing from a cadet to a captain, his or her personality is constantly developing and changing, and on the whole, develops towards a personality direction conducive to flight safety. In particular, when a copilot grows into a captain, the personality traits of a qualified airline pilot, including Emotional Stablity (C), Rule-Consciousness (G), Social Boldness (H), Privateness (N), Self-Reliance (Q2), etc., have been greatly strengthened at this stage. © 2024-IOS Press. All rights reserved."
"European and US Aeromedical Authority Guidance for Neurocognitive Evaluation of Airline Pilots with Mental Disorders","2024","Aviation Psychology and Applied Human Factors","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85200655299&partnerID=40&md5=56e75e566d2e2ea9d33e8ff24d34fba4","Commercial airline pilots must exhibit specific neurocognitive skills and aptitudes to perform their safety-critical roles. This review addresses neuropsychological assessment in mental disorders derived from guidance developed by European and US aviation authorities as well as indications in the current literature in relation to major depression and suicidality, self-harm, attention-deficit/hyperactivity disorder, posttraumatic stress disorder, and bipolar disorder in aeromedical evaluations. Several studies show that cognitive functioning may be impaired during major depression. The results of neurocognitive assessments provide useful information about a pilot's performance. Obstacles to referring crew for neuropsychological testing are the paucity of neuropsychological specialists to undertake assessments and aeromedical examiners' varied training and experience in assessing mental health problems of pilots in general. © 2024 Hogrefe Publishing."
"A comparative analysis of job satisfaction among military and airline pilots: During, and post COVID-19","2024","Research in Transportation Business and Management","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85183853948&partnerID=40&md5=2c9265adc988a36e3daf0ef02fdff536","This research aimed to examine the impact of the COVID-19 pandemic on the Job Satisfaction of military and airline pilots, in order to identify factors that influence the sustainability of aviation operations during global economic shocks, through the prism of industrial and organizational (I/O) psychology. The primary focus was on identifying factors linked to pilots' Job Satisfaction differentiations over the time course of the pandemic, and proposing measures to mitigate their negative effects. Survey Job Satisfaction data were collected from 203 pilots during the COVID-19 pandemic in March 2021, and were subsequently measured in a quasi-identical sample of 205 pilots after the pandemic in May 2023. During the pandemic, the results indicate that airline pilots experienced an acute decrease in Job Satisfaction due to the disruptive nature of COVID-19. This decline was primarily attributed to factors such as pay cuts and reduced promotion prospects, which consequently resulted in feelings of limited job security and future uncertainty. Importantly, a substantial recovery of airline pilots JS was observed following the end of the pandemic. In contrast, military pilots' levels remained relatively constant over the duration of the pandemic, as military organizations typically received government provided financial security. To improve commercial sustainability, it is recommended that airline companies enhance their preparedness for future crises by minimizing the financial impact experienced by pilots. Additionally, effective communication strategies should be implemented to address and alleviate uncertainty among pilots. It is crucial to prevent adverse psychological conditions among pilots, as they play a critical role in maintaining flight safety. © 2024 The Authors"
"Virtual reality exposure with vibrotactile stimulation for the treatment of fear of flying: A pilot study","2024","Journal of Behavior Therapy and Experimental Psychiatry","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85174168590&partnerID=40&md5=ddae773f7780c36715906a02adf74640","Background and objectives: Virtual reality (VR) interventions are becoming more prevalent in treating fear of flying (FoF). Since multisensory stimulation can enhance the sense of presence in a virtual environment, the present study compared virtual reality exposure with and without vibrotactile cues to determine its contribution to the realism of the virtual experience. Methods: A repeated measures design was used. Thirty-one participants were exposed to two experimental conditions with a minimum of a one-week interval between them: one in which participants were exposed to the virtual environment with vibrotactile cues (smart chair, SC), and another in which participants were exposed to the virtual environment without vibrotactile cues (ordinary chair, OC). The administration order of both conditions was counterbalanced to avoid possible order effects. Results: Participants felt higher levels of sense of presence when using the SC than the OC. However, the addition of vibrotactile stimulation partially influenced experienced anxiety. Some personality traits were also associated with participants’ sense of presence and anxiety responses during the exposure. Limitations: The sample size was smaller than required. Moreover, only self-reported measures were used. Finally, a roller coaster instead of an airplane scenario was used for the exposure, which might not have been suitable enough for provoking anxiety in participants with FoF. Conclusions: Vibrotactile cues enhanced the sense of presence. However, the addition of vibrotactile stimulation did not have a consistent effect on anxiety experienced during exposure. Therefore, the benefits of incorporating vibrotactile cues in virtual reality environments for exposure therapy are not clear. © 2023 The Authors"
"Understanding Collegiate Flight Students’ Perceptions and Realities of Depression and Anxiety","2024","Collegiate Aviation Review","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85186395289&partnerID=40&md5=60dad36098969c27e9d7a4d1d9e591a3","As a result of recent incidents and other circumstances, shared questions and potential problems related to mental health and aviation have surfaced within collegiate aviation programs. The purpose of this study is to provide a better understanding of collegiate aviators’ attitudes toward mental health in aviation, how they manage their mental health, how these practices may transition into their flying careers, and whether the current FAA aeromedical standards are professionally written to protect these and other aviators. The researchers conducted a mixed methods study to identify a common knowledge base of collegiate flight students’ perceptions and realities related to depression and anxiety. Study participants were bachelor's degree seeking flight students from University Aviation Association (UAA) member collegiate flight programs. The received responses were analysed through the perspective of four research questions. In summary, gathered responses indicated that students believe there is a perceived benefit to not disclosing or ignoring mental health and fitness issues, safeguarding their own mental health is one of their primary concerns, and there is a considerable number who would leave the aviation industry if they could no longer fly. Additionally, most students agree that change would be beneficial as it relates to the current FAA medical certification process. © 2024, University Aviation Association. All rights reserved."
"The Influence of Airport Service Quality on Air Travel Choices: A Case Study of the Guangdong-Hong Kong-Macao Greater Bay Area; 机场服务质量对航空出行选择行为的影响-以粤港澳大湾区为例","2024","Tropical Geography","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85185300320&partnerID=40&md5=2aaeab9cf34130265277cfbdb6dbb53e","High-quality air service is important for achieving high-quality aviation development. As the primary customers of air travel services, passengers are the most important evaluators of the service. Therefore, research on their air travel choices is key for promoting the coordination of multi-airport regions. Based on stochastic utility psychological perception theories, this study discusses the impact of the key dimension of airport service quality on air travel choices using the structural equation model-logit model. The results show that air travel choice is not a simple linear extension of behavioral intentions as there are two key dimensions of airport service quality: First, mandatory service processing is inevitably the most time-consuming and tedious process for passengers at airports. This waiting time is perceived as a sign of low airport service capability, whereas the level and quality of service provided by staff in this process is an intangible factor for passengers. This in turn affects the level of passengers' ratings of airport services, especially for business travelers. Therefore, airports need to recognize the time and resource constraints of passengers and work with airlines to streamline the check-in process, ensure security control, and reduce waiting time. One solution is to use shared self-service devices or automated robots that allow any passenger of any airline or flight to check-in and check-out on the same device. Second, while facilities, equipment, and environment are not universal considerations for passengers, differences in passenger perceptions are evident between airport types. Within multi-airport regions, the facilities, equipment, and environment of major airports are above passengers' psychological expectations, while auxiliary or other airports need to pay more attention to this service, which illustrates that the improvement of airport service quality requires changes to unidimensional and monolithic thinking but also focus on passengers' overall perception of service experience from a multidimensional perspective, as well as consideration of the spatial and temporal characteristics of different airport types in the multi-airport region to make targeted improvements. Moreover, passengers do not have an obvious preference for particular airlines, but low-cost airlines still hold a certain appeal for passengers when they take off from regional airports, which also means that low-cost airlines ' entry into the market has anti-risk properties for regional airports. Within the limits of China's aviation controls, the presence of low-cost carriers can still improve the chances of an airport being chosen. Therefore, different airport types within the same multi-airport region often need to compete differently to achieve regional synergistic development. To enhance airport service quality, it is essential to fine tune service quality standards, based on airport's types. The improvement of airports' performance should include a phased integration of assessments of service experience settings. Airports should adopt differentiated spatial designs for their service functions based on the goal of airport integration, with a view to achieving optimal management at minimal cost while being able to effectively guide passengers in their air travel choices. © 2024 Editorial Committee of Tropical Geography. All rights reserved."
"The Case for a Performance-Based Approach to Mental Health Screening in Aviation","2024","Journal of Occupational and Environmental Medicine","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85184280942&partnerID=40&md5=ea3e114e3a79f228de622a8eecf99929","[No abstract available]"
"The effects of increased mental workload of air traffic controllers on time perception: Behavioral and physiological evidence","2024","Applied Ergonomics","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85175457225&partnerID=40&md5=ed9d9eda60c11c6643a615bc77196c11","Research has shown that timing is modulated by mental workload, making duration judgments a measure of cognitive demand, alongside subjective assessments, and physiological measurements. Yet, it is unclear whether such findings can be extended in less controlled setups. By employing air traffic controllers in a real aviation environment, we tested whether tasks with different levels of cognitive load can affect their timing behavior. Participants completed temporal production, verbal estimation, and passage of time judgments, while actively engaging in real flight control sessions. Subjective assessments of task demands, as well as physiological responses (cardiac and electrodermal activity) were also measured. Accuracy of the produced intervals was measured at two distinct phases of the flight (during low-load cruising vs. high-load landing) and under two different task load manipulations (controlling one vs. two helicopters and speaking in native vs. non-native language). Analysis of interval production accuracy showed that during the high-load landing phase significant overproductions were made, compared to the low-load cruising phase, and landing two helicopters led to greater overproductions compared to landing only one. The duration of the two-helicopter sessions was significantly overestimated compared to the single-helicopter ones, and the passage of time was felt significantly faster. Subjective assessments of workload were positively correlated with the temporal estimations and passage of time judgments, and skin responses were positively correlated with the produced intervals. Overall, our results are consistent with past research, suggesting that mental workload modulates time perception in complex, real-world environments, thus making timing behavior a reliable index of the workload changes. © 2023 The Authors"
"Impacts of travel bans and travel intention changes on aviation emissions due to Covid-19 pandemic","2024","Environment, Development and Sustainability","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85147970417&partnerID=40&md5=0278334f0be5dbcb6cee76a5e81a4cb3","The Covid-19 pandemic negatively affected many sectors including aviation and travel. Travel bans and forced lockdowns prevented transportation activity, especially air travel. Accordingly, huge amounts of emission reductions occurred. On the other hand, travel restrictions are not the only cause of emissions reductions. Changing travel intention in the era of Covid-19 is another important factor that affects aviation emissions. This paper aims to investigate the Landing/Take-Off (LTO) emission changes at Turkish airports. An emission inventory has been implemented for the years 2019 and 2020 to reveal the impacts of Covid-19 on aviation emissions. Domestic, international, and cargo flights have been included in the inventory. According to the results, total emissions of SO<inf>2</inf>, CO<inf>2</inf>, CO, NOx, NMVOC, CH<inf>4</inf>, N<inf>2</inf>O, and PM<inf>2.5</inf> have decreased in 2020 compared to 2019 by 49.8%, 49.7%, 41.0%, 52.6%, 40.0%, 33.8%, 49.8%, and 50.3%, respectively. Total CO<inf>2</inf> reductions in the Q2, Q3, and Q4 periods of 2020 compared to that of 2019 are 87%, 50% and 43%, respectively. Another aim of this paper is to find the underlying reasons for emission reductions. For Turkish airports, emission reductions have resulted from travel bans in Q2. After the relaxation of restrictions with the declaration of the “New Normal” in Turkey, flight traffic rebounded to a certain level but was lower than 2019 levels. Therefore, changing travel intention is the main cause of emission reductions in Q3 and Q4 of 2020. The results of this study contribute to both the areas of air pollution and tourism management. © The Author(s), under exclusive licence to Springer Nature B.V. 2023."
"Insights on just culture from seafarers and shipping companies in Indonesia: An exploratory study","2024","Work","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85182501151&partnerID=40&md5=b8ed38f6e151ae1af0297c5ab249b341","BACKGROUND: Just culture aspires to prompt organizational learning from enhanced feedback by frontline operators. Just culture requires mechanisms to eliminate fear and sanction but not accountability when reporting safety-related issues. Adopted in sectors such as aviation, just culture remains an underdeveloped field in the maritime sector. OBJECTIVE: This study explores how some pre-requisites for a just culture (i.e., ease of reporting, motivation to report, and trust) are perceived and potentially implemented by seafarers' and shipping company safety representatives in Indonesia. METHODS: Semi-structured interviews were used to collect qualitative data in an exploratory study involving eleven active seafarers and four safety managers from shipping companies in Indonesia. RESULTS: The conditions for ease of reporting seem present, at least on paper. Shipping companies receive one to two near-miss reports per month. However, incidents seem to be underreported. It appears that companies are unsuccessful in establishing the motivation and trust necessary to enhance safety event reporting. CONCLUSION: The study suggests that the concept of a just culture is not well understood among certain Indonesian shipping companies. The main barriers to implementing a just culture relate to hierarchical structures in the industry, frequent crew changes, blame culture, and lack of anonymous reporting for safety concerns. © 2024 - IOS Press. All rights reserved."
"Understanding Mental Health Awareness and Resources in a Collegiate Aviation Program","2024","Collegiate Aviation Review","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85215316169&partnerID=40&md5=758544390f98b2fefbb6a5cb813c37ba","The research purpose is to explore mental health awareness among student pilots and offer recommendations on how aviation flight departments can better support students facing mental health challenges in a Collegiate Aviation program. The research begins by categorizing types of mental health disorders and mental health conditions outlined in FAA Part 67 that can disqualify students from pursuing an aviation career. An essential area of the study is the examination of resources available to aviation flight departments and student pilots for aviation-related assistance on general mental health support. The study will be used to explore mental health awareness and the familiarity of mental health resources among students in UVU's aviation flight department. The study will further give insight into a student's tendency towards self-diagnosis, the reluctance to seek advice and information on mental health, and their comfort levels in approaching peers struggling with mental health challenges. The study results will be used to identify priorities and develop an action plan of best practices and resources available for providing support systems for aviation flight training departments. The recommendations and best practices formulated by UVU's flight department can be considered and integrated into other flight training programs. © 2024, University Aviation Association. All rights reserved."
"Evaluation of Risk Shift Between Individuals and Teams in an Operational Task","2024","Proceedings of the Human Factors and Ergonomics Society","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85214799798&partnerID=40&md5=2e80a04a4ead8f7550321a4855ee688c","This study sought to find a polarized risk shift between individual risk decisions and team risk decisions in an operational task. Risk shift theory has been explored in behavioral psychology and teamwork literature and is defined as the propensity of teams to make riskier decisions when compared to individuals. However, the findings from previous work were based on participant responses to hypothetical, abstract thought problems. These previous tasks lacked attributes present in an operational domain, including complexity, accountability, realism, and measurable risk. This study sought to bridge this gap by investigating whether this risk shift phenomena occurs in an operational task. Humans often work in teams in these domains, and increasingly, humans are also working with agents. Thus, an evaluation was done to first establish the existence of risk shift in human-only teams in an operational setting. The study had one independent variable: decision-maker with two levels, individual and team. The task design involved an aviation dispatch task, where participants simulated the role of a flight dispatcher. Participants were responsible to make dispatch decisions on whether to divert, hold, or send 25 airplanes, while weighing the potential consequences of incurring policy violations based on the possibility of an approaching storm. Results from the study showed the absolute value of the shift was significantly different than zero. Additionally, a thematic analysis found that groups varied in their decision-making strategies, using approaches like deferring to an influential teammate, averaging decisions amongst teammates, and collaborating to come to a new team decision. Establishing operational HHT risk shift in a realistic scenario provides the foundation for future experiments to examine how humans and autonomous agents perform teaming tasks in dynamic contexts involving risk. © 2024 Human Factors and Ergonomics Society."
"Aerospace Medical Association Proposed Research Priorities for Mental Health and Safety in Aviation","2024","Aerospace Medicine and Human Performance","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85214188931&partnerID=40&md5=694abf9129c3470b3199c9e5406cee9d","Aviation safety sensitive personnel (SSP) function in highly complex environments. SSP mental health is thought to support safety, efficiency, and overall health. Research is needed to identify how to optimize and screen mental health across aviation SSP, but no consensus exists on the research priorities that need to be met. METHODS: The Aerospace Medical Association established the Mental Health Research Subgroup within the Mental Health Working Group comprising 53 aviation and aerospace medicine professionals representing 9 countries. A five-round Delphi method was employed to generate research priorities. RESULTS: Research priorities were identified under the following six topic areas: 1) Safety and Performance; 2) Mental Health Initiatives, Education, and Peer Support Programs; 3) Clinical Care, Pharmacology, and Return to Duty; 4) Epidemiology and Natural History; 5) Screening, Monitoring, and Emerging Technology; and 6) Special Considerations and Underrepresented Populations [Aerospace Medical Association Mental Health Research Subgroup Research Priorities Version 1.0 (current as of January 1, 2024)]. DISCUSSION: Research is needed to identify how to optimize and screen mental health across aviation SSP. This effort identified six key research priorities to achieve that aim. © (2024), (Aerospace Medical Association). All rights reserved."
"Flight Hours and Depression in Flight Attendants During the COVID-19 Pandemic","2024","Aerospace Medicine and Human Performance","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85214187137&partnerID=40&md5=7514ab97a33fa8dff1b6462d9b1e82dc","INTRODUCTION: Flight attendants are constantly exposed to high-stress environments that could lead to the development of depression. The COVID-19 pandemic brought out new risk factors that could affect flight attendants’ mental health, such as reduced flight hours and fear of the disease itself, which other studies have shown was associated with depression. We aimed to find out whether reduced flight hours, fear of COVID-19, and other factors were associated with depression in flight attendants during the COVID-19 pandemic. METHODS: T his cross-sectional study was conducted at the Directorate General Civil Aviation Medical Center Indonesia and Garuda Sentra Medika in 2022. We included flight attendants who were still employed before and after the start of the pandemic. Data were collected using several questionnaires, including the General Health Questionnaire-12 to screen for depression and Fear of COVID-19 for fear levels. RESULTS: We obtained data from 159 respondents, of whom 25.2% of them had depression. Multivariate analysis showed that the reduction of flight hours 1 yr after the start of the pandemic and fear of COVID-19 were found to significantly increase the likelihood of depression by 2.3 times and 3.9 times, respectively. DISCUSSION: During the pandemic, depression was found to be highly prevalent among flight attendants and was associated with the reduction of flight hours and fear of COVID-19. © by the Aerospace Medical Association, Alexandria, VA."
"Real-Time Neurophysiological and Subjective Indices of Cognitive Engagement in High-Speed Flight","2024","Aerospace Medicine and Human Performance","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85214186666&partnerID=40&md5=350b992979fad18f0c8a4767f6455c28","INTRODUCTION: Managing cognitive demand is critical for aviation safety. Yet, accurately assessing pilot workload during complex flight maneuvers remains challenging. this study evaluated an integrated methodology combining real-time cognitive engagement indicators to provide a comprehensive assessment and assess the reliability of physiological and subjective measures for monitoring operator state. METHODS: six experienced U.s. army rotary-wing pilots completed simulated high-workload flight scenarios like low-altitude, reconnaissance, and air threat avoidance maneuvers. continuous wireless electroencephalography (eeG), heart rate data, and subjective workload ratings were recorded during the flights. RESULTS: eeG engagement indices and heart rate variability metrics demonstrated reliable within-subject consistency across trials for individual pilots, with mean intraclass correlation coefficient values ranging from 0.59–0.69. Both measures exhibited synchronized fluctuations across pilots at key events, increasing during high workload segments and decreasing in lower demand periods. subjective ratings also showed good within-subject reliability, with mean intraclass correlation coefficient values ranging from 0.74–0.85. these findings underscore the reliability of our measurements, instilling confidence in the validity of our research. DISCUSSION: the findings of this study provide strong support for the feasibility of using a multi-measure approach that integrates eeG, heart rate variability, and subjective ratings. this approach can continuously monitor real-time cognitive workload fluctuations during simulated rotary-wing operations. While objective measures showed within-subject consistency, substantial between-subject variability highlights the importance of individualized neurocognitive profiling. the integration of neurophysiological, autonomic, subjective, and environmental data holds great promise for the future of pilot workload assessment despite the challenges posed by individual differences. © © by The Authors. This article is published Open Access under the CC-BY-NC license."
