year,title,doc,topic
2022,Forecast of Aviation Traffic in Indonesia Based on Google Trend and Macroeconomic Data using Long Short-Term Memory,"<title>Forecast of Aviation Traffic in Indonesia Based on Google Trend and Macroeconomic Data using Long Short-Term Memory</title> <excerpt>The COVID-19 pandemic has impacted many sectors. For example, in the aviation sector, flight traffic went down drastically with no certainty of being recovered. This calls for a methodology to predict the flight traffic to provide strategic planning on flight schedules operational, route structuring, and flight navigation service cost determination.</excerpt>",14
2022,"8th International Conference on Artificial Intelligence and Security, ICAIS 2022","<title>8th International Conference on Artificial Intelligence and Security, ICAIS 2022</title> <excerpt>The proceedings contain 166 papers. The special focus in this conference is on Artificial Intelligence and Security. The topics include: Community Detection Based on Topology and Node Features in Social Networks; Development of Intelligent Integrated Energy System Based on MVC; study on IoT Big Data Direction in Civil Aviation; evaluation of the Impact of Haze with Uncertain Probabilistic Linguistic Term Sets; research on the Application of Ant Colony Clustering in Commodity Classification; Prediction of the Total Phosphorus Index Based on ARIMA; single Platform Passive Location Algorithm Using Position Information and Azimuth; research on Regional Development Efficiency and Influencing Factors of China’s Ocean Energy Equipment Manufacturing; EAC-GAN: Semi-supervised Image Enhancement Technology to Improve CNN Classification Performance; a Comprehensive Utilization Model of Informationization Teaching Resources; SRPAIS: Spectral Matching Algorithm Based on Raman Peak Alignment and Intensity Selection; a Semantic Representation Scheme for Medical Dispute Judgment Documents Based on Elements Extraction; study on the Portrait of Online Learners’ Personality and Attitude; research on Resilience Cloud Environment Capability Evaluation System Under Complex Cyber Threat; a New Stock Forecasting Model by Hidden Quantum Markov Models; review of Detection and Avoidance of Interference Among Multiple Applications in Software-Defined Networks; intelligent Optimization Method of Microservice Redeployment for Communication Power Supply and Computer Room Environment Monitoring Platform; DCAL: A New Method for Defending Against Adversarial Examples; Test Traffic Control Based on REST API for Software-Defined Networking; A Study of Heterogeneous Database Integration Based on Web Service and XML; formal Verification of Security Protocols: ProVerif and Extensions; secure Evaluation of Discrete Sine Transform in Homomorphic Encrypted Domain; efficient and Secure Outsourced Image Watermarking in Cloud Computing; preface..</excerpt>",24
2022,The Effect of Simulation Fidelity on Transfer of Training for Troubleshooting Professionals: A Meta-Analysis,"<title>The Effect of Simulation Fidelity on Transfer of Training for Troubleshooting Professionals: A Meta-Analysis</title> <excerpt>OCCUPATIONAL APPLICATIONS: People in many occupations that involve using complex tools need to know how to troubleshoot those tools in real time and with minimum cost. Training troubleshooting professionals is thus a concern for various occupational sectors—particularly the military, aviation, power plant, and in industrial processes—and large investments have been made to create and use simulators that train troubleshooting skills. In the design and evaluation of simulators for troubleshooting, this review shows that no single level of simulation realism—or fidelity—works best in training, and that the effect of fidelity depends on trainees’ prior skill level and the type of troubleshooting system (electronic or mechanical).</excerpt>",29
2022,Psychological Mechanism of Civil Aviation Staff’s Unsafe Behavior,"<title>Psychological Mechanism of Civil Aviation Staff’s Unsafe Behavior</title> <excerpt>In the aviation field, the concept of systems management has been widely recognized, and the human factor analysis of aviation accident/unsafe behavior has been more focused on finding system vulnerabilities. However, the analysis of unsafe behavior from the perspective of individual psychology is relatively low. In order to promote the safety of civil aviation and to reduce unsafe behaviors such as errors and violations caused by civil aviation personnel, the current study concluded the psychological factors associated with the unsafe behavior of civil aviation practitioners.</excerpt>",-1
2022,Preliminary Research on Evaluation Index of Professional Adaptability for Airline Transport Pilot,"<title>Preliminary Research on Evaluation Index of Professional Adaptability for Airline Transport Pilot</title> <excerpt>Combining with the professional characteristics of airline transport pilots and requirements of implementing pilots’ Professionalism Lifecycle Management (PLM) system put forward by Civil Aviation Administration of China (CAAC), this study aims to examine the initial evaluation index of professional adaptability for airline transport pilot. Based on literatures review and analysis, the cognitive ability, operation and professional ability, social-interpersonal ability and personality traits were selected and included in the initial index system. Meanwhile, this study pointed out that the primary indices could be optimized through the implementation of expert method and data analysis in next step.</excerpt>",55
2022,"19th International Conference on Engineering Psychology and Cognitive Ergonomics, EPCE 2022 Held as Part of the 24th HCI International Conference, HCII 2022","<title>19th International Conference on Engineering Psychology and Cognitive Ergonomics, EPCE 2022 Held as Part of the 24th HCI International Conference, HCII 2022</title> <excerpt>The proceedings contain 38 papers presendted at a virtual meeting. The special focus in this conference is on Engineering Psychology and Cognitive Ergonomics. The topics include: Aesthetic Preference in the Composition Ratios of Graphic Designs; influence of Technostress on Work Engagement and Job Performance During Remote Working; applying Hierarchical Task Analysis to Identify the Needs of Intelligent Equipment for Traffic Police in China; social Exposure and Burnout During the Pandemic: An Investigation on Three Different Positions of Frontline Metro Staffs; user-Centered Interface Design and Evaluation for Teleoperated Cranes with Boom Tip Control; a Study on the Influence of Personality on the Performance of Teleoperation Tasks in Different Situations; an Emergency Centre Call Taker Task Analysis; cultural Effects on the Selection of Aviation Safety Management Strategies; improved Spectral Subtraction Method for Civil Aircraft Approach and Landing Crew Interactive Voice Enhancement; investigation of Temporal Changes of Gaze Locations During Characteristic Evaluation When Viewing Whole-Body Photos; Active Supervision in a Remote Tower Center: Rethinking of a New Position in the ATC Domain; Effects of Intensity of Short-Wavelength Light on the EEG and Performance of Astronauts During Target Tracking; the Effect of Pilots’ Expertise on Eye Movement and Scan Patterns During Simulated Flight Tasks; The Effect of the COVID-19 Pandemic on Air Traffic Controllers’ Performance: Addressing Skill Fade Concerns in Preparation for the Return to Normal Operations; investigating Pilots’ Operational Behaviours While Interacting with Different Types of Inceptors; assessments on Human-Computer Interaction Using Touchscreen as Control Inputs in Flight Operations; establishment of a Situation Awareness Analysis Model for Flight Crew Alerting..</excerpt>",24
2022,"COVID19 Lockdown Concerned With Economy, Mental and Environmental Health: Indian Scenario","<title>COVID19 Lockdown Concerned With Economy, Mental and Environmental Health: Indian Scenario</title> <excerpt>India is suffering from an outbreak of COVID-19. Lockdown rules were enacted, but they were also a significant threat to the economy, mental and environmental health. Continual depreciation is occurring in the Indian rupee.</excerpt>",14
2022,"Celebrity, Nation, and Motor Cultures in Britain: Donald Campbell's Speed Records, 1949-1967","<title>Celebrity, Nation, and Motor Cultures in Britain: Donald Campbell's Speed Records, 1949-1967</title> <excerpt>This doctoral thesis examines the career of speed record-breaker Donald Campbell to illuminate changing attitudes to celebrity, technology, and nation. Following the tradition established by his record-breaking father Sir Malcolm Campbell, Donald mounted a series of record attempts in a succession of vehicles names Bluebird, setting his first record on Lake Ullswater in 1955, and becoming the only person to hold both the land and water speed records in the same year, 1964. He died on 4 January 1967 attempting to break the 300-mph barrier on Coniston Water.</excerpt>",-1
2022,Unraveling the Physiological Correlates of Mental Workload Variations in Tracking and Collision Prediction Tasks,"<title>Unraveling the Physiological Correlates of Mental Workload Variations in Tracking and Collision Prediction Tasks</title> <excerpt>Modern work environments have extensive interactions with technology and greater cognitive complexity of the tasks, which results in human operators experiencing increased mental workload. Air traffic control operators routinely work in such complex environments, and we designed tracking and collision prediction tasks to emulate their elementary tasks. The physiological response to the workload variations in these tasks was elucidated to untangle the impact of workload variations experienced by operators.</excerpt>",0
2022,The bipolarity of Alberto Santos-Dumont: flights and falls of the “Father of Aviation”; A bipolaridade de Alberto Santos-Dumont: os voos e as quedas do “Pai da Aviação”,"<title>The bipolarity of Alberto Santos-Dumont: flights and falls of the “Father of Aviation”; A bipolaridade de Alberto Santos-Dumont: os voos e as quedas do “Pai da Aviação”</title> <excerpt>Objective: Discussing the psychiatric diagnosis of Alberto Santos-Dumont, considered in Brazil to be the inventor of the airplane, who was admitted to psychiatric institutions several times and committed suicide. Methods: A narrative review was carried out on the psychopathological manifestations he presented, based on some of the most important biographies about the aviator. No scientific article on the topic was found.</excerpt>",-1
2022,Understanding Sleepiness and Fatigue in Cabin Crew Using COVID-19 to Dissociate Causative Factors,<title>Understanding Sleepiness and Fatigue in Cabin Crew Using COVID-19 to Dissociate Causative Factors</title> <excerpt>OBJECTIVES: Airline cabin crew experience high levels of fatigue and sleepiness. Whether these are solely related to their work schedules/jetlag or are in part related to individual factors is unknown. The COVID-19 pandemic has significantlydisrupted the aviation industry and many cabin crew have been grounded.</excerpt>,1
2022,The effects of emotional trait factors on simulated flight performance under an acute psychological stress situation,"<title>The effects of emotional trait factors on simulated flight performance under an acute psychological stress situation</title> <excerpt>Objective. Pilots are commonly exposed to some sources of emotional and cognitive stressors, especially for flight cadets, which have an important influence on flight safety. The present study aimed to study the relationship between emotional trait factors, emotional state, mental workload and simulated flight performance (SFP) under an acute psychological stress situation.</excerpt>",-1
2022,Research on Evaluation of Intercultural Competence of Civil Aviation College Students Based on Language Operator,"<title>Research on Evaluation of Intercultural Competence of Civil Aviation College Students Based on Language Operator</title> <excerpt>The latest ""Guide to College English Teaching""lists cross-cultural education as an important part of college English courses. At the same time, ICAO 's requirements for civil aviation pilots and controllers 'cross-cultural abilities increase year by year, which raises new requirements for the cultivation of cultural abilities. This article explores this subject from two aspects of cross-cultural psychology and cross-cultural behavior, using SPSS22.0 data analysis method and Delphi method to establish an evaluation model, which includes four first-level indicators: attitude, awareness, knowledge and skill.</excerpt>",39
2021,Learning to Become Researchers: Lessons Learned from a Research Experience for Undergraduates (REU) Program Focused on Research in the Psychological Sciences with Real-World Implications,"<title>Learning to Become Researchers: Lessons Learned from a Research Experience for Undergraduates (REU) Program Focused on Research in the Psychological Sciences with Real-World Implications</title> <excerpt>This article reports results of a research study at a National Science Foundation Research Experience for Undergraduates (REU) site focused on psychological research with clear applications to the real world. Two cohorts of undergraduates engaged in rigorous research projects with implications for real-world problems such as driving, homeland security, relationships, human-computer interaction, language comprehension and production, discrimination, and health psychology. To determine the effectiveness of the program, students completed the Kardash Ratings of Interns' Research Skills as well as the Undergraduate Research Questionnaire, kept journals, and completed exit interviews.</excerpt>",-1
2021,Helicopter Pilots Synchronize Their Altitude with Ship Heave to Minimize Energy When Landing on a Ship’s Deck,"<title>Helicopter Pilots Synchronize Their Altitude with Ship Heave to Minimize Energy When Landing on a Ship’s Deck</title> <excerpt>Objective: This study aims at investigating helicopter pilots’ strategies to achieve ship deck landing. Background: Helicopter maritime operations are challenging, especially when it comes to landing on the moving decks of small ships, such as frigates, which can lead to dramatic accidents. Method: Expert pilots were requested to fly the full ship landing maneuver from approach to touchdown in an immersive simulator.</excerpt>",-1
2021,Re-examining the Pioneering Studies on Eye Movements in Aviation: Connecting the Past to the Present,"<title>Re-examining the Pioneering Studies on Eye Movements in Aviation: Connecting the Past to the Present</title> <excerpt>Objective: To reduce the gap between old and new eye-tracking studies in aviation by raising the interest of the scientific community in some of the pioneering works. We present two emblematic cases: the misattributed origin of the use of eye-tracking techniques in aviation to Paul M. Fitts and his collaborators, and the forgotten (and often reinvented) oculometer training tape technique.</excerpt>",5
2021,"Pilot Work Related Stress (WRS), Effects on Wellbeing and Mental Health, and Coping Methods","<title>Pilot Work Related Stress (WRS), Effects on Wellbeing and Mental Health, and Coping Methods</title> <excerpt>Objective: The objective of this study is to investigate the relationship between sources of work-related stress (WRS) for pilots, effects on wellbeing, and coping mechanisms. Background: Recent studies have measured depression levels in pilots but not the relationship between depression levels and coping strategies. Methods: An anonymous web-based survey was conducted with commercial pilots.</excerpt>",3
2021,Precautions & Possible Therapeutic Approaches of Health Hazards of Astronauts in Microgravity,"<title>Precautions & Possible Therapeutic Approaches of Health Hazards of Astronauts in Microgravity</title> <excerpt>Objective: Astronauts deal with lots of health issues during space exploration. In this review article, we explore the health hazards of astronauts and possible therapeutic approaches or precautions they should take prior to or during space travel for relief from these health complications. Background: The space environment is very different from our planet’s environment.</excerpt>",27
2021,A Sense of Fellowship: Mindfulness Improves Experienced Interpersonal Benefits and Prosociality in A Military Aviation Unit,"<title>A Sense of Fellowship: Mindfulness Improves Experienced Interpersonal Benefits and Prosociality in A Military Aviation Unit</title> <excerpt>Objective: Explore how personnel in a military aviation unit experienced personal as well as interpersonal aspects concerning their participation in a group-based four-month MBT programme. Background: mindfulness-based training (MBT) have been used as a personal stress management tool in stressful working environments, including military aviation. There is little knowledge about the interpersonal mechanisms involved when engaging in MBT.</excerpt>",72
2021,A Systematic Review of Stimulant Use in Civilian and Military Aviation,<title>A Systematic Review of Stimulant Use in Civilian and Military Aviation</title> <excerpt>Objective: To synthesize the observational data on stimulant use in civilian and military aviation. Background: Pilot fatigue is a major safety concern and effective countermeasures are crucial for sustaining flight performance. Stimulants are not recommended for routine use but can help sustain alertness and flight performance when the risk of fatigue is high.</excerpt>,82
2021,Willingness to Watch the Pre-Flight Safety Briefing: A Structural Model,"<title>Willingness to Watch the Pre-Flight Safety Briefing: A Structural Model</title> <excerpt>Objective: The purpose of the current study was to examine the factors that significantly influence a passenger’s willingness to watch the pre-flight safety briefing. Background: The pre-flight safety briefing is a required presentation that must be administered to all passengers before conducting a flight. This briefing is most commonly delivered via a live demonstration by flight attendants or through the aircraft’s in-flight entertainment system, such as a seatback video.</excerpt>",-1
2021,Assessment of Augmented Reality Technology’s Impact on Speed of Learning and Task Performance in Aeronautical Engineering Technology Education,"<title>Assessment of Augmented Reality Technology’s Impact on Speed of Learning and Task Performance in Aeronautical Engineering Technology Education</title> <excerpt>Objective: This study compared learning and skill transfer among university aviation students using interactive Augmented Reality (AR) technology versus traditional paper-based instruction. While similar AR use and research in university education exists, this study piloted a comparative method assessing knowledge retention and transfer. Background: AR technology is a popular tool used in technical education.</excerpt>",-1
2021,Feedback and Student Learning: Matching Learning and Teaching Style to Improve Student Pilot Performance,"<title>Feedback and Student Learning: Matching Learning and Teaching Style to Improve Student Pilot Performance</title> <excerpt>Objective: The present research investigated the relationship and the efficacy of two different modalities in which feedback is provided, namely “visual” and “auditory” on student pilot learning. Background: Pilot training has remained relatively unchanged for over thirty years. The syllabi for flight training contains little information about specific educational techniques or instructions that may assist the flight instructor in his/her role.</excerpt>",26
2021,Investigating the Predictive Validity of the COMPASS Pilot Selection Test,"<title>Investigating the Predictive Validity of the COMPASS Pilot Selection Test</title> <excerpt>Objective: The present study examined the predictive validity of a widely used pilot selection test known as COMPASS, in terms of its ability to distinguish between candidates and predict individuals’ aptitude for flying. Background: The Computerized Pilot Aptitude Screening System, more commonly known as COMPASS is a widely used selection test for ab-initio pilots. However, a literature search failed to uncover any research examining its predictive validity.</excerpt>",33
2021,"Investigating the Relationships Among Security Communications, Passenger’s Awareness and Satisfaction Toward Preflight Security Checks","<title>Investigating the Relationships Among Security Communications, Passenger’s Awareness and Satisfaction Toward Preflight Security Checks</title> <excerpt>Objective: This study proposes the conceptual framework to verify the relationship among preflight security communications and passengers’ awareness of dangerous goods and satisfaction of security checks. Background: All air transport stakeholders strive to ensure aviation’s safety and security. As key players, airlines and airports must comply with International Air Transport Association and International Civil Aviation Organization regulations, so they usually establish strict security mechanisms to prevent possible accidents resulting from passengers bringing dangerous goods on board.</excerpt>",46
2021,A Two-Stage Model of Diversion Knowledge and Skills Highlights Where Pilot Factors Impact Safety-Related Outcomes,"<title>A Two-Stage Model of Diversion Knowledge and Skills Highlights Where Pilot Factors Impact Safety-Related Outcomes</title> <excerpt>Objective: To assist stakeholders apply targeted safety strategies, we developed and tested a two-stage model of diversion knowledge and skills. Background: Understanding pilot factors in weather-related diversions is integral to reducing the phenomenon of visual flight rules flight into meteorological conditions. Method: Thirty-six general aviation pilots flew a cross-country flight in a Cessna 172 simulator where they encountered an ATC-directed diversion due to deteriorating weather.</excerpt>",23
2021,Optimization of a Customized Leadership Development Program Upskilling English Language Fluency in Brazil Aviation Leaders,"<title>Optimization of a Customized Leadership Development Program Upskilling English Language Fluency in Brazil Aviation Leaders</title> <excerpt>Objective: The present study explored how a customized leadership development program (LDP) with coursework taught in English to non-native English speakers could optimize English language fluency in Brazil airline leaders. Background: Currently, problems exist with a myriad of native language accents and phraseology interfering with cognitive reflexes especially for aircrews and air traffic controllers to safely do their work. Executives from four Brazilian airlines proactively implemented a 14-month LDP focused on English language fluency and leadership enhancements collectively for leaders within their firms.</excerpt>",39
2021,Effects of Stress on Performance during Highly Demanding Tasks in Student Pilots,"<title>Effects of Stress on Performance during Highly Demanding Tasks in Student Pilots</title> <excerpt>Objective: To study how stress affects the performance of student pilots under highly demanding conditions, during flight simulator sessions. Background: Pilots usually suffer stress under highly demanding conditions. This can affect performance to such an extent that the human factor is the main cause of aviation accidents.</excerpt>",21
2021,Visual Improvements after Perceptual Learning Transfer from Normoxia to Hypoxia,"<title>Visual Improvements after Perceptual Learning Transfer from Normoxia to Hypoxia</title> <excerpt>Objective: This study aimed to evaluate vision improvement in hypoxia following normoxic perceptual learning. Background: Visual functions are important for flight safety. However, the potential of perceptual learning to compensate for hypoxic vision damage is unclear.</excerpt>",20
2021,The Effects of Tablet-Based Electronic Grading on Airline Evaluator Performance,"<title>The Effects of Tablet-Based Electronic Grading on Airline Evaluator Performance</title> <excerpt>Objective: This experimental study assessed the effects of an Apple iPad (Apple and iPad are trademarks of Apple Inc., registered in the U.S. and other countries) grading instrument on airline evaluator performance. Background: Extant research exploring the effects of grading formats on evaluator performance focused on pen and paper modalities.</excerpt>",26
2021,Pilots’ Willingness to Operate in Unmanned Aircraft System Integrated Airspace,"<title>Pilots’ Willingness to Operate in Unmanned Aircraft System Integrated Airspace</title> <excerpt>Background: Considerable research is underway on how to integrate unmanned aircraft systems (UAS) safely and securely into the National Airspace System (NAS). While there is some ongoing research on public acceptance, privacy concerns, and consumer willingness to fly in autonomous aircraft, little literature exists on pilots’ perceptions about operating to/from airports and in airspace with UAS integrated operations. Objective: The goal of this exploratory research study was to assess the effect of airspace classification, type of UAS integration, and type of UAS operation on pilots’ willingness to operate with UAS integrated operations.</excerpt>",43
2021,Aviation-Associated Spatial Disorientation and Incidence of Visual Illusions Survey in Military Pilots,"<title>Aviation-Associated Spatial Disorientation and Incidence of Visual Illusions Survey in Military Pilots</title> <excerpt>Objective: The lack of information on active military pilots has led to the present study, which aimed to analyze the sense of aviation-associated spatial disorientation and the incidence of visual illusions of fighter and transport military pilots through a post-flight survey. Background: The advance of aeronautics has led to further aircraft developments, increasing heights and speeds which increase the psychophysiological demands, thus leading to greater incidence of spatial disorientation and visual illusions. Methods: 60 male pilots with large professional experience (1012 h ± 250 accumulated flying hours) between 7 and 18 years in their respective units and experience in international missions in the current conflict areas as Lebanon, Afghanistan, Bosnia, Kosovo, and Iraq, were subjected to a post-flight visual experience questionnaire.</excerpt>",13
2021,Investigating Offshore Helicopter Pilots’ Cognitive Load and Physiological Responses during Simulated In-Flight Emergencies,"<title>Investigating Offshore Helicopter Pilots’ Cognitive Load and Physiological Responses during Simulated In-Flight Emergencies</title> <excerpt>Objectives: This study was designed to explore pilots’ emergency response performance by collecting real-time physiological and cognitive workload data during pre-defined offshore helicopter scenarios in a flight simulator. Background: Qualification processes require helicopter pilots to complete scheduled simulation training to ensure competency in areas that would otherwise be too dangerous to practice while flying the actual helicopter. Unfortunately, little is known about how effective this simulation training is in regard to cognitive and physiological responses.</excerpt>",0
2021,Lockdown to contain COVID-19 is a window of opportunity to prevent the second wave,<title>Lockdown to contain COVID-19 is a window of opportunity to prevent the second wave</title>,14
2021,Reiseangst: Travel anxiety and psychological resilience during and beyond the COVID-19 pandemic,<title>Reiseangst: Travel anxiety and psychological resilience during and beyond the COVID-19 pandemic</title>,-1
2021,Navigating the risks of flying during COVID-19: A review for safe air travel,"<title>Navigating the risks of flying during COVID-19: A review for safe air travel</title> <excerpt>Rationale for Review: With air travel restarting, there has been much discourse about the safety of flying during the pandemic. In travel medicine, risk assessment includes estimating baseline risk to the traveller, recognizing factors that may modify that risk, considering the role of interventions to decrease that risk and accounting for a traveller’s perception and tolerance of risk. The goals of this review are to identify the in-flight transmission risks of commercial air travel, provide recommendations about the risks of flying during the pandemic and propose strategies to mitigate the spread of COVID-19.</excerpt>",14
2021,Developing a Measurement Scale for Evaluating Perceived Affective Qualities in Flight Deck Design,"<title>Developing a Measurement Scale for Evaluating Perceived Affective Qualities in Flight Deck Design</title> <excerpt>While traditional human factors approaches have focused on efficiency, usability, and safety, emerging approaches have also focused on product experience. There is a shift from a cognitive perspective to an affective one, which concerns promoting pleasure instead of just preventing design deficiencies. There has been a growing interest in affect and pleasure in such areas as engineering design, psychology, neuroscience, human factors, and industrial design.</excerpt>",89
2021,Health risks and potential predictors of fatigue and sleepiness in airline cabin crew,"<title>Health risks and potential predictors of fatigue and sleepiness in airline cabin crew</title> <excerpt>Background: Aviation pilots and cabin crew regularly undertake shift work, and may experience circadian disruption, restricted sleep, sleepiness and impaired health. Research on aviation fatigue and sleepiness has focused on pilots, with less being known about cabin crew. This study aimed to identify likely predictors of fatigue, sleepiness, shift work disorder (SWD) and depression in cabin crew.</excerpt>",1
2021,Developing a Stigma Scale for the Workplace: Focus on an Airline Cabin Crew,"<title>Developing a Stigma Scale for the Workplace: Focus on an Airline Cabin Crew</title> <excerpt>The purpose of this study is to develop metrics for stigma-producing factors by conducting a survey among stigma inflictors, that is, people who participate in the stigmatization of others. This study attempted to develop a stigma measurement scale for service industry workers. This study focused airline cabin crew members in accordance with a seven-step scale development procedure to derive stigma measurement variables.</excerpt>",3
2021,"Short and Long Haul Pilots Rosters, Stress, Sleep Problems, Fatigue, Mental Health, and Well-Being","<title>Short and Long Haul Pilots Rosters, Stress, Sleep Problems, Fatigue, Mental Health, and Well-Being</title> <excerpt>OBJECTIVE: This research was conducted to compare short haul (SH) and long haul (LH) pilots regarding sleep restrictions and fatigue risks on flight duty, stress, sleep problems, fatigue severity, well-being, and mental health.METHOD: There were 406 international SH and LH pilots who completed the cross-sectional online survey. Pilots sleep restrictions and fatigue-risk profiles (eg, time pressure, late arrivals, minimum rest), sleep problems, fatigue severity, well-being, and symptoms of depression, anxiety, and common mental disorders (CMD) were measured and compared for SH and LH pilots.RESULTS: Although SH and LH pilots were scheduled for only 51.465.4% of the legally allowed duty and flight hours, 44.8% of SH pilots reported severe fatigue (FSS 4 to 4.9), and an additional 31.7% high fatigue (FSS 5), compared with 34.7% and 37.3% LH pilots. Considerable sleep problems in 8 nights/mo were reported by 24.6% SH vs 23.5% LH pilots.</excerpt>",1
2021,"An exploration of perceived stress, burnout syndrome, and self-efficacy in a group of Polish air traffic controllers and maritime navigators: Similarities and differences","<title>An exploration of perceived stress, burnout syndrome, and self-efficacy in a group of Polish air traffic controllers and maritime navigators: Similarities and differences</title> <excerpt>Background: This cross-sectional study aimed to assess the level of perceived stress and occupational burnout in groups of Polish maritime navigators and air traffic controllers. The study was part of research into occupational groups regarded as equally emotionally burdened. We tested the usability of a model linking occupational burnout, perceived stress, and seniority.</excerpt>",3
2021,Are patients with cognitive impairment fit to fly? Current evidence and practical recommendations,"<title>Are patients with cognitive impairment fit to fly? Current evidence and practical recommendations</title> <excerpt>Background: The worldwide prevalence of dementia is increasing and represents a major public health concern. In the last decades, air travel services have undergone an impressive expansion and one of ten passengers is aged 65 years and older. While air travel can be stressful at all ages and health conditions, older individuals with cognitive impairment carry a greater risk for air-travel-related complications.</excerpt>",28
2021,Cognitive Task Analysis of Unmanned Aircraft System Pilots,"<title>Cognitive Task Analysis of Unmanned Aircraft System Pilots</title> <excerpt>Objective: Unmanned Aircraft System (UAS) pilots must possess a variety of cognitive skills in order to successfully perform diverse missions. They must accurately assess situations, make judgments and decisions, understand cues that may not be immediately obvious, and develop effective solutions. How may we gain perspective on how UAS pilots make decisions when higher order cognitive skills are needed to solve problems and accomplish their missions? Background: Previous UAS task analyses, both behavioral and cognitive, have seldom examined experienced, high-hour UAS operators.</excerpt>",-1
2021,Why Learning Opportunities from Aviation Incidents Are Lacking: the Impact of Active and Latent Failures and Confidential Reporting,"<title>Why Learning Opportunities from Aviation Incidents Are Lacking: the Impact of Active and Latent Failures and Confidential Reporting</title> <excerpt>The rising trend of fatal aircraft accidents since 2018 suggests a limited safety capability of airlines in terms of learning from incidents (LFI). We evaluated 2,208 voluntary incident reports from commercial European pilots using qualitatively driven mixed methods to investigate LFI bottlenecks. The results showed that the report frequency depends on the type of pilots active failure causing the incident (performance-based errors, judgment and decision-making errors and violations).</excerpt>",-1
2021,Modeling of Aircrew Rostering Problem with Fatigue Risk Management Approach,"<title>Modeling of Aircrew Rostering Problem with Fatigue Risk Management Approach</title> <excerpt>Objective: In this study, the aircrew rostering problem is evaluated in conjunction with fatigue factors. Background: In the mathematical models developed for crew rostering problems, the fatigue level of aircrew members is evaluated only within the scope of the flight and duty time limitations defined by the civil aviation authorities. In this study, a new model is developed in which the fatigue risk factors such as the number of flight legs, additional workload, circadian rhythm, and consecutive flights are added to the crew rostering problem.</excerpt>",1
2021,The Psychology and Communication Behind Flight Anxiety: Afraid to Fly,"<title>The Psychology and Communication Behind Flight Anxiety: Afraid to Fly</title> <excerpt>Description Drawing from psychology, journalism, and communication studies, The Psychology and Communication Behind Flight Anxiety: Afraid to Fly discusses how flight anxiety manifests in both healthy and unhealthy ways. Lindsay A. Harvell-Bowman analyzes decades of research and explores how journalists, aviation professionals, and the public can curb flight anxiety and create safer environments both in the air and on the ground.</excerpt>",35
2021,RF-130 Workplace Psychosocial Hazards are associated with Emotional Distress and Burnout in Civil Aviation Pilots,"<title>RF-130 Workplace Psychosocial Hazards are associated with Emotional Distress and Burnout in Civil Aviation Pilots</title> <excerpt>IntroductionPilots have been deemed as safety-sensitive personnel, and they face work patterns of long working hours and jet lag. Failure to properly recover from fatigue may cause adverse health effects, affecting flying public flying safety.ObjectivesThis study explores the distribution of national civil aviation pilots’ work stress and its association with health impacts.MethodsIn cooperation with the Taoyuan Union of Pilot, we had issued structured online questionnaires to member pilots as part of the survey. The questionnaire records the respondent’s seniority, flight time, and flight characteristics.</excerpt>",3
2021,Learning Supported by Technology: Effectiveness with Educational Software,"<title>Learning Supported by Technology: Effectiveness with Educational Software</title> <excerpt>This study addresses the effectiveness of learning via educational software. Recent decades have seen the integration of technologies, which are changing teaching and transforming teachers into mediating, facilitating, and guiding figures by means of digital learning methods that serve as a major tool in schools, colleges, and universities. The current study focuses on instruction provided within the Israeli Air Force and examined the effectiveness of instruction provided via educational software in terms of learning products: Bloom's revised taxonomy, Te'eni's affective-cognitive model of organizational communication and the STEM model.</excerpt>",-1
2021,Air Traffic Controllers' Occupational Stress and Performance in the Future Air Traffic Management,"<title>Air Traffic Controllers' Occupational Stress and Performance in the Future Air Traffic Management</title> <excerpt>As demand for unmanned aerial vehicle (UAV) operations increases, it is vital to understand its effects on air traffic controllers and the safety of the national airspace system. This study’s primary purpose is to determine how UAVs that operate in controlled airspace would influence air traffic controllers’ occupational stress and performance. In a within-subject experimental research design, 24 participants sampled from a university’s undergraduate Air Traffic Management (ATM) program completed three different air traffic control (ATC) scenarios on an en route ATC simulation system.</excerpt>",8
2021,Aircraft Assembly Snags: Human Errors or Lack of Production Design?,"<title>Aircraft Assembly Snags: Human Errors or Lack of Production Design?</title> <excerpt>To err is an intrinsic human trait, which means that human errors, at some point, are inevitable. Business improvement tools and practices neglect to deal with the root causes of human error; hence, they ignore certain design considerations that could possibly prevent or minimise such errors from occurring. Recognising this gap, this paper seeks to conceptualise a model that incorporates cognitive science literature based on a mistake-proofing concept, thereby offering a deeper, more profound level of human error analysis.</excerpt>",4
2021,Environmental Risk Factors and Psychotic-like Experiences in Children Aged 9–10,"<title>Environmental Risk Factors and Psychotic-like Experiences in Children Aged 9–10</title> <excerpt>ObjectiveResearch implicates environmental risk factors, including correlates of urbanicity, deprivation, and environmental toxins, in psychotic-like experiences (PLEs). The current study examined associations between several types of environmental risk factors and PLEs in school-age children, whether these associations were specific to PLEs or generalized to other psychopathology, and examined possible neural mechanisms for significant associations.MethodThe current study used cross-sectional data from 10,328 children 9–10 years old from the Adolescent Brain Cognitive Development (ABCD) Study. Hierarchical linear models examined associations between PLEs and geocoded environmental risk factors and whether associations generalized to internalizing/externalizing symptoms.</excerpt>",36
