Topic,Count,Name,Representation,Representative_Docs
102,7,102_female pilots_preference schedule_female united states_schedule epps,"['female pilots', 'preference schedule', 'female united states', 'schedule epps', 'preference schedule epps', 'pilots combat', 'neuroticism extraversion openness', 'personal preference schedule', 'edwards personal preference', 'force fighter pilots']","['<title>Personality Traits That Distinguish Special Operations Female Aircrew</title> <excerpt>INTRODUCTION: U.S. Air Force Special Operations Command (AFSOC) female aircrew represent a small group of military personnel in challenging high-risk, high-demand professions. Personality characteristics may play a key role in distinguishing those women who pursue a career as a special operations aircrew member and succeed in this pursuit.</excerpt>', ""<title>Female United States air force pilot personality: The new right stuff</title> <excerpt>With increasing numbers of female military pilots, it is important to understand the psychological and psychiatric gender differences of pilots. Using the 'big five' personality structure (neuroticism, extraversion, openness to new experiences, agreeableness, and conscientiousness), female United States Air Force pilots were compared with both male Air Force pilots and to a female comparison group. Female Air Force pilots were higher on the Extraversion, Agreeableness, and Conscientiousness scales than male pilots.</excerpt>"", ""<title>Female United States Air Force (USAF) pilots: Themes, challenges, and possible solutions</title> <excerpt>Background: Identification of stresses of mixed-gender squadrons, attention to the psychological concerns of pilots in combat, and recognition of the difficulties of balancing a career and family are important in today's United States Air Force (USAF). What qualities are desirable in male and female pilots in combat situations, how do men and women view their career and family goals, and how do men and women work together in day-to-day squadron activities versus deployment and combat situations? Methods: A semi- structured clinical interview sought information about personal/family health, squadron relationships, and career/deployment stresses. The interview covered the effect of grounding for more than 30 d, motivation to fly, health decrements due to aircraft design, teamwork difficulties and blocks to success, career demands, combat and prisoner of war (POW) concerns, stress and coping styles, flying goals, and family/health concerns.</excerpt>"", '<title>Personality profiles of pilots</title> <excerpt>Samples of Air Force fighter pilots, trainee commercial pilots, and males drawn from the general community completed the Edwards Personality Preference Schedule (EPPS). Four significant effects were found for individual sub-scales; three (Achievement, Affiliation, and Nurturance) identifying air force fighter pilots. Commercial pilot trainees scored significantly less than the community sample on Succorance and Nurturance.</excerpt>', '<title>Personality and motivational needs in Indian military pilots</title> <excerpt>Research on cultural differences provides a different aspect of the attributes in pilots that might affect job performance. Basic attributes of personality and motivation are of importance for military aviators to maintain optimal personal effectiveness, flying proficiency and safety in aviation. Ninety military pilots were assessed on the Edwards Personal Preference Schedule (EPPS), and the Revised Neuroticism Extraversion and Openness Personality Inventory (NEO-PI-R).</excerpt>']"
103,7,103_helmet mounted_mounted display_helmet mounted display_information displays,"['helmet mounted', 'mounted display', 'helmet mounted display', 'information displays', 'mounted display symbology', 'cockpit information', 'polar graphic', 'airdrop guidance', 'cockpit information displays', 'hf guidance cue']","['<title>Helmet-mounted display symbology for terrain avoidance during low-level maneuvers</title> <excerpt>A simulation study was performed to evaluate helmet-mounted display symbology for fighter aircraft ground collision avoidance systems. Four visual alert symbologies were tested: an iconic cue, an aircraft-fixed (AF) guidance cue, a head-fixed (HF) guidance cue, and an HF guidance cue with a pitch ladder. Participants were given audio and visual side tasks and responded to alerts in different aircraft attitudes.</excerpt>', '<title>Display Formatting Techniques for Improving Situation Awareness in the Aircraft Cockpit</title> <excerpt>Three current display design issues are discussed and applied to the design and modification of primary flight and navigation instruments in the context of a situation awareness assessment. These are (a) display perspective (twodimensional vs three-dimensional), (b) frame of reference (inside-out vs outside-in), and (c) visual momentum (monochrome vs color). A fixed-wing, low-fidelity flight simulation contrasted a planar inside-out pilot-referenced display with a planar outside-in world-referenced display and an outside-in three-dimensional perspective display.</excerpt>', '<title>Peripheral Polar-Graphic Displays for Signal/Failure Detection</title> <excerpt>The object of this series of studies was to examine the utility of multivariate polar-graphic iconic displays, placed in the parafoveal or near-peripheral regions of the visual field, for the presentation of multiple indices of subsystem performance in an aircraft system context. Results of the first study suggest that (a) such a display, circumscribed about a primary flight instrument, could be used readily to detect performance deviations that exceeded defined “normal” bounds; and (b) polygons are more effective than polar histograms. The second study was used to examine the hypothesis that the superior performance obtained with polar formats was not merely a function of reductions in visual scanning requirements but stemmed from the organization and symmetry found in the iconic display.</excerpt>', '<title>Head-up display symbology for ground collision avoidance</title> <excerpt>Four ground collision avoidance displays were tested using a fixed-base T-38 simulator with a simulated head-up display. Twelve participants flew through 6 terrain encounters in each of the 4 display formats with 2 terrain profiles and 3 initial aircraft attitudes. The displays were: an X icon, depicted when projected altitude was below a given threshold; a chevron display that moved 2 triangular symbols laterally according to altitude; a mountain display that moved a single triangle symbol vertically based on altitude; and a highway display providing a preview, perspective depiction of terrain altitude, and a target altitude.</excerpt>', '<title>Airdrop Guidance Display Format for Precision Airdrop Application on an Auxiliary Display Equipped Aircraft</title> <excerpt>Objective: To evaluate a new display format for Airdrop Guidance intended to enhance precision-flight capability for high-altitude single-pass airdrop profiles. Background: Operational military environments are demanding that airdrops are increasingly precise while simultaneously protecting Air Force assets through high-altitude drops. Efforts are underway at the Air Force Research Laboratory to minimize the negative effect of human performance variability on high-altitude airdrop accuracy.</excerpt>']"
104,7,104_artificial gravity_psychophysiological monitoring_biofeedback_gravity environment,"['artificial gravity', 'psychophysiological monitoring', 'biofeedback', 'gravity environment', 'psychophysiological', 'needs physiological psychological', 'organs psychophysiological', 'orbital station mir', 'organs psychophysiological monitoring', 'multiple artificial gravity']","['<title>Needs of physiological and psychological research using artificial gravity</title> <excerpt>In the next century, mankind will expand its activity to the moon and Mars. At that time, humans will be exposed to a low and micro-gravity environment in long term which causes physiological and psychological problems. The authors propose an artificial gravity space station for a research laboratory on human physiology and psychology at various gravity levels.</excerpt>', '<title>Biological and cognitive determination of the gravitational reference frame</title> <excerpt>It is argued that space sickness is not so much a physiological problem, but a psychological one, having its roots in the perception of the environment, and its associated cognitive processing. This cognitive processing is argued to be that of field dependence and field independence, for which exist psychobiological and cognitive assessment tests. Since there is an obvious economic advantage in the use of cognite testing, it is recommended that this could be used as an initial screening when selecting for astronauts.</excerpt>', '<title>Biofeedback monitoring-devices for astronauts in space environment</title> <excerpt>After a reconsideration of the state-of-the-art in biofeedback research the implementation of biofeedback systems is envisioned as a countermeasure of stress for the psychoprophylaxis of the astronaut. A one-session experiment performed on two groups of subjects to assess the interference from EMG-feedback on the performance in a simultaneous psychomotor trial with a view to expanding biofeedback application is described. The results show that the experimental group performed in the same way as the control without feedback, but with less CNS activation.</excerpt>', '<title>Upregulation of Amy1 in the salivary glands of mice exposed to a lunar gravity environment using the multiple artificial gravity research system</title> <excerpt>Introduction: Space is a unique environment characterized by isolation from community life and exposure to circadian misalignment, microgravity, and space radiation. These multiple differences from those experienced on the earth may cause systemic and local tissue stress. Autonomic nerves, including sympathetic and parasympathetic nerves, regulate functions in multiple organs.</excerpt>', '<title>Psychophysiological monitoring under conditions of real and simulated microgravity.</title> <excerpt>Dynamics of indices characterizing the process of adaptation of operators to complicated conditions of vital activity was studied with psychophysiological monitoring. This technique is based on the complex analysis of subjective and objective estimations of the current psychoemotional state and physiological and biochemical indices. We analyzed the data obtained during the examination of three healthy volunteers, who participated in the HUBES experiment (135-day isolation in the ground-based model of the orbital station ""Mir""), and during a biorhythmological study conducted by six Russian cosmonauts of the main expeditions on the station ""Mir."" It was shown that psychophysiological monitoring is an informative method for studying different parameters of the operator\'s state and regulatory processes, the dynamics of biological rhythms, and individual characteristics of adaptation.</excerpt>']"
105,7,105_task environment_cabin air management_spacecraft control panel_spacecraft control,"['task environment', 'cabin air management', 'spacecraft control panel', 'spacecraft control', 'operation simulated microgravity', 'countermeasures spaceflight', 'control panel operation', 'computer based behavioral', 'panel operation simulated', 'simulated microgravity']","['<title>Multiple-task performance on a computer-simulated life support system during a space mission simulation</title> <excerpt>This paper presents an experiment which examined the effects of isolation and confinement during a simulation of a short-term space mission. During the 7-day spaceflight simulation, four Canadian astronauts were tested daily on a 30-min performance task. The task, CAMS (Cabin Air Management System), represents a computer-based simulation of a generic life support system.</excerpt>', '<title>Human performance time model of spacecraft control panel operation in simulated microgravity</title> <excerpt>BACKGROUND: Human performance modeling plays an important role in the design and management of human spaceflight missions. Previous studies reported that manual control task time increased in microgravity conditions. The current study aimed to find a modeling method that can quantify and predict the task time of spacecraft control panel operation in the simulated microgravity condition.</excerpt>', ""<title>CAMS as a tool for human factors research in spaceflight</title> <excerpt>The paper reviews a number of research studies that were carried out with a PC-based task environment called Cabin Air Management System (CAMS) simulating the operation of a spacecraft's life support system. As CAMS was a multiple task environment, it allowed the measurement of performance at different levels. Four task components of different priority were embedded in the task environment: diagnosis and repair of system faults, maintaining atmospheric parameters in a safe state, acknowledgement of system alarms (reaction time), and keeping a record of critical system resources (prospective memory).</excerpt>"", '<title>Autonomous, computer-based behavioral health countermeasure evaluation at HI-SEAS mars analog</title> <excerpt>INTRODUCTION: Living in an isolated, confined environment (ICE) can induce conflict, stress, and depression. Computer-based behavioral health countermeasures are appealing for training and treatment in ICEs because they provide confidentiality and do not require communication with the outside environment. We evaluated the Virtual Space Station (VSS), a suite of interactive computer-delivered psychological training and treatment programs, at the Hawaii Space Exploration Analog and Simulation (HI-SEAS) III expedition.</excerpt>', '<title>Sensory-Based Alterations and Countermeasures in Spaceflight and Spaceflight Analogs</title> <excerpt>INTRODUCTION: long-duration spaceflight and isolated, confined, and extreme environments present various challenges to crewmembers. One less-frequently discussed challenge is altered sensory inputs and how they can adversely affect cognition and performance. Maintaining psychological and performance outcomes is crucial for mission success, and simple sensory-based countermeasures (cMs) can be surprisingly effective.</excerpt>']"
106,7,106_hypoxia_hypoxia induced_psychophysical studies_background hypoxia,"['hypoxia', 'hypoxia induced', 'psychophysical studies', 'background hypoxia', 'studies hypoxia', 'mild hypoxia', 'hypobaric chamber', 'hypoxia effects', 'effects mild hypoxia', 'acute hypoxia']","[""<title>Effect of normobaric hypoxia on auditory sensitivity</title> <excerpt>Previous psychophysical studies of hypoxia's effects on auditory sensitivity have provided mixed results but the weight of evidence supports the conclusion that sensitivity is unaffected by hypoxia. This conclusion is discrepant with that drawn from physiological studies in which hypoxia has been found to affect auditory-evoked response (AER) latency. One possible explanation of this discrepancy concerns the relatively low maximum frequency (8 kHz) for which hypoxia's effects were assessed in the psychophysical studies.</excerpt>"", '<title>Evidence that the slowing caused by acute hypoxia is modality dependent</title> <excerpt>Background: AFM (Additive Factors Method) experiments conducted with visual stimuli suggest that the slowing produced by acute hypoxia is located at the earliest preprocessing stage of information processing and that later stages are unaffected (the bottleneck hypothesis). Methods: To determine the contribution of degraded visual functioning to slowing, we bypassed this modality and measured reaction time in an AFM paradigm to auditory (Experiment 1) and kinesthetic (Experiment 2) stimuli. In both experiments hypoxia was induced with low oxygen mixtures and arterial blood oxygen saturation (SaO<inf>2</inf>) was controlled at 65%.</excerpt>', ""<title>Cognitive deterioration in moderate and severe hypobaric hypoxia conditions</title> <excerpt>BACKGROUND: Hypoxia continues to present risks in military aviation. Hypoxia symptoms include sensory and cognitive effects; of these, it is important to identify which components of operator performance are most vulnerable to hypoxia-induced decline in order to determine which sensory modality is most effective for alerting an impaired aviator of an imminent hypoxic episode. METHODS: A study was performed in a hypobaric chamber to characterize deterioration of cognitive performance under moderate (MH) and severe (SH) hypoxia conditions, culminating in subjects' inability to perform tasks.</excerpt>"", '<title>Effects of mild hypoxia on perceptual-motor performance: A signal-detection approach</title> <excerpt>Twelve healthy male subjects were required to make speeded judgements concerning the orientation of visual stimuli while breathing air at reduced partial pressure in a hypobaric chamber at altitudes of 7000 and 12 000 ft. A control condition was also conducted at sea level, and subjects received practice on the task at sea level prior to the commencement of the experiment. Significantly slower response times were obtained at 7000 and 12000ft relative to sea level.</excerpt>', '<title>Effects of mild hypoxia in aviation on mood and complex cognition</title> <excerpt>Thirty six volunteer air force personnel were sequentially exposed in a randomized balanced order in a hypobaric chamber to 30 min of baseline (sea level) and mild hypoxia induced by a specified altitude (sea level, 8000 ft and 12,000 ft), followed immediately by breathing 100% oxygen from an oro-nasal mask. Mood and complex cognition were assessed. Analysis of variance indicated that mood (fatigue and vigour) remained the same at 8000 ft but fatigue was increased (p = 0.001) and vigour reduced (p = 0.035) at 12,000 ft and was restored by supplementary oxygen.</excerpt>']"
107,7,107_flight anxiety_situation awareness_pilot situation awareness_pilot situation,"['flight anxiety', 'situation awareness', 'pilot situation awareness', 'pilot situation', 'situational awareness', 'different flight situations', 'operational fighter environment', 'airline pilot situation', 'situation awareness sa', 'situational awareness sa']","['<title>Individual Differences in Pilot Situation Awareness</title> <excerpt>Although anecdotal evidence has suggested considerable individual differences in the abilities of pilots to acquire and maintain situation awareness (SA), specific research to validate this claim and investigate the locus of such differences is lacking. This article presents an initial investigation of individual differences in SA. A study was conducted in which experienced fighter pilots completed a battery of tests to measure their abilities along key dimensions hypothesized to be important for SA.</excerpt>', '<title>Psychometric Properties of the FAS and the FAM Questionnaires Assessing Flight Anxiety: A Turkish Community-Based Study</title> <excerpt>Objective: To conduct the Turkish adaptation of the Flight Anxiety Situations Questionnaire (FAS) and the Flight Anxiety Modality Questionnaire (FAM). Background: The FAS measures the anxiety levels in different flight situations, while FAM assesses the somatic and cognitive symptoms of anxiety or anticipatory anxiety in different flight situations. The FAS and the FAM have been adapted to different cultures and used in different studies.</excerpt>', ""<title>FASA: Development and validation of a novel measure to assess the effectiveness of commercial airline pilot situation awareness training</title> <excerpt>The present study took a novel approach to the assessment of a commercial airline pilot Situation Awareness (SA) training programme. The Factors Affecting Situation Awareness (FASA) questionnaire was developed to provide a more diagnostic measure of aircrews' acquisition and maintenance of SA. Thirty-two aircrew participants took part in this study; half received standard Line-Oriented Flight Training (LOFT) and half received bespoke SA training.</excerpt>"", '<title>A Survey of Situation Awareness Requirements in Air-to-Air Combat Fighters</title> <excerpt>The situation awareness (SA) requirements of air-to-air fighter pilots were assessed through aseries of analyses, including (a) unstructured interviews, (b) goal-directed task analysis, and (c) structured questionnaires administered to experienced pilot subjects. The resultant requirements and information on the relative priority among elements are presented along with a methodology for determining SA requirements in various systems. Limitations of the study and implications for cockpit design are discussed.</excerpt>', '<title>Prediction in situation awareness: Confidence bias and underlying cognitiv abilities</title> <excerpt>Sixteen military fighter pilots performed and air combat simulation, where their Levels 1, 2, and 3 situational awareness (SA) was assessed using the Situation Awareness Global Assessment Technique (SAGAT). Their confidence levels on SA were also elicited to derive overconfidence scores. The pilots had the lowest accuracy and highest overconfidence in their answers to prediction questions (Level 3 SA).</excerpt>']"
108,7,108_aerospace medicine history_month aerospace medicine_aircrew integrated life_aerospace medicine,"['aerospace medicine history', 'month aerospace medicine', 'aircrew integrated life', 'aerospace medicine', 'redefining approach aircrew', 'medicine history month', 'protection helicopter aircrew', 'medicine history october', 'october 2004 redefining', 'medicine residents teaching']","['<title>This Month in Aerospace Medicine History</title>', '<title>This month in Aerospace medicine history--October 2004.</title>', '<title>Smart Aircrew Integrated Life Support System.</title>', '<title>Redefining the approach to aircrew protection: helicopter aircrew integrated life support systems.</title>', ""<title>Cases from the aerospace medicine residents' teaching file: #6</title>""]"
109,7,109_alcohol consumption_alcohol abuse_abuse alcohol consumption_adult children alcoholics,"['alcohol consumption', 'alcohol abuse', 'abuse alcohol consumption', 'adult children alcoholics', 'successful alcohol', 'alcohol use abuse', 'anomie alcohol abuse', 'alcohol abuse alcohol', 'anomie alcohol', 'alcohol rehabilitation']","[""<title>Alcoholism and treatment in airline aviators: One company's results</title> <excerpt>Airline transport pilots are at risk for alcoholism, although prevalence statistics are not known. (Alcoholism is used to mean alcohol dependence as defined in DSM-III- R.) Whether their prevalence of alcoholism is consistent with that of the general population's, less, or possibly enhanced by psychological vulnerabilities, is considered. However, the development and implementation of this job-based, peer-oriented alcohol treatment can be an asset to pilot career progression and airline pilot retention.</excerpt>"", '<title>Adult children of alcoholics - A treatable entity: An aviation case report</title> <excerpt>This is a case report of a male naval aviator, raised in an alcoholic environment, and the impact of that environment on his development and adult functioning. A review of the adult children of alcoholics syndrome is presented to help familiarize the reader with this evolving entity and its probable impact on aviation personnel. In the United States, current estimates indicate that parental alcoholism affects 27 million children.</excerpt>', '<title>Anomie, alcohol abuse and alcohol consumption: A prospective analysis</title> <excerpt>Cross-sectional and 36-month prospective analyses of the relationships among anomie and both alcohol abuse and alcohol consumption patterns provided little support that anomie was directly associated with ethanol ingestion patterns in a sample of 302 male air traffic controllers. This lack of association was observed for self-reported alcohol consumption, interview-established alcohol abuse and biochemical markers of alcohol intake. In addition, anomie was not predictive of change in alcohol use/abuse over 36 months, controlling for baseline levels of alcohol use and abuse and for relevant demographic factors.</excerpt>', '<title>A longitudinal investigation of the relationships among alcohol consumption, psychosocial factors, and blood pressure</title> <excerpt>Although a number of studies have demonstrated a link between alcohol intake and blood pressure, virtually no research has examined this relationship or the relevance of psychosocial variables in this context over time. This study utilized data from 416 subjects in the Air Traffic Controller Health Change Study to track these associations across five examinations over a 3-year period. Following obesity, alcohol consumption was consistently the second-best predictor of blood pressure.</excerpt>', '<title>Predictors of successful alcohol rehabilitation in an air force population</title> <excerpt>In order to find predictors of success in alcohol treatment, the authors conducted a 1-year follow-up of 71 active duty military personnel treated in a 28-day inpatient program. Success at 1 year follow-up was then compared with variables collected on apatient questionnaire completed at the beginning of rehabilitation. A family history of emotional disorders, together with a single incident precipitating treatment, was associated with a positive alcohol rehabilitation outcome.</excerpt>']"
110,7,110_task management_cockpit task management_cockpit task_task prioritization,"['task management', 'cockpit task management', 'cockpit task', 'task prioritization', 'task management ctm', 'used task', 'multiple concurrent tasks', 'phase flight taxonomy', 'studies cockpit task', 'concurrent tasks']","['<title>Difficult access: The impact of recall steps on flight management system errors</title> <excerpt>This study examines flight management system (FMS) tasks and errors by C-130 pilots who were recently qualified on a newly introduced advanced FMS. Twenty flight tasks supported by the FMS were analyzed using a cognitive stage model (Sherry, Polson, Feary, & Palmer, 2002) to identify steps with the potential for errors. If a step was found not to have visual cues such as labels or prompts for the required action sequence it was identified as a recall step and a potential source of difficulty.</excerpt>', '<title>Confronting Aerotowing Experts with a New Phase-of-Flight Taxonomy for Towplanes</title> <excerpt>While designing an automated flight control system for aerotowing gliders, engineers realized that no suitable phase-of-flight taxonomy was available for performing a functional hazard assessment. As first experiences with a custom taxonomy were gathered, questions arose on how reproducible these results were and whether they could be applied to aerotow-related tasks outside the systems engineering domain. Inter-rater agreement, as one key metric of the taxonomy, was investigated by having 13 experts on aerotowing rate a total of 30 scenarios that are presented as photographs, video sequences, and textual narratives.</excerpt>', '<title>Studies of cockpit task management errors</title> <excerpt>Cockpit task management (CTM) is the management level activity pilots perform as they initiate, monitor, prioritize, and terminate cockpit tasks. To better understand the nature and significance of this process, we conducted 3 empirical studies: a review of National Transportation Safety Board aircraft accident reports, a review of Aviation Safety Reporting System aircraft incident reports, and a simulator experiment. In the accident report study, we determined that CTM errors occurred in 76 (23%) of the 324 accidents we reviewed.</excerpt>', '<title>The cockpit as multiple activity system: A computational model for understanding situated team performance</title> <excerpt>The complex activity that takes place in airline cockpits is productively understood as cognitive action distributed across agents and technology. This article focuses on how the activities of crew members in a B-727 cockpit collectively constitute a functional unit of cognition - a team of cognitive agents who must be coordinated with each other and their task environment. The article addresses actual crew performance executing the Before Takeoff Checklist and applies a model previously developed for characterizing individual cognitive properties underlying use of multiprocess systems.</excerpt>', '<title>Cockpit Task Management: Ftefimraary Definitions, Normative Theory, Error Taxonomy, and Design Recommendations</title> <excerpt>A preliminary formalization of the process that flight crews use to initiate, monitor, prioritize, execute, and terminate multiple, concurrent tasks is presented. I define key terminology and present a preliminary, normative theory of cockpit task management (CTM). An error taxonomy that is applied to three National Transportation Safety Board (NTSB) aircraft accident reports is introduced.</excerpt>']"
111,7,111_aviation disasters_aircraft accidents psychological_accidents psychological_flying accidents,"['aviation disasters', 'aircraft accidents psychological', 'accidents psychological', 'flying accidents', 'normal accidents', 'max 737 theory', 'max design dissonance', 'max airplane', 'max 737', 'man aircraft psychological']","['<title>Psychological causes in aircraft accidents.</title>', '<title>The Ecological Social Psychology of Aviation Disasters</title> <excerpt>Reuben Baron’s primary contribution to ecological psychology was in promoting the idea that we perceive other humans and animals in our environment in much the same way as we perceive inanimate objects, namely, by actively detecting information. Here, we explore how this insight can lead to a deeper understanding of real-world behavior. We look specifically at three case studies from the history of commercial aviation disasters.</excerpt>', '<title>Psychological safety in aviation new product development teams: Case study of 737 max airplane</title> <excerpt>The goal of current study is to discern the antecedents of two airplane accidents involving the Boeing MAX 737. The theory of normal accidents serves as a lens to comprehend the hazard stemming from MAX design with dissonance between two critical systems: engine propulsion and flight control. Cooper’s framework further delineates lack of psychological safety during prototype development from the project’s inception along six dimensions: management/supervision, safety systems, risk, work pressure, competence, and procedures/rules.</excerpt>', '<title>The psychologist and flying accidents</title> <excerpt>Flying accidents which are caused by human factors short-comings are an area of legitimate concern to the psychologist. This paper briefly reviews and assesses some of the ways in which psychologists have attempted to tackle the problems in terms of personality, skill, and environmental and domestic stress. It is suggested that the evidence is such as to suggest that it is not any single one, but the various possible combinations of these factors which are important..</excerpt>', '<title>The psychological background of pilot error in aircraft accidents.</title>']"
112,6,112_blood alcohol_blood alcohol levels_alcohol levels_low blood alcohol,"['blood alcohol', 'blood alcohol levels', 'alcohol levels', 'low blood alcohol', 'effects alcohol', 'alcohol effects', 'levels pilot performance', 'alcohol levels pilot', 'mtpb static', 'effects low']","['<title>Effects of Low Blood Alcohol Levels On Pilots’ Prioritization of Tasks During a Radio Navigation Task</title> <excerpt>Eight pilots flew a specified cross-country route using radio navigation in a flight simulator with simulated air traffic control. Four of the pilots flew with a low blood alcohol level (BAL; mean BAL = 20.63 mg%). Pilots’ performance was compared in terms of flying performance, navigation, and radio communication.</excerpt>', '<title>Postintoxication effects of alcohol on flight performance after moderate and high blood alcohol levels</title> <excerpt>This study examined the impact of alcohol hangover on flight performance 11 hr after ingestion of alcohol. The participants were 36 instrument-rated and instrument-current male pilots who were 21 to 35 years of age, recruited from the Odegard Center for Aerospace Sciences at the University of North Dakota. Participants were randomly assigned to receive either a placebo or 2 or 3 ml/kg of 100 proof Vodka the evening before their flights were scheduled.</excerpt>', '<title>The Effect of Low Blood Alcohol Levels on Pilot Performance in a Series of Simulated Approach and Landing Trials</title> <excerpt>Eight experienced pilots flew a series of approaches and landings in a simulator with the characteristics of a general aviation light twin. One half of the subjects were under the influence of low blood alcohol levels (mean = 11 mg%). Subjects in the alcohol condition showed significant deteriorations in their performance, as measured by deviations from the optimum approach speed or the optimum glideslope, when performing an instrument approach or when performing an asymmetric approach.</excerpt>', '<title>Methodological Issues in Research on the Effects of Alcohol on Pilot Performance</title> <excerpt>The effects of low blood-alcohol levels on pilot performance have been found to be surprisingly inconsistent, given the variety of cognitive, attentional, and motor coordination processes involved in piloting tasks and the presumed susceptibility of these processes to alcohol. Discussed in this article are a number of methodological issues that are relevant to research in this area, including task and subject characteristics, compensation for alcohol effects, and experimental design procedure considerations. Such factors may complicate attempts to determine the relationship between blood-alcohol levels and pilot performance and lead to an underestimation of alcohol effects..</excerpt>', '<title>Laboratory performance during acute alcohol intoxication and hangover</title> <excerpt>Eleven private pilots (seven men and four women) were recruited and trained on the Multiple Task Performance Battery (MTPB), static and dynamic tracking of a localizer/glide slope instrument, and use of the Intoxilyzer. Results showed clear deleterious effects of alcohol on the MTPB and the tracking tasks immediately following drinking. During the morning (hangover) tests, scores on the MTPB and on the static and dynamic tracking tasks showed small circadian effects (scores were better) without impairment due to the alcohol.</excerpt>']"
113,6,113_waypoint_nrs_navigation display_nrs waypoint,"['waypoint', 'nrs', 'navigation display', 'nrs waypoint', 'nearest airport information', 'rnav', 'displaying radio frequencies', 'displaying radio', 'navigation display design', 'aircraft instrument displays']","['<title>Instrument-Approach-Plate Design Considerations for Displaying Radio Frequencies</title> <excerpt>This experiment examined the effectiveness of four different layouts for displaying radio frequencies on instrument approach plates. Three of the four layouts were similar to those found in existing charts published by the National Oceanic and Atmospheric Administration (NOAA), Jeppesen Sanderson, Inc., and the Canadian Department of Energy, Mines, and Resources. The fourth layout was a two-column format not currently found on existing charts.</excerpt>', '<title>Enhancing NextGen RNAV Capabilities: Human Performance Evaluation of NRS Waypoint Nomenclatures</title> <excerpt>As part of the Next Generation Air Transportation System (NextGen) initiative, a redevelopment of the high-altitude airspace is underway to realize the benefits of area navigation (RNAV) capabilities. Three nomenclatures were evaluated as possible alternatives to the current waypoint nomenclature used in the Navigation Reference System (NRS). A part-task study was conducted to assess if speed of NRS waypoint location on an en route chart, speed of flight management system (FMS) entry, number of FMS entry errors, and NRS waypoint reroute use were different among the nomenclatures tested.</excerpt>', '<title>Vertical navigation displays: Pilot performance and workload during simulated constant angle of descent GPS approaches</title> <excerpt>This study compared the effect of alternative graphic or numeric vertical navigation aircraft cockpit displays on horizontal and vertical flight technical error, workload, and subjective preference. Displays included (a) a moving map with altitude range arc; (b) the same format, supplemented with a push-to-see profile view, including a vector flight-path predictor; (c) an equivalent numeric display; and (d) a numeric nonvertical navigation display. Sixteen pilots each flew 4 different approaches with each format in a Frasca 242 simulator.</excerpt>', '<title>Navigation display design: Displaying nearest airport information</title> <excerpt>Thirty-six participants were tested on their ability to orient toward the nearest airport based on the manner in which information was presented on a global positioning system (GPS) area navigation display. Results indicated that use of the tabular, text-only format normally found on such displays was significantly slower and less accurate than either a map display of nearest airport information or a text display that included an orientation symbol. Additionally, pilots ignored information from the heading indicator, focusing on the GPS to perform the task.</excerpt>', '<title>Evaluation of aircraft instrument displays for use with the omni-directional radio range (VOR)</title> <excerpt>The speed and accuracy with which 48 pilots could use mockups of 8 different VOR aircraft instrument displays to solve typical navigation problems were measured. The instrument and airline pilots made fewer errors than the non-instrument pilots, but there were no significant differences in time scores. Pictorial displays (graphic representation of actual spatial relations) were superior to symbolic displays (information in terms of dial readings, needle deflections, and numbers).</excerpt>']"
