Topic,Count,Name,Representation,Representative_Docs
27,20,27_Cognitive effects of hypoxia,['Cognitive effects of hypoxia'],"['<title>Effects of Aerobic Capacity on Cognitive Functions During Hypoxia</title> <excerpt>Objective: We aimed to investigate the role of aerobic capacity on cognitive functions during hypoxic conditions. Background: Possessing a mishap risk in aviation, acute hypobaric hypoxia has some negative effects on cognitive functions. Therefore, it is important to develop hypoxia tolerance to preserve the mental functions of pilots against possible hypoxic conditions during flight.</excerpt>', '<title>Human performance during exposure to toluene</title> <excerpt>Purpose: The purpose of this research was to examine the effects of inhalation of toluene on respiratory function and neuropsychological performance of humans. Methods: We exposed six healthy adults to 100 ppm toluene or air (control) for 6 h, in a double-blind, randomized fashion, with exposures separated by at least 14 d and including 30 min of exercise at a level that quadrupled minute ventilation. Blood and exhaled air toluene levels were measured before, during, immediately, and 1 and 2 h post- exposure.</excerpt>', '<title>Effects of mild hypoxia in aviation on mood and complex cognition</title> <excerpt>Thirty six volunteer air force personnel were sequentially exposed in a randomized balanced order in a hypobaric chamber to 30 min of baseline (sea level) and mild hypoxia induced by a specified altitude (sea level, 8000 ft and 12,000 ft), followed immediately by breathing 100% oxygen from an oro-nasal mask. Mood and complex cognition were assessed. Analysis of variance indicated that mood (fatigue and vigour) remained the same at 8000 ft but fatigue was increased (p = 0.001) and vigour reduced (p = 0.035) at 12,000 ft and was restored by supplementary oxygen.</excerpt>']"
28,19,28_Military personnel wellness,['Military personnel wellness'],"[""<title>Influence of attitude and expectation on moods and symptoms during cold weather military training</title> <excerpt>The present study examined the influence of the following: 1) air temperature, 2) day into training, 3) self rating of life stress, 4) rating of relative warmth in cold weather, and 5) expectation for liking cold weather training, on 59 soldiers' self-reports of illness and mood during 3 days of training in the cold (-18° to 0°C range). Mood was assessed on six domains of the Profile of Mood States rating scale, and symptoms of illness were assessed on 5 domains of the Environmental Symptoms Questionnaire. Multiple regression analyses showed that: 1) the most soliders expected to dislike the cold weather training, the more tense, depressed, angry, fatigued, and physically uncomfortable they were during training; 2) the more stress they perceived in their everyday lives, the more fatigued, confused, and physically uncomfortable they were during training; 3) as days into training increased the more fatigued and physically uncomfortable they became; and 4) due to appropriate clothing and training, ambient temperature was found to have no significant influence on the soldiers' moods and symptoms..</excerpt>"", '<title>Mood as a predictor of discharge from air force basic training</title> <excerpt>In order to determine the predictive validity of the Total Mood score, the Negative Mood Scale, and the Positive Mood Scale of the ST-Depression Adjective Check Lists (ST-DACL), the state version of lists C and D of the ST-DACL was administered on the second day of the Air Force basic training program to 229 newly enlisted Air Force recruits (men = 113; women = 116). Findings were that DACL total score yielded the best overall classification rate, the Positive Mood Scale was most related to predicting eventual discharge, and the Negative Mood Scale was best at predicting graduation..</excerpt>', ""<title>Reflexion about medical and psychological preparation of air force personnel; Considérations sur la préparation médico-psychologique des personnels de l'armée de l'Air</title> <excerpt>The medical and psychological preparation of personnel in the armed forces is designed to facilitate the adaptation of an individual, with all their singularities, to an environment with specific constraints. In an idealized flight operation that has become real thanks to the implementation of more and more sophisticated tools, Air Force personnel must deal with the dangers inherent in an aeronautical environment. These specific constraints (the decrease of atmospheric pressure, constraints related to the aircraft, equipment and mission) justify an adaptation of the current medical-psychological training in the armed forces.</excerpt>""]"
29,19,29_Pilot weather safety,['Pilot weather safety'],"['<title>A Two-Stage Model of Diversion Knowledge and Skills Highlights Where Pilot Factors Impact Safety-Related Outcomes</title> <excerpt>Objective: To assist stakeholders apply targeted safety strategies, we developed and tested a two-stage model of diversion knowledge and skills. Background: Understanding pilot factors in weather-related diversions is integral to reducing the phenomenon of visual flight rules flight into meteorological conditions. Method: Thirty-six general aviation pilots flew a cross-country flight in a Cessna 172 simulator where they encountered an ATC-directed diversion due to deteriorating weather.</excerpt>', '<title>General Aviation Weather Alerting: The Effectiveness of Different Visual and Tactile Display Characteristics in Supporting Weather-Related Decision Making</title> <excerpt>Objective: This research analyzed the effects of weather technology interface characteristics on the quality and timeliness of weather-related decision making via mental workload and situational awareness (SA) metrics using flight training devices (FTDs) and follow-up in-flight validation testing. Background: A significant number of fatal general aviation (GA) accidents are attributable to pilots flying into instrument meteorological conditions without the necessary certification for safe operation. Even when takeoff conditions are clear, they can degrade in flight.</excerpt>', '<title>Pilot behaviors in the face of adverse weather: A new look at an old problem</title> <excerpt>Introduction: Weather-related general aviation accidents remain one of the most significant causes for concern in aviation safety. Previous studies have typically compared accident and non-accident cases. In contrast, the current study does not concentrate on occurrence outcome.</excerpt>']"
30,18,30_Cognitive functions in air traffic control,['Cognitive functions in air traffic control'],"['<title>Human-automation teams and adaptable control for future air traffic management</title> <excerpt>The design and management of human-automation teams for future air traffic systems require an understanding of principles of cognitive systems engineering, allocation of function and team adaptation. The current article proposes a framework of human-automation team adaptable control that incorporates adaptable automation [Oppermann, R., Simm, H., 1994. Adaptability: user-initiated individualization.</excerpt>', '<title>Systems change in transport control: Applications of cognitive work analysis</title> <excerpt>Cognitive work analysis (CWA) is a comprehensive and in-depth framework for analyzing cognitive work. In recent years, the framework has received much attention in human factors research and particularly in aviation, air traffic control (ATC) and defense. This article presents the application of CWA in 2 industrial contexts-rail signaling and ATC.</excerpt>', '<title>Hybrid system model of air traffic controller cognition</title> <excerpt>Increased automation in air traffic control has many benefits, but to incorporate advanced automation tools safely and effectively requires careful analysis of their impact on human controllers. The literature on cognitive psychology and human factors has produced many qualitative models that describe the cognitive processes of controllers as well as a variety of computational models that attempt to reproduce the way controllers make decisions. The work presented here uses these results to form a novel hybrid system framework for modeling human cognition and describes a model of air traffic controller cognition based on this framework.</excerpt>']"
31,17,31_Human error in aviation,['Human error in aviation'],"['<title>Human error on the flight deck.</title> <excerpt>Despite terrorist bombs and structural failures, human error on the flight deck continues to account for the majority of aircraft accidents. The Royal Air Force (RAF) Institute of Aviation Medicine (IAM) has investigated the psychology of such error since the early 1970s, and to this end has used two principal techniques. The first has involved assisting in the official inquiries into both RAF and civil flying accidents, and the second has involved setting up a reporting system that permits any commercial pilot to report his own everyday errors, in complete confidence, to the RAF IAM.</excerpt>', '<title>Analysis on coupling dynamic effect of human errors in aviation safety</title> <excerpt>Human factors have increasingly been the leading cause of aircraft accidents. In most cases, human factors are not working alone, instead they are coupled with complex environment, mechanical factors, physiological and psychological factors of pilots, and organizational management, all of which form a complex aviation safety system. It is vital to investigate the coupling impact of human errors to avoid the occurrence of aviation accidents.</excerpt>', '<title>Human error perspectives in aviation</title> <excerpt>As aircraft have become more reliable, humans have played a progressively more important causal role in aviation accidents, resulting in the proliferation of human error frameworks and accident investigation schemes. To date, however, few efforts have been made to systematically organize these different approaches based on underlying theoretical similarities, and formalized methods for evaluating the utility of these multiple approaches have not been clearly defined. Many safety professionals, therefore, have been at a loss when choosing which error analysis and prevention approach to use within their organizations.</excerpt>']"
32,17,32_Pilot occupational stress,['Pilot occupational stress'],"['<title>Strengthening professional efficacy due to sustainable development of social and individual competences-Empirical research study among Polish and Slovak employees of the aviation sector</title> <excerpt>Nowadays, taking into account the multidimensionality of the external environment and necessity of the sustainable development of human resources, organizations are obliged to take more care of the psychological resources of their employees, eg, positive orientation, ego resilience, and emotional stability. Such resources affect how we cope with stress and a sense of threat. The authors of this paper focus on people employed in the aviation sector, who work in the hard-to-cope environment of full automation, demanding working conditions and numerous stressors.</excerpt>', '<title>The Moderating Role of Resilience in the Relationship Between Occupational Stressors and Psychological Distress Among Aviation Pilots in Pakistan</title> <excerpt>Background: Aviation is one of the most demanding professions, exposing pilots to persistent stressors such as fatigue, irregular schedules, and high safety responsibility. These conditions heighten vulnerability to depression, anxiety, and stress (DAS), yet the protective mechanisms mitigating such effects remain less well understood. Objective: This study examined the roles of resilience, coping strategies, and fatigue in predicting DAS among commercial airline pilots.</excerpt>', '<title>Occupational and psychosocial stress among commercial aviation pilots</title> <excerpt>The sources of occupational and domestic stress, together with life events and coping strategies, were assessed in terms of their influence on job dissatisfaction, mental health, and performance among a group of 442 commercial airline pilots. It was found that self-perceived poor performance was associated with job-related factors such as fatigue and anxiety about required courses, performance checks, and insufficient flying time, particularly among older pilots. Job dissatisfaction was predicted by lack of career opportunities, poor organizational climate and morale, and lack of autonomy at work, together with some domestic stressors (eg, family health).</excerpt>']"
33,17,33_Air Traffic Controller Performance,['Air Traffic Controller Performance'],"['<title>A Technical Device for Determining the Predispositions of Students—Air Traffic Controllers and Pilots during Multitasking Training</title> <excerpt>Featured Application: Authors are encouraged to provide a concise description of the specific application or a potential application of the work. This section is not mandatory. The specific professions of aviation personnel include the professions of the pilot and air traffic controller.</excerpt>', '<title>Psychological readiness of air traffic controllers for their job</title> <excerpt>This article highlights the importance of examining human factors in aviation, especially in air traffic control. It analyzes the factors affecting performance of air traffic controllers (ATC) and increase or decrease of security. The aim is to eliminate the risk factors affecting air traffic controllers in the working and the training phase..</excerpt>', '<title>Design of a competence-based assessment system for air traffic control training</title> <excerpt>Air traffic control (ATC) simulator and on-the-job training requires a valid and reliable assessment system. Competence-based assessment results in more effective learning processes and better founded pass-fail decisions, which may contribute to an increased output of competent controllers from training. At Air Traffic Control The Netherlands (LVNL) we designed an assessment system based on a newly defined set of competences.</excerpt>']"
34,17,34_Urban Air Mobility,['Urban Air Mobility'],"[""<title>Female United States air force pilot personality: The new right stuff</title> <excerpt>With increasing numbers of female military pilots, it is important to understand the psychological and psychiatric gender differences of pilots. Using the 'big five' personality structure (neuroticism, extraversion, openness to new experiences, agreeableness, and conscientiousness), female United States Air Force pilots were compared with both male Air Force pilots and to a female comparison group. Female Air Force pilots were higher on the Extraversion, Agreeableness, and Conscientiousness scales than male pilots.</excerpt>"", ""<title>Female United States Air Force (USAF) pilots: Themes, challenges, and possible solutions</title> <excerpt>Background: Identification of stresses of mixed-gender squadrons, attention to the psychological concerns of pilots in combat, and recognition of the difficulties of balancing a career and family are important in today's United States Air Force (USAF). What qualities are desirable in male and female pilots in combat situations, how do men and women view their career and family goals, and how do men and women work together in day-to-day squadron activities versus deployment and combat situations? Methods: A semi- structured clinical interview sought information about personal/family health, squadron relationships, and career/deployment stresses. The interview covered the effect of grounding for more than 30 d, motivation to fly, health decrements due to aircraft design, teamwork difficulties and blocks to success, career demands, combat and prisoner of war (POW) concerns, stress and coping styles, flying goals, and family/health concerns.</excerpt>"", '<title>The Technology Readiness and Acceptance Model as a Predictor of Pilots’ Willingness to Operate in UAM Integrated Airspace</title> <excerpt>Objective: This research study aimed to identify the factors influencing manned aircraft pilots’ willingness to operate in AAM/UAM integrated airspace using a hypothesized model grounded in the Technology Readiness Index (TRI) and Technology Acceptance Model (TAM). Background: Advanced Air Mobility (AAM) is the concept of using novel aircraft to transport cargo and passengers in and around regional and urban areas. Urban Air Mobility (UAM) is a subset of AAM.</excerpt>']"
35,16,35_Human factors in aviation safety,['Human factors in aviation safety'],"['<title>The psychologist and flying accidents</title> <excerpt>Flying accidents which are caused by human factors short-comings are an area of legitimate concern to the psychologist. This paper briefly reviews and assesses some of the ways in which psychologists have attempted to tackle the problems in terms of personality, skill, and environmental and domestic stress. It is suggested that the evidence is such as to suggest that it is not any single one, but the various possible combinations of these factors which are important..</excerpt>', '<title>After the Accident: Is There a Blame Bias Against the Airline?</title> <excerpt>Based on the deontological ethical perspective and concepts from blame psychology such as the defensive attribution hypothesis and culpable control, it is argued that people are predisposed to blame a transportation company when it is involved in an accident. This was tested in a scenario of an airline accident of uncertain cause, finding that respondents blamed the airline the most among a list of five blamable entities (pilots, mechanics-maintenance-inspectors, the weather, ground crew-air traffic control, and airline). Additionally, based on the virtue theory of ethics and the moral character perspective of blame psychology, it was hypothesized that manipulation of the virtue of the airline (mercenary versus altruistic) would result in less blame assigned to the altruistic airline in a quasi-experiment where the other factor was outcome of the accident (safe landing with a few injuries versus crash with many fatalities).</excerpt>', ""<title>The impact of life events on pilots: An extension of Alkov's approach</title> <excerpt>Recent psychological thinking has expressed dissatisfaction with life events/life changes research. The cornerstone of such research in aviation studies is the work of Alkov. We adapted Alkov's approach and used it to see if we could extend our understanding of the mechanisms involved in the life events/accident and incident relationship.</excerpt>""]"
36,16,36_Alcohol Use in Aviation,['Alcohol Use in Aviation'],"['<title>Professional Pilots’ Views of Alcohol Use in Aviation and the Effectiveness of Employee-Assistance Programs</title> <excerpt>Pilots holding the Airline Transport Pilot certificate were surveyed about the seriousness of the alcohol problem in various areas of aviation and about the importance of a number of possible reasons why a pilot might drink and fly. They also rated a number of actions in terms of their potential effectiveness for reducing inappropriate alcohol use, and they evaluated a number of characteristics of employee-assistance programs. Respondents judged employee-assistance programs to be the best way to reduce problem drinking.</excerpt>', '<title>Drinking and flying: A structural model</title> <excerpt>Background: Under a recent revision of the European Joint Aviation Authorities operations regulations it has been prohibited to act as a crew member of an aircraft with a BAC of greater than 0.02%. Methods: This survey of UK Civil Aviation Authority pilots suggests that over 50% of respondents may have flown an aircraft with a BAC of greater than this prescribed amount. Results: Professional pilots were found to be heavier drinkers than private pilots and were also more likely to infringe the 0.02% BAC rule.</excerpt>', '<title>Effects of Low Blood Alcohol Levels On Pilots’ Prioritization of Tasks During a Radio Navigation Task</title> <excerpt>Eight pilots flew a specified cross-country route using radio navigation in a flight simulator with simulated air traffic control. Four of the pilots flew with a low blood alcohol level (BAL; mean BAL = 20.63 mg%). Pilots’ performance was compared in terms of flying performance, navigation, and radio communication.</excerpt>']"
37,15,37_Situation Awareness Training,['Situation Awareness Training'],"[""<title>FASA: Development and validation of a novel measure to assess the effectiveness of commercial airline pilot situation awareness training</title> <excerpt>The present study took a novel approach to the assessment of a commercial airline pilot Situation Awareness (SA) training programme. The Factors Affecting Situation Awareness (FASA) questionnaire was developed to provide a more diagnostic measure of aircrews' acquisition and maintenance of SA. Thirty-two aircrew participants took part in this study; half received standard Line-Oriented Flight Training (LOFT) and half received bespoke SA training.</excerpt>"", '<title>A Survey of Situation Awareness Requirements in Air-to-Air Combat Fighters</title> <excerpt>The situation awareness (SA) requirements of air-to-air fighter pilots were assessed through aseries of analyses, including (a) unstructured interviews, (b) goal-directed task analysis, and (c) structured questionnaires administered to experienced pilot subjects. The resultant requirements and information on the relative priority among elements are presented along with a methodology for determining SA requirements in various systems. Limitations of the study and implications for cockpit design are discussed.</excerpt>', ""<title>Evaluation of computer-based situation awareness training for general aviation pilots</title> <excerpt>This article describes the evaluation of 6 different computer-based training modules created to teach skills that underlie the development and maintenance of situation awareness, a competency shown to be critical in pilot decision-making performance. The modules targeted basic skills training for low-time pilots (checklist completion, air traffic control comprehension, psychomotor skills) as well as training on higher order cognitive skills (attention sharing, contingency planning) and intensive preflight planning. Overall, the training modules improved participants' performance on these targeted skills.</excerpt>""]"
38,15,38_Cardiovascular health assessment,['Cardiovascular health assessment'],"['<title>Cardiovascular changes at work: Relation with some individual risk factors</title> <excerpt>Heart rate (HR) acceleration during work which is accepted as a main cardiovascular response to stress could be influenced not only by the work itself but also by some behavioural variables. The purpose of this study was to investigate the effect of several individual characteristics (age, body mass index, arterial blood pressure, Vo2max, leisure time physical activity, Type A behavior and neuroticism) on HR reactivity during work and rest. Sixty-nine male subjects practising several occupations (air traffic controllers, railway station controllers, managers, chemical operators, etc.) participated in the study.</excerpt>', '<title>Long-term predictive models of risk factors for early chronic kidney disease: A longitudinal study</title> <excerpt>Background: The high incidence and prevalence of chronic kidney disease (CKD) in Taiwan have produced tremendous burdens on health care resources. The work environment of air force special operations personnel engenders high psychological stress, and the resulting increased blood pressure can lead to glomerular hypertension and accelerated glomerular injury in the long term. The aim of the study was to establish the predictive models to define the predictors of CKD.</excerpt>', '<title>Cardiovascular reactivity to work stress predicts subsequent onset of hypertension: The air traffic controller health change study</title> <excerpt>Objective: The hypothesis that increased blood pressure reactivity to stress is an early risk marker of hypertension was tested in a 1994 follow-up of the 1974 to 1978 Air Traffic Controller Health Change Study sample. Methods: Assessments in 1974 to 1978 included physical examinations and recordings (every 20 minutes for 5 hours) of both workload (planes within controller airspace) and blood pressure reactivity. Individual differences in reactivity were used to predict 1994 self-report of ever having been told by a physician to take antihypertensive medication, assessed in a telephone survey of 218 respondents who were normotensive or stage 1 hypertensive in 1974 to 1978.</excerpt>']"
39,14,39_Pilot Risk Perception,['Pilot Risk Perception'],"[""<title>Risk perception among general aviation pilots</title> <excerpt>Two measures of pilot risk perception are described. One measure assessed pilots' perception of the level of risk experienced by other, fictional, pilots, and the second measure assessed the pilots' perceptions of the level of risk they would experience if they were personally involved in a set of scenarios. Analyses are reported for factor scores derived from the 2 measures.</excerpt>"", '<title>Development and Validation of a General Aviation Risk Perception Scale</title> <excerpt>The aim of this study was to develop a psychometric tool for measuring pilot perceptions of risk, with a focus on risk in general aviation (GA) flying. Unlike other objective protocols that pilots adhere to (eg, checklists), assessing and responding to risk is a subjective task, making it challenging to evaluate. Previous research has developed scales that are either too generalized or have poor psychometric properties (ie, reliability and validity).</excerpt>', '<title>Human risk factors associated with pilots in runway excursions</title> <excerpt>A breakdown analysis of civil aviation accidents worldwide indicates that the occurrence of runway excursions represents the largest portion among all aviation occurrence categories. This study examines the human risk factors associated with pilots in runway excursions, by applying a SHELLO model to categorize the human risk factors and to evaluate the importance based on the opinions of 145 airline pilots. This study integrates aviation management level expert opinions on relative weighting and improvement-achievability in order to develop four kinds of priority risk management strategies for airline pilots to reduce runway excursions.</excerpt>']"
40,14,40_Circadian rhythms effects,['Circadian rhythms effects'],"['<title>Circadian rhythms and fatigue: A discrimination of their effects on performance</title> <excerpt>Different effects between circadian rhythms and fatigue have been discriminated. The discrimination was based on human performance changes. It was shown that such changes, not related to loss of sleep, are more easily attributable to either circadian rhythm or fatigue effects.</excerpt>', ""<title>Significance of circadian rhythms for aviation and space operations</title> <excerpt>Operational requirements in the aerospace environment interfere with the circadian system more frequently than in other fields of human activity. Conflicts can principally arise in several ways: when duty has to be performed as night- or shiftwork, when phase shifts in the environmental timing system occur, when the time cues in the environment change their frequency or intensity, and when they completely disappear. All these sources of interference have in common that they cause disparity between the internal 'body time' and the external time of the environment.</excerpt>"", '<title>Part three: Circadian rhythms and activity-rest cycle under different CO2 concentrations</title> <excerpt>Background: During manned space missions, the actual concentration of carbon dioxide (CO<inf>2</inf>) is frequently elevated to a degree that may affect human functioning and productivity. Therefore, a ground-based international study was performed that tested various psychological and physiological functions under the condition of two different levels of CO<inf>2</inf>. Thus, a specific experiment aimed at the influence of enhanced CO<inf>2</inf>-concentrations on the sleep-wake cycle and the circadian system.</excerpt>']"
41,14,41_Psychological effects of isolation,['Psychological effects of isolation'],"['<title>Team Effectiveness and Person-Environment Adaptation in an Analog Lunar Habitat</title> <excerpt>BACKGROUND: Maintaining psychologically adaptive relationships among team members operating in an isolated, confined, and extreme (ice) environment for an extended period continues to be a challenge, with relevance for long-duration missions to the Moon and beyond. METHODS: two male architects were studied who lived and worked over a 60-d period in a polar ice environment in a lunar analog habitat they designed and helped construct. Psychological measures were completed at different points of the mission, including a post-mission debriefing interview.</excerpt>', '<title>Psychological selection of antarctic personnel: The ""SOAP"" instrument</title> <excerpt>Introduction: The potential advantage of including a psychological test battery in the selection process for service in the Antarctic was examined in 348 applicants for employment in Antarctica with the British Antarctic Survey (BAS). Methods: Applicants were screened with the Selection of Antarctic Personnel battery (SOAP) consisting of nine well-known psychological instruments. The SOAP scores were not revealed to the BAS selection panel members, who based the selection on operational criteria, interview, and a general medical examination.</excerpt>', '<title>Psychological Adaptation in a Mixed Sex and Ability Team During a Ski Expedition to the South Pole</title> <excerpt>INTRODUCTION: expeditions in remote locations are becoming increasingly commonplace. as the composition of teams change, understanding team dynamics is important to inform subsequent expeditions in challenging environments. METHODS: eight individuals (five men, three women; five military, three civilians) completed a ski expedition from the Ronne ice shelf to the south Pole over 47 d.</excerpt>']"
42,14,42_Flight-induced stress,['Flight-induced stress'],"['<title>Urinary catecholamine responses in F-15 pilots: Evaluation of the stress induced by long-distance flights</title> <excerpt>Included in the Cooperative Cope Thunder exercises from Japan to Alaska is one of the longest distance flight missions carried out by Japan Air-Self Defense Force F-15 pilots. The magnitude of the flight stress of these pilots is considered to be quite high. The purpose of this study was to evaluate the flight stress induced by the long-distance flights.</excerpt>', '<title>Catecholamine excretion in T 37 flight training</title> <excerpt>Catecholamine excretion was determined for eight USAF student pilots during three basal and four T-37 training conditions. When viewed as the dependent variable, catecholamine excretion patterns support the conclusion that the Basic Cockpit Training Emergency Procedures unit was not stressful. The remaining lesson units, including Power-on-Stall and Spin-Recovery, First Solo, and Instrument Check lesson units, resulted in a pronounced stress response.</excerpt>', '<title>Catecholamine excretion in A-10 pilots</title> <excerpt>Catecholamine excretion was determined for 15 USAF pilots during surface attack training in the A-10 aircraft. Timed urine samples were used to determine excretion rates of epinephrine and norepinephrine during basal conditions, during five sorties performed in high-realism simulators, and during six actual flights. Catecholamine excretion was significantly elevated (p<0.05) over basal rates during all 11 training sorties; therefore, it was concluded that A-10 conversion and surface attack training results in a significant stress response in the subjects.</excerpt>']"
43,14,43_Air Traffic Conflict Detection,['Air Traffic Conflict Detection'],"['<title>Hierarchical conflict detection in air traffic control</title> <excerpt>Experienced air traffic controllers and naïve college students participated in 2 experiments we conducted to test a hypothesis that controllers evaluate potential conflicts between aircraft in a hierarchical manner, comparing altitudes first for vertical separation, then extrapolating aircraft trajectories for lateral separation, and finally performing speed-distance computations for longitudinal separation. The results clearly support the hypothesis and imply that controller workload in terms of time pressure could be determined by momentary conflict geometries between aircraft pairs in a sector. Similarity of results between the groups has implications on both our understanding of controller expertise and on experimental research on air traffic control-related issues.</excerpt>', ""<title>Conflict Resolution Maneuvers in Air Traffic Control: Investigation of Operational Data</title> <excerpt>Little is known about air traffic controllers' preferred maneuvers to resolve conflicts between pairs of aircraft, despite the topic's importance of to the planned NextGen system. We analyzed 256 cases of conflict resolution maneuvering from radar track data from 5 U.S. air traffic control centers.</excerpt>"", '<title>Air traffic controller performance and workload under mature free flight: Conflict detection and resolution of aircraft self-separation</title> <excerpt>The effects of conflict detection and self-separating aircraft resolution on the mental workload and performance of en-route air traffic controllers were examined. An air traffic control simulator was used to manipulate traffic loads and traffic complexity. A mature stage of free flight was simulated by having controllers monitor self-separating aircraft.</excerpt>']"
44,14,44_Psychological effects of war,['Psychological effects of war'],"['<title>Sun exposure knowledge and practices survey of maintenance squadrons at travis AFB</title> <excerpt>Recent literature has shown that the incidence of melanoma skin cancer is significantly higher in the U.S. military than for civilians and is higher in the U.S. Air Force than other military branches.</excerpt>', '<title>Coping and recovery styles in the vietnam era prisoner of war</title> <excerpt>Of the nearly 600 Vietnam War American prisoners of war (POWs), 332 were United States Air Force flyers who had suffered maltreatment, confinement, and boredom for months to years. We examined four coping styles of USAF POWs related to successful/ unsuccessful coping and resistance stance during captivity and cognitive integration of the prisoner experience after repatriation. Findings indicate that no coping style is clearly associated with an increased risk of postrepatriation psychiatric morbidity.</excerpt>', ""<title>Impact of Combat Deployment on Psychological and Relationship Health: A Longitudinal Study</title> <excerpt>Although previous research has indicated an elevated prevalence of posttraumatic stress disorder (PTSD) and other mental health problems among veterans of Operations Iraqi Freedom and Enduring Freedom following deployment, most of this research has been cross-sectional and has focused on a limited range of military groups and outcome criteria. This investigation was a longitudinal study of U.S. Air Force security forces assigned to a year-long high-threat ground mission in Iraq to determine the degree to which airmen's emotional and behavioral health and committed relationships were adversely impacted by an extended deployment to a warzone.</excerpt>""]"
45,13,45_Aircraft Maintenance Skills,['Aircraft Maintenance Skills'],"['<title>Cognition and Habit Alterations of Maintenance Crew in A-Checks for New-Generation Aircraft: The A350XWB</title> <excerpt>Background: Airlines should ensure reliable maintenance support for aircraft operations, especially when introducing new aircraft types. To realize alternations in technicians’ cognition and habit in executing routine checks is vital to identify and set training principles during starting stages of type changes. Method: This study compiled possible alterations for A350XWB maintenance from senior practitioners and then conducted a comprehensive survey of China Airlines A-check crew members.</excerpt>', '<title>Evaluating the effects of virtual training in an aircraft maintenance task</title> <excerpt>To provide the public with continuing, safe, and reliable air transportation it is important to have a sound aircraft inspection and maintenance system. To ensure that aircraft maintenance inspectors are adequately trained, it is essential to develop a comprehensive understanding of the task of aircraft maintenance inspection. One proven technique for improving inspection performance is the use of training.</excerpt>', '<title>Hybrid Human Error Assessment Approach for Critical Aircraft Maintenance Practice in the Training Aircraft</title> <excerpt>Objective: In this study, a hybrid human error assessment (HHEA) approach is proposed to determine the probability of aircraft maintenance technician (AMT) error occurring during aircraft repair. Background: The human error assessment and reduction technique (HEART) is the first-generation empirical human reliability analysis (HRA) approach. Although this technique is used in several industries, AMTs’ errors have not been assessed with HEART and interactions of error-producing conditions (EPCs) have not been considered in calculating the probability of AMTs’ errors.</excerpt>']"
46,13,46_Psychological effects of aviation accidents,['Psychological effects of aviation accidents'],"['<title>Anniversary reactions in military aviators</title> <excerpt>The anniversary reaction is a timed, specific, psychological response arising on an anniversary of a psychologically significant experience which the individual attempts to master through reliving, rather than remembering. An individual response to anniversary stress may emerge in symptom formation, in dreams, in associations, or through behavior..</excerpt>', '<title>Community psychological effects following a non-fatal aircraft accident</title> <excerpt>Following a non-fatal military aircraft accident, two of the authors interviewed the crewmen involved in the accident, their spouses, fellow squadron members and their spouses, and individuals from the fire crew and control tower on duty during the accident. A total of 37 respondents completed questionnaires which reported the presence of intrusive, avoidant, depressive/anxious, and post-traumatic stress symptoms. Spouses reported more symptoms after the accident than their flying husbands.</excerpt>', '<title>PTSD reactions and coping responses of American Airlines flight attendants who were former employees of Trans World Airlines: Further support of a psychological contagion effect</title> <excerpt>Previous findings comparing the psychological reactions and functional coping of East Coast- and West Coast-based American Airlines (AA) flight attendants after the attacks on September 11 provide support for a psychological contagion phenomenon (Lating, Sherman, Lowry, Everly, & Peragine, 2004). The purpose of this investigation was to expand these results by creating an additional comparison group consisting of current AA flight attendants not working on either the East Coast or the West Coast and who were also previously working for Trans World Airlines (TWA) before AA took over operating authority in April 2001. As predicted, the results revealed that the rate of probable posttraumatic stress disorder for the former TWA flight attendants (15.1%) was not significantly different from the East Coast and the West Coast AA flight attendants.</excerpt>']"
47,12,47_Nursing in aerospace,['Nursing in aerospace'],"['<title>The aggressive ward visitor: a critical incident analysis.</title> <excerpt>Since its conception by the aviation psychologist Flanagan the critical incident technique has been used in nursing studies to investigate many aspects of nursing practice. While its use as a nursing research tool and a classroom teaching aid have been discussed, little has been written on the use of the technique for individual reflection for those doing post-registration courses. In this paper, the author discusses her personal reflections following a critical incident and the need for the technique to be refined.</excerpt>', '<title>Care in the air: Bringing the wounded closer to home</title> <excerpt>Aeromedical evacuation (AE) is a system within the Air Force to provide patient care in the air during transport between levels of care. The system predominantly uses guard and reserve flight crew members who are arranged into rotations. However, when a need arises because of heavy influx of sick and wounded, the activation of crew members comes with short notice.</excerpt>', '<title>Experiences and perceptions of nurses and air ambulance service providers in carrying out aeromedical evacuations in Indonesia: A qualitative research</title> <excerpt>Background: Basic non-military flight nurse training is essential for enhancing nurses’ competency in conducting aeromedical evacuations. Trained nurses possessing flight nurse proficiency are indispensable for ensuring stable patient conditions amidst the unique physical, physiological, and psychological challenges encountered during flights. Objective: This study aimed to describe the experiences and perceptions of nurses and air ambulance service providers regarding aeromedical evacuations.</excerpt>']"
