Topic,Count,Name,Representation,Representative_Docs
61,11,61_warning_perceived urgency_auditory warning_flight deck warnings,"['warning', 'perceived urgency', 'auditory warning', 'flight deck warnings', 'auditory warning signals', 'auditory warnings', 'auditory alerts', 'audiovisual conflict', 'alerting cue', 'warnings cockpit']","['<title>Multimodal Information Presentation in Support of NextGen Operations</title> <excerpt>Objective: This study examined the effectiveness of visual, auditory, tactile, and redundant auditory-visual information presentation in the context of a medium-fidelity ‘Next Generation Air Transportation System’ (NextGen) flight simulation. Background: Data overload, especially in the visual channel, and associated breakdowns in monitoring represent a major challenge in aviation. These problems are expected to worsen with NextGen, which will require pilots to manage increased amounts of data and adopt new responsibilities.</excerpt>', '<title>Synthesized warning messages: effects of an alerting cue in single- and multiple-function voice synthesis systems</title> <excerpt>The present study examined the effectiveness of preceding synthesized voice warning messages with an alerting cue as a function of the amount of information presented by the voice synthesizer and the workload level in the primary task. Subjects performed a simplified air traffic control task in which they were required to monitor two visual displays and to enter commands via a standard keyboard. Emergency messages were always presented by phoneme-based synthesized speech.</excerpt>', ""<title>Auditory alerts: An intelligent alert presentation system for civil aircraft</title> <excerpt>The principal role of the auditory interface on civil aircraft is to inform pilots of dangerous or potentially dangerous system states. Efficient alerts provide information that is uniquely identifiable with one aspect of the aircraft's behavior and do not form a nuisance by being too intrusive and overly persistent. It is known that excessive auditory alert intensity can impair human performance; however, simply lowering alert intensity is not sufficient because there is a need to ensure detection and safety are not compromised.</excerpt>"", '<title>Failure to detect critical auditory alerts in the cockpit: Evidence for inattentional deafness</title> <excerpt>Objective: The aim of this study was to test whether inattentional deafness to critical alarms would be observed in a simulated cockpit. Background: The inability of pilots to detect unexpected changes in their auditory environment (eg, alarms) is a major safety problem in aeronautics. In aviation, the lack of response to alarms is usually not attributed to attentional limitations, but rather to pilots choosing to ignore such warnings due to decision biases, hearing issues, or conscious risk taking.</excerpt>', '<title>Multisensory Cues for Encoding Urgency of System Hazards: Effect of Operator Experience on Perceived Urgency</title> <excerpt>Objective: This study evaluated sonification and tactification for encoding urgency of system health status presented in the ground control station (GCS) visual interface of an unmanned aircraft system (UAS), and the observer’s perception of urgency. Background: The barrage of data in the GCS visual interface has the potential to isolate the operator from detecting system hazards that threatens the ability of the operator to operate the UAS effectively. Method: The pitch of the UAS’s engine revolutions per minute was mapped to a sonification, and excessive attitude upset of the UAS was mapped to a tactification in order to present a continuous awareness of the system’s health without being invasive and obtrusive.</excerpt>']"
62,11,62_female flight attendants_female flight_flight attendants_sexual harassment,"['female flight attendants', 'female flight', 'flight attendants', 'sexual harassment', 'women flight attendants', 'women flight', 'health female', 'female nurses', 'international female flight', 'haul international female']","['<title>Work, Gender, and Sexual Harassment on the Frontlines of Commercial Travel: A Cross-Sectional Study of Flight Crew Well-Being</title> <excerpt>Background: The scale and scope of experience of sexual harassment at work among male and female flight attendants was examined. Flight attendants are a predominantly female workforce with an occupational heritage of female and male sexualized stereotypes. Method: Data represented perception and prevalence of sexual harassment related to hostile work environment among 8,700 North American (U.S.</excerpt>', '<title>Self perceived health and mental health among women flight attendants</title> <excerpt>Aims: The authors investigated associations of work related risk factors with self perceived health as less than ""good"" and psychological distress among Italian women flight attendants. Methods: The authors conducted a cross sectional survey on health and mental health among 1955 former and current flight attendants, using a postal questionnaire. Results: More current than former flight attendants reported self perceived health as fair to poor and psychological distress measured as a GHQ-12 score of six or more.</excerpt>', '<title>Lifestyle, harassment at work and self-assessed health of female flight attendants, nurses and teachers</title> <excerpt>Health-related lifestyle, harassment at work, and self-assessed health of female flight attendants in comparison to that of female nurses and female primary school teachers were surveyed. A higher proportion of flight attendants than nurses or teachers were smokers, 26% vs 15% and 17% respectively; and consumed alcohol at least once a week, 40% vs 21% and 16%. Repeated sexual harassment at work was more common among the flight attendants, 31% vs 8% and 4%; whereas bullying, physical violence and threats were less prevalent among the flight attendants (12%) than among nurses (19%).</excerpt>', '<title>Integrating qualitative methods into occupational health research: A study of women flight attendants</title> <excerpt>Aims: To identify possible work related sources of psychosocial stress in order to develop pertinent questionnaire items for a cross-sectional health survey of 3000 Italian women flight attendants, and to solicit suggestions on improving survey participation. Methods: Qualitative study in which 26 current and former women flight attendants participated: three focus groups of 6-7 participants each and six in-depth individual interviews. The session themes included positive and negative aspects of the job; relationships with colleagues, superiors, and passengers; perception of occupational risk for serious diseases; compatibility of work and family; and experiences of work related sources of stress and their effect on health.</excerpt>', ""<title>Token majority: The work attitudes of male flight attendants</title> <excerpt>This study examined the work experiences of men, a traditional workplace majority, as minority members of a female-dominated occupation. We used tokenism and social categorization theories to propose and test a set of hypotheses that link token status (a less than 15% minority) with male flight attendants' work attitudes through intervening psychological and job factors. Survey data from a sample of 236 male and female flight attendants supported a model in which a negative relationship between token status and the work attitudes of job satisfaction and organizational attachment was mediated by low self-esteem, increased role ambiguity, and poor job fit.</excerpt>""]"
63,10,63_airsickness_motion sickness_symptoms motion sickness_autogenic feedback training,"['airsickness', 'motion sickness', 'symptoms motion sickness', 'autogenic feedback training', 'behavioral airsickness', 'recurrent airsickness', 'symptoms optokinetic drum', 'airsickness management', 'optokinetic drum', 'sopite symptoms optokinetic']","['<title>Biofeedback rehabilitation of airsick aircrew</title> <excerpt>The biofeedback treatment of 20 aircrew, disabled by chronic severe airsickness, is reported. The USAF School of Aerospace Medicine (SAM) Airsick Rehabilitation Program requires careful selection to insure high motivation and thorough medical screening to rule out intercurrent medically disqualifying conditions. Patients are trained in relaxation techniques and placed in a modified Barany chair, capable of tilting as well as rotating.</excerpt>', ""<title>Sopite symptoms in the optokinetic drum</title> <excerpt>Introduction: Sopite syndrome is a disturbance caused by motion characterized by drowsiness and mood changes that may occur without the classic symptoms of motion sickness. Because sopite symptoms are often subtle, it is important to assess for their presence, and to distinguish true sopite symptoms from changes in mood and drowsiness that are due to non-motion related factors such as fatigue and boredom. We compared sopite symptoms in the optokinetic drum (OKD) with symptoms in a control condition in which the drum's motion cues were removed.</excerpt>"", '<title>Autogenic feedback training exercise: A treatment for airsickness in military pilots</title> <excerpt>In this article, we present physiological data from 2 male pilots who completed a 6-hr training program for control of motion sickness at National Aeronautic and Space Administration Ames Research Center. The program consisted of an Autogenic Feedback Training Exercise in which research participants learn through operant conditioning techniques to regulate several physiological responses to suppress their symptoms. We evaluated training progress during rotating-chair motion sickness tests.</excerpt>', '<title>Behavioral airsickness management program for student pilots</title> <excerpt>The management of recurrent airsickness in student pilots has traditionally involved positive reinforcement of motivation and limited use of medication. The Behavioral Airsickness Management (BAM) program seeks to establish an effective behavioral and cognitive intervention format for managing airsickness symptoms. There were 37 student pilots experiencing recurrent airsickness who were exposed to an assessment and rehabilitation program designed to develop diaphragmatic breathing skills while rapidly reducing physiological tension via cue-evoked relaxation strategies.</excerpt>', '<title>The effect of autogenic training and biofeedback on motion sickness tolerance</title> <excerpt>Background: Motion sickness is characterized by symptoms of vomiting, drowsiness, fatigue and idiosyncratic changes in autonomic nervous system (ANS) responses such as heart rate (HR) and skin temperature (ST). Previous studies found that symptoms of motion sickness are controllable through self- regulation of ANS responses and the best method to teach such control is autogenic-feedback (biofeedback) training. Recent experiments indicated that biofeedback training is ineffective in reducing symptoms of motion sickness or in increasing tolerance to motion.</excerpt>']"
64,10,64_risk taking_risk taking behavior_psychological risk elements_risky pilots,"['risk taking', 'risk taking behavior', 'psychological risk elements', 'risky pilots', 'pilots risk', 'change risk taking', 'risk risky flight', 'risk risky', 'behavior background risk', 'risky flight behavior']","['<title>The effect of psychological risk elements on pilot flight operational performance</title> <excerpt>This study aims to examine the relationship between psychological risk elements and flight operation performance for airline pilots. First, the concept of “risky pilots” is discussed, and the existence of “risky pilots” is verified using a percentage analysis of flight exceedance events. Second, three psychological risk elements for pilots are investigated using an implementation of psychological scales, and the exceedance behaviors of risky pilots are analyzed based on real flight data.</excerpt>', '<title>Anchoring as a Mechanism for Modifying Risk-Taking Behavior in Military Aviation</title> <excerpt>This study explores the possibility of using anchoring biases to change the risk-taking behavior assessed by the Balloon Analogue Risk Task (BART). The study involved 90 military aviators who participated in a United Nations-led peacekeeping mission. We used an experimental design in which participants performed BART tasks distributed differently in the experimental groups to change the risk-taking behavior.</excerpt>', '<title>Predicting honest behavior based on Eysenck personality traits and gender: an explainable machine learning study using SHAP analysis</title> <excerpt>Introduction: This study bridges a critical gap in aviation safety research by examining how Eysenck personality traits (Neuroticism, Psychoticism, Extraversion) and gender predict dishonest behavior in high-risk aviation contexts. While prior studies have focused on the Big Five and HEXACO models in ethical decision-making, empirical applications of the Eysenck framework to honesty prediction remain scarce-particularly in aviation, where dishonest acts (eg, underreporting safety incidents) carry severe public safety consequences. Methods: We collected behavioral data from 102 flight and air traffic control cadets using a coin-toss task.</excerpt>', '<title>Can we predict risk-taking behavior? Two behavioral tests for predicting guessing tendencies in a multiple-choice test</title> <excerpt>Objective behavioral personality measures are an alternative to traditional self-report personality assessment and overcome some of the difficulties traditional assessment has. This paper presents two studies to validate two measures of risk propensity. In Study 1, 1,325 applicants for an ab initio air-traffic control training program were assessed using the Roulette Test (RT) and the Crossing the Street Test (CtST).</excerpt>', '<title>Risk-taking Propensity: A Comparison between Pilots and Members of the General Population</title> <excerpt>Objective: The aim of this research was to understand risk, predictors of risk, and for pilots the relationship between personality as determined by the risk prediction scales and flight performance. Background: Risk-taking is a topic that draws attention because of its link with the causation of injury. In the literature, there are a large number of papers linking personality traits to self-reported risk-taking, in addition to theoretical commentaries.</excerpt>']"
65,10,65_aviation psychology_international journal aviation_symposium aviation psychology_symposium aviation,"['aviation psychology', 'international journal aviation', 'symposium aviation psychology', 'symposium aviation', 'journal aviation psychology', 'journal aviation', 'selected papers international', 'international symposium aviation', 'shape aviation psychology', 'papers international symposium']","['<title>Aviation psychology: Development stage in science and education</title> <excerpt>Introduction. Aviation psychology is a sphere of psychology that makes a significant contribution to ensuring aviation safety. The changes taking place at different levels of aviation psychology methodology require prompt reflection and critical assessment for prognostication of its further development.</excerpt>', '<title>Innovations in training: The New Aviation Scientist--Psychologist and Engineer</title> <excerpt>Notes that meaningful research in applied experimental psychology is often conducted as an interdisciplinary effort. This approach is especially prevalent in aviation because particular consideration must be given to human capabilities and limitations in the aircraft system design process. This article describes the Aviation Research Laboratory at the Institute of Aviation of the University of Illinois, which provides a unique environment for graduate training in aviation research.</excerpt>', '<title>The shape of aviation psychology: A review of articles published in the first 5 years of The International Journal of Aviation Psychology</title> <excerpt>The International Journal of Aviation Psychology became the first journal devoted solely to aviation psychology with the appearance of its first issue in 1991. In the first 5 years (1991-1995 inclusive), 20 issues containing 104 articles have been published. This study was designed to illuminate the nature of aviation psychology by an examination of the material published in its flagship journal.</excerpt>', ""<title>The shape of aviation psychology II: Inspiration and continuation</title> <excerpt>The present study follows that undertaken by O'Hare and Lawrence (2000) that reviewed 104 articles published in The International Journal of Aviation Psychology (IJAP) for the period from 1991 to 1995 (inclusive). Utilizing the same methodology, continuity and change were traced in the 112 articles published during 1996 to 2000 (inclusive) on the dimensions examined in the inaugural review. It was noted that IJAP articles remain characterized by experimental methods in realistic settings using operational personnel as participants, and the analysis of variance as the primary method of analysis.</excerpt>"", '<title>Aviation</title> <excerpt>Although the psychology of aviation comprises the selection, training, and maintenance of personnel (pilot, crew, and ground staff) and the care and education of passengers, the main body of the literature has dealt almost entirely with (1) physiological and psychological effects (immediate and cumulative) of flight and the flying environment, and (2) the selection of pilots. This review and bibliography of 92 items excludes the recent work under the auspices of the Committee on Selection and Training of Aircraft Pilots of the National Research Council and some 534 less important references which will be published later. (PsycINFO Database Record (c) 2006 APA, all rights reserved).</excerpt>']"
66,10,66_ethical_graduate students_american psychological association_ethical dilemma,"['ethical', 'graduate students', 'american psychological association', 'ethical dilemma', 'graduate students personal', 'psychologists', 'ethical dilemmas', 'problems professional', 'dilemmas', 'ethical concerns']","['<title>Psychologists and interrogations: Ethical dilemmas in times of war</title> <excerpt>In recent years, ethical concerns have emerged among psychologists, psychiatrists, and physicians about interrogating inmates detained at U.S. military prison camps, such as Guantanamo Bay, or consulting on such interrogations. These concerns have escalated to levels necessitating the three major associations-the American Psychological Association, the American Psychiatric Association, and the American Medical Association-to formulate position statements on these issues.</excerpt>', '<title>Ethical considerations when working with older adults in psychology</title> <excerpt>The growing number of older adults in America will result in an increasing demand for psychotherapists familiar with their psychological needs. To treat this population in an ethical manner, practitioners need to be aware of the unique characteristics of the aging process, especially in regards to age-related vulnerabilities, such as cognitive decline. Unfortunately, recent research has shown that those currently in practice do not have sufficient knowledge of the aging process and age specific issues of older adults.</excerpt>', ""<title>Challenges in addressing graduate student impairment in academic professional psychology programs</title> <excerpt>Given the prevalence of emotional and psychological problems among professional psychologists, a primary concern to the field is impairment, or problems of professional competence. Graduate students, in particular, are an especially vulnerable subpopulation of mental health care professionals. Despite graduate students' heightened risk of impairment, relatively little attention has been paid in the literature to the handling of impairment in graduate students in academic training programs.</excerpt>"", '<title>""MySpace"" or yours? The ethical dilemma of graduate students\' personal lives on the internet</title> <excerpt>The booming popularity of the Internet, and particularly increasing use of personal Web sites, social networking sites, and blogging, raises questions regarding the ethical use of psychology graduate students\' personal online information for academic purposes. Given rising controversies such as use of such information to screen applicants, I refer to the principles and standards of the Ethics Code of the American Psychological Association (2002) to examine ethical concerns associated with graduate students\' personal information on the Internet, namely, the protection of privacy, use of informed consent, consideration of autonomy, and implications for students\' clinical work. Finally, I make several recommendations for graduate training faculty and graduate students as they consider placing and using information on and from the Internet.</excerpt>', ""<title>Discriminatory referrals: Uncovering a potential ethical dilemma facing practitioners</title> <excerpt>An ethical dilemma exists regarding client referral. Standards 2.01(b) (Boundaries of Competence) and 3.01 (Unfair Discrimination) of the American Psychological Association's Ethical Principles of Psychologists Code of Conduct provide psychologists with contradictory reasons to take possibly conflicting and incompatible courses of action when considering whether to refer a client. The professional literature that has explored the benefits of referring clients when the psychologist does not believe that he or she is able to work with the client's presenting concern, however, has failed to examine the times in which referring may not be appropriate and, more specifically, may be an act of discrimination.</excerpt>""]"
67,10,67_psychological capital_positive psychological capital_work engagement service_positive psychological,"['psychological capital', 'positive psychological capital', 'work engagement service', 'positive psychological', 'psycap', 'psychological contracts', 'psychological capital psycap', 'capital psycap', 'organizational justice', 'engagement service performance']","['<title>Examining the moderating effects of service climate on psychological capital, work engagement, and service behavior among flight attendants</title> <excerpt>This study aims to validate the mediating process of “psychological capital-work engagement-service behavior”, and examines the moderated mediating effect of service climate. By questionnaire survey, this study investigated 375 flight attendants of China Airlines based in Taiwan, and validated the hypotheses through hierarchical regression analysis. The results showed that flight attendants with high psychological capital tend to show more work engagement and better service behavior.</excerpt>', '<title>How positive psychological capital promotes service recovery performance through mental health and work engagement: Does service climate matter?</title> <excerpt>Purpose – This study aims to examine the contribution of positive psychological capital (PsyCap) to service recovery performance (SRP) through the mediating roles of mental health (MH) and work engagement (WE). Additionally, it considers the moderating role of service climate (SC). Design/methodology/approach – The research utilized a self-report questionnaire completed by a sample of 391 Vietnamese Airlines flight attendants.</excerpt>', '<title>Relationships among service climate, psychological contract, work engagement and service performance</title> <excerpt>The paper identifies relationships between cabin service directors and flight attendants and service climate, psychological contracts, work engagement, service performance and cue perception ability. We find that relational psychological contracts have a positive influence on work engagement; transactional psychological contracts have a negative influence on work engagement; work engagement has a positive influence on service performance; work engagement mediates the relationship between relational psychological contracts and service performance; service climate has a positive influence on service performance; and cue perception ability moderates the relationship between work engagement and service performance. © 2012 Elsevier Ltd..</excerpt>', '<title>Effects of Psychological Capital and Person-Job Fit on Hospitality Employees’ Work-Family Conflict, Family-Work Conflict and Job Performance: The Moderating Role of Marital Status</title> <excerpt>Drawing on the conservation of resources (COR) theory and congruence theory, this study aims to investigate the influence of psychological capital (PsyCap) and person-job fit (PJ fit) on work–family conflict (WFC), family–work conflict (FWC) and job performance (JP), especially the moderating effect of marital status on hypothesized relationships between two directions of conflicts in the work-family interface and JP. Utilizing a two-stage design, this study surveyed 312 flight attendants employed by two international airline companies in Malaysia and used the structural equation modeling technique to test the hypothesized relationships. Findings showed that PsyCap could significantly alleviate two directions of WFC simultaneously and promote employees’ JP.</excerpt>', ""<title>Positive psychological capital and emotional labor in Korea: the job demands-resources approach</title> <excerpt>This study examined the effect of organizational justice perception on service employees' positive psychological capital and the influence of positive psychological capital on surface and deep acting. Drawing on the job demands-resources (JD-R) model and the literature on positive work environment, the indirect effects of perceived distributive and procedural justice on surface and deep acting through service employees' psychological capital were hypothesized. Using data from 263 flight attendants of the largest airline company in South Korea, the results indicated that perceived distributive and procedural justice were positively related to service employees' psychological capital, which, in turn, fostered deep acting but not surface acting.</excerpt>""]"
68,10,68_logistic_logistic regression_latent growth_analysis logistic,"['logistic', 'logistic regression', 'latent growth', 'analysis logistic', 'analysis logistic regression', 'discriminant analysis logistic', 'growth modeling', 'latent growth modeling', 'growth mixture modeling', 'latent growth mixture']","['<title>Analytic Hierarchy Process–Based Selection Method for Airline Pilot Candidates</title> <excerpt>Objective: In this study, a new selection method for airline pilot candidates is developed. Background: In a large majority of previous studies, parametric statistical classification methods have been commonly used for the pilot candidate selection process. These kind of methods require a representative sample with sufficient numbers of good and poor candidates to minimize the standard error associated with the regression weights and to ensure prediction accuracy.</excerpt>', '<title>Improving the Pilot Selection System: Statistical Approaches and Selection Processes</title> <excerpt>Pilot selection systems traditionally use one of three statistical approaches to model candidate performance: multiple linear regression, linear discriminant analysis, and logistic regression. This article reviews the literature comparing selection decisions using these three approaches and compares the classification accuracy of linear discriminant analysis and logistic regression to the results from two Monte Carlo simulations. Methods for adjusting to a pilot shortage are described for each statistical approach.</excerpt>', '<title>Improving the Selection of Air Force Pilot Candidates Using Latent Trajectories: An Application of Latent Growth Mixture Modeling</title> <excerpt>Latent growth mixture modeling is a statistical approach that models longitudinal data, grouping individuals who share similar longitudinal data patterns into latent classes. We evaluated the application of this method in a sample of ab initio pilot applicants (N\xa0=\xa0297), using longitudinal data collected from a military flight-screening program (where the applicants flew seven required flights), resulting in a final pass–fail outcome. Results showed the existence of a two-class solution (Cluster 1 presented an initially higher performance and contained 75% of the Pass candidates) and the psychomotor coordination and general adaptability showed a significant effect.</excerpt>', '<title>Selection of Air Force Pilot Candidates: A Case Study on the Predictive Accuracy of Discriminant Analysis, Logistic Regression, and Four Neural Network Types</title> <excerpt>We evaluated the predictive classification accuracy of discriminant analysis, logistic regression and four neural network typologies (multiple layer perceptrons, radial basis networks, probabilistic neural networks, and linear neural networks) on a flight screening program with a pass-fail criterion using several psychometric tests as predictors. A stepwise (for logistic regression and discriminant analysis) and sensitivity (for neural networks) selection procedure identified spatial visualization, eye-hand-foot coordination, and concentration capacity as significant predictors. Performance on the first few flights of the screening program was also retained as a significant predictor of final score.</excerpt>', ""<title>Latent growth modeling for logistic response functions</title> <excerpt>Throughout much of the social and behavioral sciences, latent growth modeling (latent curve analysis) has become an important tool for understanding individuals' longitudinal change. Although nonlinear variations of latent growth models appear in the methodological and applied literature, a notable exclusion is the treatment of growth following logistic (sigmoidal; S-shape) response functions. Such trajectories are assumed in a variety of psychological and educational settings where learning occurs over time, and yet applications using the logistic model in growth modeling methodology have been sparse.</excerpt>""]"
69,10,69_rotary acceleration_rotations_reaction times_rotation,"['rotary acceleration', 'rotations', 'reaction times', 'rotation', 'gyral illusion', 'acceleration choice', 'perception rotation', 'acceleration choice reaction', 'prolonged angular acceleration', 'oculo gyral illusion']","['<title>The effects of repeated rotary acceleration on the oculo-gyral illusion</title> <excerpt>""The effects of repeated angular acceleration and deceleration on visual perception were studied in three subjects to establish whether any change in the oculo-gyral illusion would occur\xa0. . ...</excerpt>', '<title>Visual reaction times during prolonged angular acceleration parallel the subjective perception of rotation</title> <excerpt>Investigated the effect of prolonged angular acceleration on choice reaction time to an accelerating visual stimulus, using 10 commercial airline pilots as Ss. The pattern of reaction times during and following acceleration was compared with the pattern of velocity estimates reported during identical trials. Both reaction times and velocity estimates increased at the onset of acceleration, declined prior to the termination of acceleration, and showed an aftereffect.</excerpt>', ""<title>Rotary acceleration of a subject inhibits choice reaction time to motion in peripheral vision</title> <excerpt>Studied the effect of S's rotary acceleration upon choice reaction time (RT) to an accelerating target in peripheral vision, with the level of acceleration and the viewing angle of the visual target as variables. 12 commercial airline pilots were tested in a rotation device under conditions of visual stimulation alone and visual-plus-rotary stimulation. Ss responded to the direction of the visual motion by moving a hand controller to the right or left.</excerpt>"", '<title>Thresholds for the perception of whole body angular movement about a vertical axis</title> <excerpt>Thresholds for the detection (at p = 0.75 correct) of the direction of discrete angular movements about a vertical Z axis, having a cosine bell velocity trajectory and a duration of 3.3 s, were determined using an adaptive psychophysical procedure. In 30 subjects the mean threshold for the detection of Z axis stimuli was 1.5 deg·s-1. X and Y axis thresholds of 20 subjects had mean values of 2.04 and 2.07 deg*5-1, respectively, and were significantly higher than Z axis thresholds.</excerpt>', '<title>Effective rotations: Action effects determine the interplay of mental and manual rotations</title> <excerpt>The last decades have seen a growing interest in the impact of action on perception and other concurrent cognitive processes. One particularly interesting example is that manual rotation actions facilitate mental rotations in the same direction. The present study extends this research in two fundamental ways.</excerpt>']"
70,10,70_mmpi_minnesota multiphasic personality_multiphasic personality inventory_minnesota multiphasic,"['mmpi', 'minnesota multiphasic personality', 'multiphasic personality inventory', 'minnesota multiphasic', 'mcmi', 'millon clinical multiaxial', 'clinical multiaxial inventory', 'inventory mcmi', 'mmpi psychological', 'multiaxial inventory mcmi']","['<title>Attempting to Conceal Psychological Disturbance: MMPI Defensive Response Sets and the Rorschach</title> <excerpt>This study examined whether a defensive response set during a psychological evaluation would skew responses on the Rorschach such that subjects could conceal psychological difficulties. Subjects in this study were commercial airline pilots who were required to undergo an independent psychological evaluation after completing a treatment program for alcohol or substance abuse. Subjects knew the results of the psychological evaluation would be taken into account by the Federal Aviation Administration and their employer when deciding whether to reinstate their pilots’ license, and allowing them to return to work.</excerpt>', '<title>Relationship of personality factors and some social habits to cardiovascular risk in submariners</title> <excerpt>Correlation and contingency analytical techniques were used to investigate the relationship between subtest scores on the Minnesota Multiphasic Personality Inventory (MMPI) and coronary heart disease (CHD) risk factors in 1000 submariners. Groups of pesonality traits, both enhancing and protecting against risk of heart disease, were identified in these subjects. Personality trait patterns tending to be least associated with cardiovascular risk are tentatively identified by the three MMPI scales: psychasthenia, schizophrenia, and social introversion.</excerpt>', '<title>Psychological Assessment of Airline Pilot Applicants with the MMPI-2</title> <excerpt>Psychological tests like the Minnesota Multiphasic Personality Inventory (MMPI) have been used widely to assess personality characteristics and appraise potential mental health problems of individuals applying for responsible positions. This study had three major goals: First, these data allowed for an evaluation of the effects of the new norms for the traditional validity and clinical scale scores of the MMPI-2 in an employment selection program. Second, the effects that test defensiveness had on the MMPI-2 scores of a group of individuals, airline pilot applicants who were taking the test in a preemploy-ment context, were evaluated.</excerpt>', '<title>Assessing aviators for personality pathology with the Millon Clinical Multiaxial Inventory (MCMI)</title> <excerpt>Psychiatrists independently evaluated 82 aviators referred to an aeromedical consultation service who had been administered the Millon Clinical Multiaxial Inventory (MCMI). The MCMI personality scales of those aviators psychiatrically deemed to be free from personality pathology were compared to the scales of those aviators psychiatrically assessed to have maladaptive personalities. The MCMI personality scales reached statistical significance (p < 0.005) for identifying Diagnostic and Statistical Manual of Mental Disorders (2) Cluster C (dependent or avoidant or both) maladaptive personality traits, but did not reach statistical significance for Cluster B (histrionic or narcissistic or both) traits.</excerpt>', ""<title>Prognostic value of studying personality traits of civil aviation pilots</title> <excerpt>A clinical and psychological examination of civil aviation pilots, including ones with a history of attempted suicide, and an in-depth study of the personality qualities of the pilots by means of a modified standardized multifactor personality study and a portrait choice method based on a modification of Szondi's test for eight drives were performed. The analysis of psychological features in pilots with a history of attempted suicide showed a neurotic type of maladaptation formed on the basis of the domination of hyposthenic traits in the personality structure. Neurotic behavior, pessimism, increased anxiety, and introversion that had become acute under the specific social and occupational conditions transformed into depressive signs and avoidance of social problems.</excerpt>""]"
71,10,71_military readiness_readiness measures_mindfulness training mt_military helicopter unit,"['military readiness', 'readiness measures', 'mindfulness training mt', 'military helicopter unit', 'development validation military', 'validation military readiness', 'military readiness scale', 'military aviation unit', 'military aviation', 'military helicopter']","['<title>Psychophysiological intervention to improve preparedness in military special operations forces</title> <excerpt>BACKGROUND: Actual studies in military training support the use of new methodological approaches such as high intensity interval training and inverse periodization training rather than conventional approaches. However, the application and analysis of success of these new methodologies are as yet unknown. METHODS: The military adapted the civil reverse periodization training system, composed of 6 wk and five sessions per week.</excerpt>', '<title>Mindfulness-Based Mental Training in a High-Performance Combat Aviation Population: A One-Year Intervention Study and Two-Year Follow-Up</title> <excerpt>This study tested the feasibility and value of mindfulness training (MT) in a Norwegian military combat aircraft squadron (n = 21). No objective measures of performance were included in this study. Subjective measures of mindfulness, mental skills, and performance-related anxiety were administered before and after the intervention, including a semistructured interview at the study’s conclusion after the intervention.</excerpt>', '<title>A Sense of Fellowship: Mindfulness Improves Experienced Interpersonal Benefits and Prosociality in A Military Aviation Unit</title> <excerpt>Objective: Explore how personnel in a military aviation unit experienced personal as well as interpersonal aspects concerning their participation in a group-based four-month MBT programme. Background: mindfulness-based training (MBT) have been used as a personal stress management tool in stressful working environments, including military aviation. There is little knowledge about the interpersonal mechanisms involved when engaging in MBT.</excerpt>', '<title>Development and Validation of the Military Readiness Scale in U.S. Naval Aircrew</title> <excerpt>Introduction Readiness is a ubiquitous term in DoD doctrine and has been broadly defined as the ability of military forces to meet the demands of assigned missions. There is currently no criterion standard of military readiness and there is also a lack of published readiness measures for the individual military service member, the fundamental building block of force readiness. This report describes the development and validation of the Military Readiness Scale-15 (MRS-15), a self-report instrument, in U.S.</excerpt>', '<title>Impact of Mindfulness Training on Physiological Measures of Stress and Objective Measures of Attention Control in a Military Helicopter Unit</title> <excerpt>Objective: This study sought to determine if mindfulness training (MT) has a measurable impact on stress and attentional control as measured by objective physiological and psychological means. Background: Periods of persistent, intensive work demands are known to compromise recovery and attentional capacity. The effects of 4-month MT on salivary cortisol and performance on 2 computer-based cognitive tasks were tested on a military helicopter unit exposed to a prolonged period of high workload.</excerpt>']"
