Topic,Count,Name,Representation,Representative_Docs
53,11,53_long flights cognitive_older pilots_older airline pilots_cognitive performance,"['long flights cognitive', 'older pilots', 'older airline pilots', 'cognitive performance', 'older pilots nonpilots', 'memory expertise cognitive', 'pilot communication', 'younger older airline', 'longitudinal aviator performance', 'cognition']","[""<title>Cognitive aging and flight performances in general aviation pilots</title> <excerpt>Unlike professional pilots who are limited by the FAA's age rule, no age limit is defined in general aviation. Our overall goal was to examine how age-related cognitive decline impacts piloting performance and weather-related decision-making.</excerpt>"", '<title>Age-related group and individual differences in aircraft pilot cognition</title> <excerpt>The effect of age on cognition was examined with a variety of neuropsychological tests in 220 aircraft pilots. The assessment included tests of psychomotor speed, information processing speed, attention and executive ability, verbal learning and memory, and visual learning and memory.</excerpt>', '<title>Effect of long flights on the cognitive performance of air crew</title> <excerpt>The cognitive performance of groups of subjects was tested after flights lasting between 7.5-9.5 hours to the north, east and west of Sydney (ns = 10, 12, and 12) and compared with the performance of a ground-based control group (n = 12). Analysis showed an impairment in performance of the flight groups following the flights.</excerpt>', '<title>Aging, expertise, and narrative processing.</title> <excerpt>In a study of how aviation expertise influences age differences in narrative processing, young and older pilots and nonpilots read and recalled aviation and general narratives. They chose referents for sentences referring to a protagonist or minor character mentioned 1 sentence (recent character) or 3 sentences (distant character) before this target sentence.</excerpt>', ""<title>Expertise, Cognitive Ability, and Age Effects on Pilot Communication</title> <excerpt>We investigated whether expertise reduced age-related declines in pilot communication, using multiple expertise measures and laboratory tasks varying in domain relevance. Younger, middle-aged, and older pilots and nonpilots listened to air traffic control messages that described an aircraft's route through an airspace, while they referred to a chart of that airspace.</excerpt>""]"
54,11,54_training air traffic_traffic control trainees_air traffic control_traffic control training,"['training air traffic', 'traffic control trainees', 'air traffic control', 'traffic control training', 'ray competency assessment', 'training air', 'occupational knowledge test', 'prior air traffic', 'faa', 'ray competency']","['<title>Airport Security Screener Competency: A Cross-Sectional and Longitudinal Analysis</title> <excerpt>The performance of 5,717 aviation security screeners in detecting prohibited items in x-ray images of passenger bags was analyzed over a period of 4 years. The measure used in this study was detection performance on the X-Ray Competency Assessment Test (X-Ray CAT) and performance on this measure was obtained on an annual basis.</excerpt>', ""<title>Objective assessment of prior air traffic control-related experience through the use of an occupational knowledge test</title> <excerpt>The Occupational Knowledge Test (OKT) 101-B was administered to 784 air traffic control trainees who entered the FAA Academy's 16-week training course in 1976. All trainees completed the nonradar laboratory portion of the training and, in addition, completed a preemployment questionnaire.</excerpt>"", '<title>Predictive Validity of Selection and Training for Ab Initio Air Traffic Controllers</title> <excerpt>The German Aerospace Center (DLR) provides a selection procedure to identify suitable applicants for ab initio air traffic controller (ATCO) training at DFS Deutsche Flugsicherung GmbH. The selection phases comprise cognitive and work sample tests, team exercises, and an interview with a final assessment by a selection board.</excerpt>', '<title>Poststrike Air Traffic Control Trainees: Biodemographic Predictors of Success in Selection and Screening</title> <excerpt>A biographical questionnaire was completed by 3,578 air traffic control (ATC) students who entered the Federal Aviation Administration Academy between October 1985 and September 1987. The demographic characteristics of these more recent academy trainees (from a more stabilized poststrike selection process) were compared with two previous groups of academy entrants (one prestrike, one poststrike).</excerpt>', '<title>Toward the development of a new aptitude selection test battery for air traffic control specialists</title> <excerpt>In an effort to update and refine the selection battery for air traffic controllers, five experimental tests measuring aptitudes and skills considered important in air traffic work were administered to 1,828 newly selected air traffic control specialist (ATCS) trainees on their first day of training at the FAA Academy in Oklahoma City. The five experimental tests and the five tests presently used by the Office of Personnel Management (OPM) for selecting ATCS trainees were employed in an iterative stepwise regression (stepdown procedure).</excerpt>']"
55,11,55_audio visual_supported audio visual_audio cue visual_nonspatial audio cue,"['audio visual', 'supported audio visual', 'audio cue visual', 'nonspatial audio cue', 'perspective auditory', 'head displays', 'audio cue', 'supplementing head displays', 'nonspatial audio', 'dimensional audio']","['<title>Pilot support interface for three-degree decelerating approach procedures</title> <excerpt>Previous research on aircraft noise abatement has resulted in some promising flight procedures to mitigate noise impact, such as the three-degree decelerating approach (TDDA). A problem with decelerating approaches, however, is that they typically lead to increased spacing, which in turn results in a significant reduction of runway landing capacity.</excerpt>', '<title>Evaluating adaptive multisensory displays for target localization in a flight task</title> <excerpt>This study was designed to determine the efficacy of providing target location information via head-coupled visual and spatial audio displays presented in adaptive and nonadaptive configurations. Twelve United States Air Force pilots performed a simulated flight task in which they were instructed to maintain flight parameters while searching for ground and air targets.</excerpt>', '<title>Visual and auditory localization as a function of azimuth and elevation</title> <excerpt>This study was performed to investigate the accuracy of performing a localization task as a function of the use of three display formats: auditory, perspective, and combined perspective-auditory. The experimental task for the perspective and perspective-auditory displays was to judge the relative azimuth and elevation that separated a computer-generated target object from a reference object.</excerpt>', '<title>Effects of supplementing head-down displays with 3-D audio during visual target acquisition</title> <excerpt>We investigated the effectiveness of supplementing head-down displays (HDDs) with high-fidelity 3-dimensional (3-D) audio using a flight simulation task in which participants were required to visually acquire the image of a target aircraft. There were 3 conditions: a visual HDD providing azimuth information combined with a nonspatial audio cue, a visual HDD providing azimuth and elevation information combined with a nonspatial audio cue, and a visual HDD providing azimuth information combined with a 3-D audio cue.</excerpt>', '<title>Three-Dimensional Audio Versus Head-Down Traffic Alert and Collision Avoidance System Displays</title> <excerpt>The advantage of a head-up auditory display for situational awareness was evaluated in an experiment designed to measure and compare the acquisition time for capturing visual targets under two conditions: standard headdown Traffic Alert and Collision Avoidance System (TCAS) display and three-dimensional (3-D) audio TCAS presentation. (The technology used for 3-D audio presentation allows a stereo headphone user to potentially localize a sound at any externalized position in 3-D auditory space).</excerpt>']"
56,11,56_naval aviation psychology_aviation psychology_naval flight training_naval aviators perception,"['naval aviation psychology', 'aviation psychology', 'naval flight training', 'naval aviators perception', 'naval aviation', 'pilots subsequent training', 'naval flight program', 'primary flight training', 'flight training criteria', 'naval flight']","['<title>Success rate analysis of navy SERGRAD flight training</title> <excerpt>SERGRADS are selectively retained graduates of Naval Flight Training who become flight instructors during their first tour as Naval Aviators. A perception exists that SERGRADS have more difficulties than newly designated pilots during subsequent training in the Fleet Replacement Squadrons (FRS).</excerpt>', ""<title>The use of psychological techniques in measuring and critically analyzing Navigators' flight performance</title> <excerpt>Under controlled flight conditions, the distance between a navigator's report of position and his actual position is a criterion of success in dead reckoning navigation. Students' logs were evaluated for five separate missions by comparing the students' entries with standards determined by experts.</excerpt>"", '<title>Psychological work in the United States Navy</title> <excerpt>""The Navy\'s recognition of the value of professional psychology is shown by the plans made for the use of psychologists as members of psychiatric selection boards, at aviation bases, and as selection officers. At the present time the billets available approximate fifty and there is encouraging progress in filling these."" (PsycINFO Database Record (c) 2006 APA, all rights reserved).</excerpt>', '<title>Dichotic Listening and Psychomotor Task Performance as Predictors of Naval Primary Flight-Training Criteria</title> <excerpt>A statistical evaluation of the automated dichotic listening task (DLT) and psychomotor tasks (PMTs) indicated that both contributed to the prediction of primary flight-training criteria. Before the main analyses, the extreme skewness of the DLT and PMT error measures was corrected by log transformations, and between-squadrons differences in flight grades were removed by transformations based on z scores.</excerpt>', '<title>History, organization and research activities, Psychological Research Project (Navigator), Army Air Forces</title> <excerpt>The ninth in a series of reports describing the Aviation Psychology Program of the Army Air Forces, this article covers the work of the application of psychological and statistical techniques to research in navigation. It deals with the following points: (1) objective measures of skill in navigation; (2) research in training; (3) research on the selection of instructors; and (4) work in the Navigation Schools.</excerpt>']"
57,11,57_pilots ejection injuries_pilots ejection_naval pilots ejection_armed forces pain,"['pilots ejection injuries', 'pilots ejection', 'naval pilots ejection', 'armed forces pain', 'officers survived ejection', 'longitudinal study ejection', 'ejection hostile', 'pilots multiple ejections', 'prevalence posttraumatic stress', 'ejection']","['<title>Aircrew ejection experience: Questionnaire responses from 20 survivors</title> <excerpt>Background: Published studies on ejection have focused predominantly on the injuries sustained by aircrew and discussed their preventive measures from an aeromedical perspective. However, studies have not discussed aircrew experiences related to ejection or how they would like to advise other aircrew to successfully handle ejection as an event.</excerpt>', '<title>Impact of Combat Deployment on Psychological and Relationship Health: A Longitudinal Study</title> <excerpt>Although previous research has indicated an elevated prevalence of posttraumatic stress disorder (PTSD) and other mental health problems among veterans of Operations Iraqi Freedom and Enduring Freedom following deployment, most of this research has been cross-sectional and has focused on a limited range of military groups and outcome criteria. This investigation was a longitudinal study of U.S.</excerpt>', '<title>Ejection in hostile environments: Medico-psychological aspects for the fighter pilot</title> <excerpt>Introduction: In the French Air Force, commitment of fighter squadrons in Afghanistan revives the fear among pilots of being ejected in a hostile environment, along with the prospect of being captured. Clinical Observations: Although ejection in a hostile environment is an exceptional event, it is what flight crews fear most strongly over enemy territory.</excerpt>', ""<title>Ascertaining the causal factors for 'ejection-associated' injuries</title> <excerpt>Determining the cause(s) for an ejectee's injuries is one of the more important and yet most difficult tasks associated with an ejection investigation. Selection of causal factors is often distorted by rumors and inaccurate teaching concerning how specific types of injuries occur and/or the consequences of using specific types of Aircrew Automated Escape Systems (AAES) and Aircrew Life Support Systems (ALSS) equipment.</excerpt>"", '<title>No pain, no gain: pain behaviour in the armed forces.</title> <excerpt>Pain is a unique phenomenon that is difficult to express and is influenced by many different factors, including cultural expectations. A dichotomy exists within the British Armed Forces between pain being seen as necessary--the ""no pain, no gain"" view--and the opposite image of stoical service personnel who suppress their emotions--the ""roughie-toughie"" image.</excerpt>']"
58,11,58_pilots catecholamine excretion_pilots catecholamine_catecholamine excretion determined_catecholamine responses,"['pilots catecholamine excretion', 'pilots catecholamine', 'catecholamine excretion determined', 'catecholamine responses', 'catecholamine excretion', 'urinary catecholamine responses', 'urinary catecholamine', 'catecholamine', 'catecholamines', 'levels adrenaline noradrenaline']","['<title>Catecholamine excretion in A-10 pilots</title> <excerpt>Catecholamine excretion was determined for 15 USAF pilots during surface attack training in the A-10 aircraft. Timed urine samples were used to determine excretion rates of epinephrine and norepinephrine during basal conditions, during five sorties performed in high-realism simulators, and during six actual flights.</excerpt>', '<title>Neuroendocrine responses of flight cadets during midterm tests and of fighter pilots during tail chase sorties</title> <excerpt>Urinary excretion of catecholamines (CA), epinephrine (E), and norepinephrine (NE) was determined in flight cadets (n = 46) during mid-term test sorties and was compared with the measures of these variables in fighter pilots (n = 65) during tail chase sorties. Flight cadets were divided into passed and failed cadets.</excerpt>', '<title>Military flight experience and sympatho-adrenal activity</title> <excerpt>Urine excretion levels of adrenaline (A) and noradrenaline (NA) were determined, and achievement, commitment to the task, difficulty, risk, activation, and tension were rated after the preparation or planning and after the performance of 245 missions by 21 attack pilots. The catecholamine excretion levels increased and the ratio NA/A decreased as a function of condition (lesson, preparation, and mission).</excerpt>', '<title>Effects of flight workload on urinary catecholamine responses in experienced military pilots</title> <excerpt>Summary.-This study investigated the flight responses induced by strenuous acrobatic demonstration flight and an air-to-air combat maneuvering flight in experienced pilots. Subjects were 54 military male pilots on a volunteer basis: 8 T-4 pilots (M = 35.8 yr., SD = 4.9), 15 F-4 pilots (M = 32.6 yr., SD = 5.1), 13 F-15 pilots (M = 33.8 yr., SD=1.0), and 18 F-2 pilots (M = 33.7 yr., SD = 3.9).</excerpt>', '<title>Group dynamics and catecholamines during long duration confinement in an isolated environment</title> <excerpt>Introduction: The objectives of this study were to investigate possible relationships between catecholamine excretion and long-duration confinement in an isolated environment. Methods: Stays of long duration were made by Group I (n = 4, all Russian, weeks 1-34), Group II (n = 4, mixed nationality, weeks 3-18), and Group III (n = 4, mixed nationality, weeks 22-38); other groups joined the residents for 1-wk intervals at weeks #13, #19, and #33.</excerpt>']"
59,10,59_gravity training used_gz induced loss_high gravity training_gz study evaluated,"['gravity training used', 'gz induced loss', 'high gravity training', 'gz study evaluated', 'gz induced', 'recurrent gz induced', 'induced loss consciousness', 'gz study', 'gz exposure effect', 'loss consciousness loc']","['<title>Coping and changes in arousal after exposure to +Gz load</title> <excerpt>BACKGROUND: Acceleration load causes several physiological changes that play important roles in pilot performance. One of the problems is determining individual factors responsible for the differences in changes in the level of central nervous system (CNS) arousal after exposure to acceleration loads.</excerpt>', ""<title>Assessment of the anti-G straining maneuver (AGSM) skill performance and reinforcement program</title> <excerpt>Initial high-G centrifuge training of USAF fast jet pilots was instituted in 1985. Also, since the mid-1980's, pilot awareness of G-induced loss of consciousness (G-LOC) has been enhanced by briefings, videotapes, and safety articles.</excerpt>"", '<title>Recurrent +Gz-induced loss of consciousness.</title> <excerpt>G-LOC--+Gz-induced loss of consciousness--results in significant acute incapacitation, including a period of unconsciousness lasting approximately 15 s followed by an additional period of approximately 15 s of confusion and disorientation. During routine experimentation for other purposes, four individuals experienced recurrent (3-5) episodes of G-LOC over 6-15 min.</excerpt>', ""<title>AGSM proficiency and depression are associated with success of high-G training in trainee pilots</title> <excerpt>INTRODUCTION: High-gravity (G) training is used to educate trainee pilots about anti-G straining maneuvers (AGSM) in an environment similar to that of a real fighter aircraft, and to enhance their G tolerance. The success or failure of high-G training could be multifactorial, but most previous studies have only focused on the effect of pilots' physical condition.</excerpt>"", '<title>Optimizing Muscle Activation in Cadets Using Electromyography Biofeedback During Anti-G Training</title> <excerpt>INTRODUCTION: Effective execution of the anti-G straining maneuver (AGSM) is essential for pilots to maintain consciousness under high gravitational forces (+Gz). This study evaluated whether electromyographic (EMG) biofeedback enhances muscle activation patterns during AGSM training in novice cadets.</excerpt>']"
60,10,60_post aviation accidents_post traumatic stress_traumatic stress_traumatic stress disorder,"['post aviation accidents', 'post traumatic stress', 'traumatic stress', 'traumatic stress disorder', 'psychological reactions', 'post traumatic', 'aircraft accident', 'intervention following crewmember', 'intervention anxiety coping', 'post accident incident']","['<title>Post accident/incident counseling: Some exploratory findings</title> <excerpt>An examination of the literature, and other sources of information, suggested that there might be prophylactic value in early psychological intervention following crewmember involvement in stressful incidents. An exploratory study, at a small commercial pilot base (c200 pilots), was undertaken to assess the value of early intervention.</excerpt>', ""<title>Why people 'freeze' in an emergency: Temporal and cognitive constraints on survival responses</title> <excerpt>Background: Many witnesses attest that victims of a disaster often perish despite reasonable possibilities for escaping because their behavior during the initial moments of the accident was inappropriate to the situation. Frequently witnesses report victims 'freezing' in the face of danger.</excerpt>"", '<title>Post-traumatic stress disorder in airplane cabin crew attendants</title> <excerpt>Six cabin crew attendants who survived an airplane crash in which 47 passengers were killed were assessed for post-traumatic stress disorder and other psychological problems. Each was interviewed 8 months after the crash and completed questionnaires measuring intrusive thoughts, avoidance, depressed mood, anxiety, and fear.</excerpt>', '<title>Community psychological effects following a non-fatal aircraft accident</title> <excerpt>Following a non-fatal military aircraft accident, two of the authors interviewed the crewmen involved in the accident, their spouses, fellow squadron members and their spouses, and individuals from the fire crew and control tower on duty during the accident. A total of 37 respondents completed questionnaires which reported the presence of intrusive, avoidant, depressive/anxious, and post-traumatic stress symptoms.</excerpt>', ""<title>Dare to Fly? Analyzing psychological reactions and travel attitudes of Chinese social media users post-aviation accidents through text mining</title> <excerpt>Background: Commercial air travel is essential to modern society, but aviation accidents can have profound psychological impacts. The public's emotional responses and attitudes toward air travel are shaped by factors such as the severity of the incident and its social repercussions.</excerpt>""]"
61,10,61_pilots taught weather_pilot weather reports_pilots make weather_flight weather related,"['pilots taught weather', 'pilot weather reports', 'pilots make weather', 'flight weather related', 'aviation weather', 'aviation weather products', 'weather related decision', 'weather related accidents', 'pilot weather', 'pilots perceived gps']","['<title>Expert and novice pilot perceptions of static in-flight images of weather</title> <excerpt>Weather-related accidents continue to account for a significant proportion of fatal general aviation accidents. The aim of this study was to examine the nature of in-flight weather-related decision making in a task involving assessments of in-flight weather conditions.</excerpt>', '<title>Pilots as Weather Briefers: The Direct Use of Aviation Weather Products by General Aviation Pilots</title> <excerpt>When planning a flight, pilots have traditionally consulted with trained weather briefers who gather, select, review, and to some extent interpret aviation weather products for them. Today, pilots can directly access these same weather products from their own computers, aircraft cockpits, and mobile devices, and choose to skip the services offered by weather briefers.</excerpt>', ""<title>Perceived GPS use and weather-related decision strategies among pilots</title> <excerpt>This study sought to examine the relation between visually rated pilots' perceived use of global positioning systems (GPS) as a primary source of navigation and their perceived approach to decision making during encounters with deteriorating weather conditions in flight. A total of 177 pilots completed a questionnaire in which they were asked to indicate the frequency with which they use GPS as a primary source of navigation, the decision strategy that is most like the strategy that they engage during in-flight weather-related decision making, and their perception of the significance of 9 weather-related cues as the basis for decision making.</excerpt>"", '<title>General Aviation Weather Alerting: The Effectiveness of Different Visual and Tactile Display Characteristics in Supporting Weather-Related Decision Making</title> <excerpt>Objective: This research analyzed the effects of weather technology interface characteristics on the quality and timeliness of weather-related decision making via mental workload and situational awareness (SA) metrics using flight training devices (FTDs) and follow-up in-flight validation testing. Background: A significant number of fatal general aviation (GA) accidents are attributable to pilots flying into instrument meteorological conditions without the necessary certification for safe operation.</excerpt>', '<title>Assessing General Aviation Pilots’ Understanding of Aviation Weather Products</title> <excerpt>Objective: The objective of this article was to develop a written examination to assess general aviation (GA) pilots’ understanding of aviation meteorology products. Background: Although the number of accidents in GA flight continues to decrease over time, one troubling situation is when pilots encounter hazardous weather.</excerpt>']"
62,10,62_mindfulness training physiological_meditation flight attendants_kindness meditation flight_mindfulness psychological,"['mindfulness training physiological', 'meditation flight attendants', 'kindness meditation flight', 'mindfulness psychological', 'mindfulness training', 'mindfulness psychological adaptation', 'attendants spirituality mindfulness', 'trait mindfulness psychological', 'mindfulness subjective wellbeing', 'mindfulness']","['<title>Impact of Mindfulness Training on Physiological Measures of Stress and Objective Measures of Attention Control in a Military Helicopter Unit</title> <excerpt>Objective: This study sought to determine if mindfulness training (MT) has a measurable impact on stress and attentional control as measured by objective physiological and psychological means. Background: Periods of persistent, intensive work demands are known to compromise recovery and attentional capacity.</excerpt>', '<title>A Sense of Fellowship: Mindfulness Improves Experienced Interpersonal Benefits and Prosociality in A Military Aviation Unit</title> <excerpt>Objective: Explore how personnel in a military aviation unit experienced personal as well as interpersonal aspects concerning their participation in a group-based four-month MBT programme. Background: mindfulness-based training (MBT) have been used as a personal stress management tool in stressful working environments, including military aviation.</excerpt>', '<title>Effects of animated pedagogical agent-guided loving-kindness meditation on flight attendants’ spirituality, mindfulness, subjective wellbeing, and social presence</title> <excerpt>Loving-kindness meditation (LKM) was first practiced by Buddhists and then developed by clinical psychologist. Previous studies on LKM have mainly focused on the impact of real person-guided meditation on depression, anxiety, and other negative psychology.</excerpt>', '<title>The effect of loving-kindness meditation on flight attendants’ spirituality, mindfulness and subjective well-being</title> <excerpt>Background: This study investigated: (1) the effects of the loving-kindness meditation (LKM) on mindfulness, subjective well-being (SWB), and spirituality and (2) the relationships between mindfulness, spirituality, and SWB. Methods: 98 flight attendants from Xiamen Airlines in China were recruited and randomly assigned to the LKM training group (n = 49) or the waiting control group (n = 49).</excerpt>', '<title>Exploring the relationship between trait mindfulness and psychological adaptation from a network perspective: is there any difference between pilots and other non-pilot civil aviation employees?</title> <excerpt>To explore the role of trait mindfulness in the psychological adaptation of civil aviation personnel, and compare the importance of this role between airline pilots and other civil aviation practitioners. A total of 198 civil aviation pilots and 804 other civil aviation practitioners were recruited to complete surveys on mindfulness, SCL-90, job burnout, core self-evaluation, and psychological resilience.</excerpt>']"
63,10,63_pilots smoke occasionally_craving smoke flight_nicotine intake flight_smoke flight attendants,"['pilots smoke occasionally', 'craving smoke flight', 'nicotine intake flight', 'smoke flight attendants', 'pilots smoke', 'smoking deprivation anticipation', 'deprivation anticipation smoking', 'participated craving smoke', 'mood smokers operating', 'pilots acute effects']","['<title>Vape and Aviate: Electronic-Cigarette Use and Misuse in Naval Aviation</title> <excerpt>Introduction: Electronic cigarettes (EC) are an emerging form of nicotine replacement that has had a discernible increase in prevalence in the general population. Little is known regarding EC use among different military demographic groups or the extent of influence that social determinants of health may have on the behavior.</excerpt>', '<title>Acute effects of nicotine withdrawal syndrome in pilots during flight</title> <excerpt>Background: Pilots who smoke are occasionally obliged to abstain from nicotine intake during flight and may during this period exhibit certain symptoms leading to performance decrement. Methods: We studied 20 healthy male aviators, who were regular smokers, (mean age 33.7 ± 1.4 yr) operating military fixed- and rotary-wing aircraft (C-47 Dakota, F-16, A.</excerpt>', ""<title>Effects of deprivation on smokers' mood during the operation of a complex computer simulation</title> <excerpt>Research has shown that smoking reduces mood fluctuation in smokers and deprivation of smoking leads to mood change. The purpose of this study was to assess the effects of three hours of deprivation and subsequent smoking on mood in smokers while operating a computer simulation of an air traffic controller's job in a 2 × 2 (Deprived vs Nondeprived × Nicotine vs Nicotine Free Cigarettes) factorial design.</excerpt>"", '<title>Ocular, nasal, dermal and general symptoms among commercial airline crews</title> <excerpt>Objective: To study symptoms among a commercial cabin crew, in relation to personal risk factors, perceived psychosocial work environment, occupation, and work on intercontinental flights, with exposure to environmental tobacco smoke (ETS). Methods: A standardized questionnaire (MM 040 NA) was mailed in February-March 1997 to all Stockholm aircrew on duty in a Scandinavian flight company (n = 1,857), and office workers from the same company (n = 218).</excerpt>', '<title>The Craving to Smoke in Flight Attendants: Relations With Smoking Deprivation, Anticipation of Smoking, and Actual Smoking</title> <excerpt>In the study, the authors examined the effects of smoking deprivation, anticipation of smoking, and actual smoking on the craving to smoke. Flight attendants who were light to heavy smokers rated their craving to smoke at predetermined time points during a 2-way short flight (each leg 3-5.5 hr) and a 1-way long flight (8-13 hr).</excerpt>']"
64,10,64_grounding pilots medical_pilots medical_flight surgeon support_presents aviation medical,"['grounding pilots medical', 'pilots medical', 'flight surgeon support', 'presents aviation medical', 'possible surgeons attitudes', 'grounding medical', 'highlight medically unfit', 'faa medical', 'flight surgeon', 'possible surgeons']","[""<title>Pilots with missing fingers and/or foot components: Contemporary certification</title> <excerpt>When an applicant with amputations presents to the Aviation Medical Examiner (AME) for Federal Aviation Administration (FAA) medical certification several potential 'gates' must be passed. The first gate is the AME's impression of the applicant's reaction and adaption to the loss.</excerpt>"", '<title>Flight surgeon support of combat operations at RAF Upper Heyford</title> <excerpt>Flight surgeon support of the Libyan Air Strike on April 14-15, 1986 is reviewed. Problems encountered included lack of time for adequate briefings, aircrew member fatigue, family stress, and lack of confidence in medication.</excerpt>', '<title>The acceptance of CIRS among orthopedic and trauma surgeons in Germany—Significant gap between positive perception and actual implementation in daily routine</title> <excerpt>Purpose: Medical errors are the third leading cause of death in the United States after malignant tumors and cardiovascular disease. Handling of errors becomes more and more eclectic due to the implementation of incident reporting systems and the use of checklists.</excerpt>', '<title>Surgeons’ Attitudes Are Associated With Reoperation and Readmission Rates</title> <excerpt>Background: Attitudes influence how people make decisions. In an effort to decrease pilot judgment-related accidents, the Federal Aviation Administration teaches new pilots about hazardous attitudes that are believed to be incompatible with safe flight: macho, impulsive, worry, resignation, self-confidence, and antiauthority.</excerpt>', '<title>Grounding of Pilots: Medical Reasons and Recommendations for Prevention</title> <excerpt>BACKGROUND: this article presents the results of an EASA-commissioned study aimed at analyzing the medical causes of grounding of a broad European pilot population and recommending measures to reduce the risk of in-flight incapacitation in commercial air transport pilots. method: European National Aviation Authorities (NAAs) were requested to provide data concerning the total number of pilots that were examined, their age and license category, number of unfit pilots, and the medical causes of each case of grounding.</excerpt>']"
65,10,65_general aviation accidents_incidents critical flight_evaluation aircraft accidents_major air disasters,"['general aviation accidents', 'incidents critical flight', 'evaluation aircraft accidents', 'major air disasters', 'air disasters', 'flight 052 crashed', 'industry safety flight', 'fatalities situational awareness', 'accident investigation', 'improving aircraft safety']","['<title>Improving aircraft safety</title> <excerpt>1754 people were killed on British roads in 2012. In the corresponding period 306 people worldwide died as a result of accidents to commercial jet transport aircraft.</excerpt>', ""<title>Anatomy of a System Accident: The Crash of Avianca Flight 052</title> <excerpt>On January 25, 1990, Avianca Flight 052 crashed after running out of fuel following a missed approach to New York's John F. Kennedy Airport.</excerpt>"", ""<title>Brief encounters: Enhancing the impact of accident and incident occurrence reports</title> <excerpt>Pilots' ability to match relevant past aviation accidents and incidents to critical flight events depends on the effective indexing of those narratives in memory. This study examined the influence of format (ie, headings and story structure) on memory for aviation occurrence briefs.</excerpt>"", '<title>Situational Awareness and General Aviation Accidents: An Analysis of 94 US Accident Reports</title> <excerpt>Situational awareness is a concept increasingly used in aircraft accident investigation reports. We analyzed 94 general aviation accidents in which situational awareness was mentioned by the National Transportation Safety Board investigator to determine factors that are significantly more often associated with fatality.</excerpt>', '<title>MAJOR AIR DISASTERS: ACCIDENT INVESTIGATION AS A TOOL FOR DEFINING ERAS IN COMMERCIAL AVIATION SAFETY CULTURE</title> <excerpt>The air transport evolution has been littered with major air disasters, the occurrence of which has not only had the negative effects inherent to any disaster. Air accident investigation has provided a wealth of knowledge that has advanced the aviation industry and its safety.</excerpt>']"
66,10,66_traffic management atm_traffic management_air traffic management_randomization urban traffic,"['traffic management atm', 'traffic management', 'air traffic management', 'randomization urban traffic', 'api traffic management', 'reduction road traffic', 'reinforcement learning framework', 'autonomous combined transport', 'autonomous combined', 'api traffic']","[""<title>Air traffic controllers' performance in advance air traffic management system: Part I-performance results</title> <excerpt>The current air traffic management (ATM) system will soon reach its capacity limits, so new concepts for the future are being developed. Many proposed schemes include shifting the task of maintaining safe distances between aircraft to ground-based automation and assigning air traffic controllers a supervisory role.</excerpt>"", '<title>A Novel Approach Using Non-Experts and Transformation Models to Predict the Performance of Experts in A/B Tests</title> <excerpt>The European Union is committed to modernising and improving air traffic management systems to promote environmentally friendly air transport. However, the safety-critical nature of ATM systems requires rigorous user testing, which is hampered by the scarcity and high cost of air traffic controllers.</excerpt>', '<title>Intelligent traffic management via personalized group consensus based on chimp optimization-guided random vector functional link and quantum theory: A perspective of randomization</title> <excerpt>In urban traffic management, bike-sharing systems are crucial for green transportation. However, due to the uneven distribution of shared bikes and randomization of user behavior, the urban dockless bicycle sharing system (UDBSS) faces issues of randomization.</excerpt>', '<title>FLDQN: Cooperative Multi-Agent Federated Reinforcement Learning for Solving Travel Time Minimization Problems in Dynamic Environments Using SUMO Simulation</title> <excerpt>The increasing volume of traffic has led to severe challenges, including traffic congestion, heightened energy consumption, increased air pollution, and prolonged travel times. Addressing these issues requires innovative approaches for optimizing road network utilization.</excerpt>', '<title>XGate: Explainable Reinforcement Learning for Transparent and Trustworthy API Traffic Management in IoT Sensor Networks</title> <excerpt>The rapid proliferation of Internet of Things (IoT) devices and their associated application programming interfaces (APIs) has significantly increased the complexity of sensor network traffic management, necessitating more sophisticated and transparent control mechanisms. In this paper, we introduce XGate, a novel explainable reinforcement learning framework designed specifically for API traffic management in sensor networks.</excerpt>']"
