year,country,title,doc
1980,,Occupational stress of intensive care nurses & air traffic controllers: review of related studies.,<title>Occupational stress of intensive care nurses & air traffic controllers: review of related studies.</title> <abstract>[No abstract available]</abstract>
1980,,Occupational psychology through autobiography: John Parry,"<title>Occupational psychology through autobiography: John Parry</title> <abstract>The Journal of Occupational Psychology is publishing a number of invited personal accounts by psychologists who have made their mark on the history of the subject. This contribution is by John Parry, a pioneer in aviation psychology. 1980 The British Psychological Society</abstract>"
1980,Canada,Investigation of life change as a contributing factor in aircraft accidents: A prospectus,<title>Investigation of life change as a contributing factor in aircraft accidents: A prospectus</title> <abstract>The author presents a personal perspective on attempts to reduce aircraft accidents resulting from human failure in the cockpit. The premise is that accidents result from an imbalance between performance ability and performance demand. Advances in decreasing pilot-induced accidents must come from methods that will prevent the stresses that diminish performance ability. It is suggested that the investigation of life change as a contributing factor in aircraft accidents will be fruitful because of the tremendous amount of research that has already been done in this field. A review of previous work leads to three recommendations: the Recent Life Change Questionnaire (RLCQ) should be developed as a tool for management and individual aircrew; a character assurance program should be adopted; and a technique to remove accident-prone individuals should be developed.</abstract>
1980,United States,Laboratory performance during acute alcohol intoxication and hangover,"<title>Laboratory performance during acute alcohol intoxication and hangover</title> <abstract>Eleven private pilots (seven men and four women) were recruited and trained on the Multiple Task Performance Battery (MTPB), static and dynamic tracking of a localizer/glide slope instrument, and use of the Intoxilyzer. Results showed clear deleterious effects of alcohol on the MTPB and the tracking tasks immediately following drinking. During the morning (hangover) tests, scores on the MTPB and on the static and dynamic tracking tasks showed small circadian effects (scores were better) without impairment due to the alcohol. There were no congener effects. These results offer no evidence contrary to the ″8 hour rule″ . The ″8 hour rule″ refers to the fact that Federal Aviation Regulation 91. 11 states in part that no one may act as a crewmember of a civil aircraft within 8 hr after the consumption of any alcoholic beverage or while under the influence of alcohol.; Eleven private pilots (seven men and four women) were recruited and trained on the Multiple Task Performance Battery (MTPB), static and dynamic tracking of a localizer/glide slope instrument, and use of the Intoxilyzer. The experiment comprised four test sessions (vodka, bourbon, placebo, and control sessions) held at weekly intervals. Sessions began at about 5.00 p.m. and continued through midnight to about 11:00 a.m. the next day. Subjects were tested in groups of three or four and were not told whether they were drinking alcohol or placebo. The ordering of sessions was approximately counterbalanced. Subjects were given all tests in the evening (before and after a monitored dinner), drank prepared beverages from 8:30 p.m. to midnight, and were tested again. subjects slept 4 to 5 hr. They were awakened around 7:00 a.m., fed and asked to perform all tasks again, beginning at 8:00 a.m. (8 hr after they had finished drinking). Results showed clear deleterious effects of alcohol on the MTPB and the tracking tasks immediately following drinking. During the morning (hangover) tests, scores on the MTPB and on the static and dynamic tracking tasks showed small circadian effects (scores were better) without impairment due to the alcohol. There were no congener effects. These results offer no evidence contrary to the '8 hour rule'.</abstract>"
1980,United States,Burning Out Versus “Punching Out”,"<title>Burning Out Versus “Punching Out”</title> <abstract>""Burning out"" among air traffic controllers is the syndrome of depression, anxiety, fear of a midair collision, insomnia, and inability to function professionally with confidence. Individuals who suffer such reactions are rapidly retired for medical reasons from air traffic control work. Removal from control work generally results in a rapid abatement of the symptoms. However, it is also accompanied by a loss of initiative to return to work. Under the Federal Employment Compensation Act (FECA). air traffic controllers who are medically retired with fob related disabilities and who suffer a complete loss of earning capacity are entitled to two-thirds to three-quarters of their pay, tax free. Present procedures for disability determination seem to be naive and vulnerable to the charge of malingering and fraud, while at the same time stigmatizing those traffic controllers who are genuinely in need of disability income. © 1980 Taylor and Francis Group, LLC.</abstract>"
1980,United States,Self-concept Changes Related to War Captivity,"<title>Self-concept Changes Related to War Captivity</title> <abstract>A questionnaire was mailed to all US Air Force repatriated prisoners of the Vietnam war (POWs) still on active duty, and to matched controls, in the fall of 1976. Results were analyzed to determine long-term consequences of the war imprisonment experience. We hypothesized that individuals experiencing the greatest stress and frustration might believe they gained more psychologically than those less stressed. The questionnaire results indicated a distinct subgroup of POWs for which this was particularly true, although the subjective sense of feeling somehow “benefited” by the experience was by no means universal. This study supports the hypothesis that the subjective sense of having benefited from the experience of war imprisonment is positively correlated with the harshness of the experience. © 1980, American Medical Association. All rights reserved.</abstract>"
1979,United States,Psychiatric education in aerospace medicine,"<title>Psychiatric education in aerospace medicine</title> <abstract>In order to facilitate curriculum design for psychiatric education in aerospace medicine, three groups of physicians were surveyed: experienced flight surgeons, student flight surgeons, and psychiatrists trained in aerospace medicine. Two measures were obtained: 1) an assessment of the usefulness of particular psychiatric skills and knowledge in the practice of aerospace medicine, and 2) a rating of the clinician's abilities in these areas. Results support the primary importance of interviewing and diagnostic skills. Student flight surgeons show deficiencies in the areas of administrative knowledge and in knowledge of the impact of the flyer's environment upon his mental status. These findings link psychiatry in aerospace medicine with the emphasis on understanding the man/environment interface and on the flight surgeon's organizational function of boundary control through decisions on fitness to fly.</abstract>"
1979,United Kingdom,Hyperventilation in aircrew: A review,"<title>Hyperventilation in aircrew: A review</title> <abstract>The causes and effects of hyperventilation, relevant to the flight environment, have been reviewed and one case history is presented. Methods of investigating in-flight hyperventilation are discussed.</abstract>"
1979,Japan,Frequency analysis of heart rate variability under flight conditions,"<title>Frequency analysis of heart rate variability under flight conditions</title> <abstract>The factors causing heart rate variability (HRV) were investigated under various kinds of workloads and flight conditions. Frequency analysis of heart rate, and cross-correlation analysis with blood pressure and respiration, were performed by using the fast Fourier analyser. Consequently, the main frequency of HRV at rest consisted of 0.1 Hz and 0.25-0.3 Hz. These fluctuations disappeared under physical loads, but the value of 0.1 Hz at first increased under moderate mental load and thereafter decreased as the mental load increased. It was suggested that the behavior of the frequency 0.1 Hz under mental load was influenced partly by higher brain centers. For the actual flight, the frequency decreased under takeoff and landing, and remained as at rest during the gunnery and acrobatic training flight. It was concluded that the evaluation of workloads under flight conditions by using the analysis of the factors of HRV was very useful to improve a man-machine interface.</abstract>"
1979,,"Coping with expanding nursing practice, knowledge, and technology","<title>Coping with expanding nursing practice, knowledge, and technology</title> <abstract>Nurses utilize transcultural, transactional, systems, primary, and interdisciplinary approaches to physiological and psychosocial components of patient care. Expanded roles, as well as advances in knowledge and technology have prepared nurses for critical, specialized, primary, aerospace, and independent nursing practice. Exciting as they are, nursing's expanded roles and practices frequently contribute to the burnout and distress phenomena increasingly observed in practicing health care professionals. Causes and symptoms of the burnout distress phenomena are many and varied. Rather than utilizing crisis intervention coping techniques, preventive strategies and adaptations are suggested. This paper reviews and discusses: factors associated with burnout-distress phenomena identified in professional literature; identification of factors associated with expanded roles and practice which contribute to burnout stress; identification of factors in military and civilian air ambulance and aeromedical evacuation systems which contribute to burnout stress; and recommendations for strategies to prevent and cope with burnout distress factors.</abstract>"
1979,United States,Psychosocial modifiers of response to stress,"<title>Psychosocial modifiers of response to stress</title> <abstract>The impact of stress upon an organism is far more complex than the simple design of most stress research implies. We offer an expanded model for studying the relation of stressors to pathological outcomes, which takes into account both the adaptive capacity of the organism before the stressor occurs and the defenses marshalled in response to the stressor. The model also distinguishes among the initial responses of alarm, sustained defensive behaviors, and the relatively irreversible end- states which remain after resistance has ended. Realizing that only a multidisciplinary approach can begin to capture the wholeness of human experience, this research paradigm anticipates that stressors, adaptive capacities, defenses, alarm reactions, and pathological end-states will take place at the biological, psychological, interpersonal and sociocultural levels simultaneously and successively. Data on life change stress and psychological health outcomes gathered as part of the Air Traffic Controller Health Change Study are analyzed to illustrate the use of the model in identifying psychosocial and biological modifiers of response to stress. © Taylor and Francis Group, LLC.</abstract>"
1979,United States,"Student pilots referred to the neuropsychiatry branch, USAFSAM 1968-78: Implications for selection","<title>Student pilots referred to the neuropsychiatry branch, USAFSAM 1968-78: Implications for selection</title> <abstract>The case records of 76 student aviators referred to the Neuropsychiatry Branch of the USAF School of Aerospace Medicine during the period 1968-78 are reviewed. Demograhic and diagnostic data are provided including source of recruitment, age, marital status, aircraft flown, flying hours, and diagnostic categories. Psychophysiological categories are particularly scrutinized and cameo case histories provided. Implications for pilot selection are discussed.</abstract>"
1979,United States,Behavioral and psychological effects of microwave radiation,"<title>Behavioral and psychological effects of microwave radiation</title> <abstract>The first category of behavioral reaction to microwaves and other radiofrequency electromagnetic radiations involves responses confirmed in laboratory experiments from which a dose-response picture indicates absence of damaging effects of acute exposures (typically less than 60 minutes) at whole-body energy-dose rates below 3 mW/g. To result in this dose rate, the power density of incident radiation could be as low as 2 to 3 mW/cm2 for a small animal but would be on the order of 15 to 20 mW/cm2 for a human being. The second category treats of behavioral sequelae of indeterminate origin observed during epidemiological studies of industrial and military populations. Because of the general lack of quantitative information on intensity of ambient radiofrequency fields and because of myriad uncontrolled variables in the mundane environment, the extant epidemiological findings are the best hypotheses in need of experimental verification. The third category is that of imagined effects of radiofrequency radiations at power densities so low as to fall below the human body's rate of emitting microwave energy. Examples cited are the belief that video-display terminals emit significant quantities of microwave energy and the thesis that airline pilots have a higher than normal probability of fathering mongoloid children because of excessive exposure to microwaves. Because chronic anxiety can produce systemic disruption, propagators of imaginary hazards of microwave radiation probably generate more stress and disease in suggestible populations than the low-intensity fields to which all manner of ills are attributed.</abstract>"
1979,United Kingdom,The man-machine interface,"<title>The man-machine interface</title> <abstract>Deals with the core topic in ergonomics, the interaction of a human with a machine, with emphasis on psychological, and to some extent physiological, issues in the linkage of man to machine. This topic is divided into a discussion of displays and controls. In particular, the design of computer displays and of air traffic controls are dealt with.</abstract>"
1979,,The early development of aviation medicine in the United States.,<title>The early development of aviation medicine in the United States.</title> <abstract>[No abstract available]</abstract>
1979,United States,On the Evaluation of Training Devices,"<title>On the Evaluation of Training Devices</title> <abstract>The theme of the paper is ways of evaluating flight simulators for aircrew training. The transfer of training experiment and the rating method are the two present-day ways of evaluating the worth of a simulator. The transfer experiment requires the trainee to practice in the simulator and then be tested in the parent aircraft to demonstrate the training value of the simulator. The rating method requires the pilot to be experienced in the parent aircraft and to rate the simulator for similarity to the aircraft. If similarity is high, the training value is assumed to be high. Arguments are presented that both of these methods are flawed. It is contended that a simulator, or any other system, need not necessarily be tested if it is based on reliable scientific laws and the success of other systems, based on the same laws, has been high. Good laws produce accurate prediction, and when outcome can be predicted it is redundant to conduct a system evaluation. With uncertainty about laws, the requirement for system testing increases. The psychological principles underlying simulators are reviewed. © 1979, Human Factors and Ergonomics Society. All rights reserved.</abstract>"
1979,United States,Physiological Measures of Aircrew Mental Workload,"<title>Physiological Measures of Aircrew Mental Workload</title> <abstract>Physiological measures of aircrew mental workload were divided into fourteen specific classes. Each class was then summarized in terms of background, applications, and implications for research and implementation. It is concluded that several physiological measures appear promising, but that more research is needed to provide convincing evidence of viability. Physiological techniques can, however, be combined with other workload assessment techniques to provide a more complete understanding of the workload associated with given aircrew tasks. © 1979, Human Factors and Ergonomics Society. All rights reserved.</abstract>"
1979,Spain - United States,Short-Term Memory Factors in Ground Controller/Pilot Communication,"<title>Short-Term Memory Factors in Ground Controller/Pilot Communication</title> <abstract>Communication between ground controllers and pilots was simulated in a short-term memory task in order to explore sources of memory errors in the air traffic control system. As expected from prior short-term memory research, two major determinants of error probability were (1) amount of information that the pilot has to process in a given time and (2) retention interval between the time information is transmitted from the controller and the time it is acted on (recalled) by the pilot. Additionally, the manner of encoding numerical information was varied. The result of this manipulation indicated that, as suggested by recent research in cognitive psychology, the current information-encoding scheme has substantial room for improvement in terms of minimizing memory failure. © 1978, Human Factors and Ergonomics Society. All rights reserved.</abstract>"
1979,United States,Morbidity experience of air traffic control personnel - 1967-77,"<title>Morbidity experience of air traffic control personnel - 1967-77</title> <abstract>The morbidity experience of 28,086 air traffic controllers has been examined from 1967-77 with particular emphasis to the potential effects of job demands on ATC health. The morbidity experience of air traffic controllers does not appear excessive, except for psychoneurotic disorders, compared with the experience of other outside groups studies. Additionally, a lack of association between disease occurrence and occupation is observed in the data correlation disease occurrence with length of service and age. While some isolated trends found in these data are supportive of an occupation/disease relationship, they are neither - as would expected if the association were a strong one - impressive nor consistent. Although anticipated empirically, one of the more interesting results of the study was quantifaction of the substantial differences found to exist in the incidence of disease before and after the second-career legislation.</abstract>"
1979,United Kingdom,Review of stress in air traffic control: its measurement and effects,<title>Review of stress in air traffic control: its measurement and effects</title> <abstract>A large number of investigations have been conducted into air traffic control stress by researchers from different disciplines. This paper attempts to draw together this work by examining the methodologies and interpretations that have been used. The purpose of this approach is to highlight the research gaps in the area and to emphasize the need for greater interdisciplinary cooperation in the measurement and interpretation of air traffic control stress.</abstract>
1979,United States,Vasovagal syncope in aircrew psychosocial aspects,"<title>Vasovagal syncope in aircrew psychosocial aspects</title> <abstract>Twenty-four aircrew members with the diagnosis of vasovagal syncope were compared to 26 controls on variables of personality characteristics, psychosocial antecedents to the onset of their conditions, and hyperventilation experience. The syncope group was found to be younger, slightly less adaptable, and to have significantly more negative feelings about their work. The authors argue that syncope in aircrew should be considered from a psychosocial perspective as well as from a medical-neurological perspective. © 1979 by The Williams & Wilkins Co.</abstract>"
1978,,Sensorial aspects of helicopter operations,"<title>Sensorial aspects of helicopter operations</title> <abstract>As components of physical and psychic workload in the piloting of helicopters, and therefore as possible concurrent pathogenetic factors of operational fatigue in helicopter aircrews, the author examines and analyzes the effects of some sensorial phenomena related to the use of such rotor-powered aircraft. Particularly acoustic and non-acoustic vibrations associated with flying this type of vehicle are discussed as to their action not only on the auditory apparatus, but also on the function of other apparatuses of the central nervous system, with special reference to the effects exerted by vibratory motions on visual function. Another problem taken into consideration is the disorientation that, particularly during helicopter flights, the pilot may experience whenever there is a conflict between his own sensorial evaluations and the information supplied by the instruments. In helicopter operations this problem becomes far more serious than in the case of conventional fixed-wing aircraft, since accelerations may occur simultaneously along all three of the aerodynamic axes of the vehicle, so that it is possible for the pilot to experience more frequently environmental and coenesthetic situations that are ambiguous from both the visual and vestibular standpoints: this may sometimes produce flight accidents. Finally the author examines the means that might be employed for the purpose of ascertaining and identifying functional changes and possibly preventing negative effects produced by the above-mentioned sensorial phenomena, in order to attain a higher degree of flight safety in helicopter operations as a result of the prevention of flight accidents due to the human factor.</abstract>"
1978,Japan,Evaluation method of mental workload under flight conditions,"<title>Evaluation method of mental workload under flight conditions</title> <abstract>In order to analyze the relationship between heart rate variability (HRV) and the flight tasks of pilots, HRV of various mental and physical work stresses were investigated. For the physical stress on the treadmill, S.D. of heart rate sequence showed a minimum value at medium stresses and remained there until the maximum stress. However, the centrifuge acceleration test presupposed special physical stresses, and S.D. was almost same as the resting findings. In the tracking tasks, which presupposed maximum interpretative actions, the S.D. increased a greater amount than for resting results. Consequently, preflight checks and level flight phases presuppossed medium interpretative actions and mental stress with reserve capacity. Takeoff and landing phases were considered as both high interpretative action and high emotional stress situations. Acrobatic and gunnery training flight phases were considered physical load, strong interpretative actions, and emotional stress tasks.</abstract>"
1978,United States,Case report of an obsessive-compulsive personality: A precursor to accident proneness,"<title>Case report of an obsessive-compulsive personality: A precursor to accident proneness</title> <abstract>The social/physiological/psychological review of an aircraft accident involving input of incorrect controls and low-altitude ejection of a student naval aviator enlightened the investigators as to maybe a not-so-uncommon problem, accident proneness resulting from an obsessive-compulsive nonpsychotic personality. Review of the pilot's history reflected a perfectionist attitude since childhood with continuous associated near-serious accidents. Flight training revealed occurrences of over-correction, channelized attention, and denial of errors. With the demands of Naval Aviation that spurs the growth of the perfectionist, normal/abnormal parameters of obsession-compulsion as they present themselves must be cautiously examined.</abstract>"
1978,United States,Comparison of the vigilance performance of men and women using a simulated radar task,"<title>Comparison of the vigilance performance of men and women using a simulated radar task</title> <abstract>The present study examined the question of possible sex differences in the ability to sustain attention to a complex monitoring task requiring only a detection response to critical stimulus changes. The visual display was designed to approximate a futuristic, highly automated air traffic control radar display containing computer-generated alphanumeric symbols. There were 26 men and 26 women tested, each over a 2-h session. Sixteen targets appeared on the screen at all times, with 10 signals (a designated change in the alphanumerics) randomly presented during each 0.5 h of the test session. Detection latency to the signals increased significantly during the session, but there was no evidence of any significant differences between the sexes in the magnitude or pattern of this increase. The results are discussed in terms of a general decline in alertness that was apparently equal for both sexes.</abstract>"
1978,United Kingdom,Workload and fatigue - in-flight EEG changes,"<title>Workload and fatigue - in-flight EEG changes</title> <abstract>Continuous recordings were made of the EEG and ECG of one pilot during a series of instrument flights in a feeder-type transport aircraft. The flights were arranged to contain epochs of distinctly differing levels of workload. In addition, some flights were made after a night of sleep deprivation and others were made as the second and third flights of the day. Subjectively, there appeared to be marked differences in performance between the two types of tired flight. The EEG analyses showed changes that correlated well with differences in workload. In the highest workload areas during fresh flights, EEG activity increased by approximately a factor of 4 over that of the preflight resting values. This large increase did not occur in the tired flights. Further experiments are planned using flights in aircraft and in simulators using several subjects.</abstract>"
1978,United States,Use of path models to study a precareer air traffic control training program,"<title>Use of path models to study a precareer air traffic control training program</title> <abstract>Past studies have demonstrated that women and minorities are less likely to be selected as FAA air traffic controllers than are nonminority men and, when selected, are less likely to be successful. One major reason for this is that women and minorities have less aviation-related background experience. In response to this need the '150' Predevelopmental program was begun to give those selected for the program a 1-year orientation to aviation and air traffic control prior to FAA Academy training. The purpose of this research was to study the unique relationship between Predevelopmental training and Academy success. Since random selection and/or assignment of subjects to the Predevelopmental program is not feasible and a matching control group was not available, traditional research methods and statistical analyses were not appropriate. Consequently, path analysis was employed where derived significant relationships were considered simultaneously to determine the unique relationship between Predevelopment training and Academy success. The path models indicated that Predevelopmental training overall does significantly enhance a trainee's potential for Academy success with a possible differential effect according to minority status. This study demonstrates that path models can be used to considerable utility in assessing special aviation-related training programs.</abstract>"
1978,United States,Longevity in military pilots: 37-year followup of the Navy's '1000 aviators',"<title>Longevity in military pilots: 37-year followup of the Navy's '1000 aviators'</title> <abstract>The 37-year nonmilitary mortality rate for initially healthy aviators was determined in a followup grogram on the U.S.Navy's '1000 Aviator' cohort. Of the 800 survivors of World War II and the Korean conflict, 95 were found to have died from nonmilitary causes over this followup period. This is markedly less than the 208 that would be expected from a random sample of white American men over a similar period (p<0.005). It is also significantly less than the 143 that would have been expected from a group of men who had passed an initial insurance physical (p<0.005). Lower-than-expected death rates occurred in all three major categories of cause of death in this age group: cardiovascular, neoplastic, and accidental. The generally good socioeconomic background, the positive genetic influence of long-lived parents, the above average intelligence, and the health and fitness of the military aviator are all thought to be factors contributing to this increased longevity.</abstract>"
1978,United States,Objective assessment of prior air traffic control-related experience through the use of an occupational knowledge test,"<title>Objective assessment of prior air traffic control-related experience through the use of an occupational knowledge test</title> <abstract>The Occupational Knowledge Test (OKT) 101-B was administered to 784 air traffic control trainees who entered the FAA Academy's 16-week training course in 1976. All trainees completed the nonradar laboratory portion of the training and, in addition, completed a preemployment questionnaire. Based on responses to the questionnaire, the trainees were assigned to one of three experience groups, corresponding to groups given credit for experience using Civil Service Commission (CSC) selection procedures. It was found that the OKT was highly correlated with experience (r=0.64) and, in addition, had a higher correlation with successful completion of the nonradar lab than did experience (r = 0.25 vs. 0.12). It was determined that use of an OKT score of 75 or above to assign extra credit would result in a failure rate of 3.1% for those receiving credit, while use of the current experience scale would result in a failure rate of 7.6% for those receiving extra credit on the CSC selection battery. The results held up for a cross-validation sample of 432 trainees who entered the Academy during 1977. Based on the results, it is recommended that an OKT score of 75 or above be used to assign extra credit for experience in the selection of air traffic controllers.</abstract>"
1978,United States,Behavior therapy and the treatment of flight phobia,"<title>Behavior therapy and the treatment of flight phobia</title> <abstract>Research since 1960 was reviewed to compare the relative efficacy of behavior therapy and other therapy modalities in the treatment of flight phobias in trained military aircrew, commercial flight crews, and civilian air travellers. Results indicated that treatment programs involving behavior therapy techniques appeared to have a higher success rate than treatment programs not involving these techniques, especially in cases of focal fear with acute onset under stressful conditions. Other conditions for optimal outcome are outlined and hypotheses for a more programmatic research effort discussed.</abstract>"
1978,United States,Task-specific simulator pretraining and in-flight stress of student pilots,"<title>Task-specific simulator pretraining and in-flight stress of student pilots</title> <abstract>Student pilots (n = 20) were assigned to experimental and control groups. The experimental group received 80 min of highfidelity, task-specific simulation prior to exposure to the initial power-on stall and spin recovery lesson unit in T-37 pilot training. Both experimental and control groups received orientation simulator experience not related to the aircraft spin series. Catecholamine excretion patterns indicated that the initial power-on stall and spin recovery lesson unit resulted in a pronounced stress response in both groups. A statistically significant difference in the norepinephrine/epinephrine ratio was found to exist between the experimental and control groups. It was concluded that task specific simulator pretraining resulted in an altered stress response characterized by lower arousal and greater mental work than was evidenced in the control group.</abstract>"
1978,United States,Inflight measurement of pilot workload: A panel discussion,"<title>Inflight measurement of pilot workload: A panel discussion</title> <abstract>A group of U.S. scientists engaged in inflight measurements of pilot workload discussed the problems and aspects of workload; the techniques used for inflight measurements; the various workload models, such as design-oriented, operational, psychological, and physiological concepts; different experimental approaches; and experiences, results and further plans, during the 48th Annual Scientific Meeting of the Aerospace Medical Association in Las Vegas, Nv, on May 10, 1977. The contributions by the chairman and the five panel members are summarized.</abstract>"
1978,,Pilot beware!,<title>Pilot beware!</title> <abstract>[No abstract available]</abstract>
1978,United States,Prevalence of Depression Over a 12-Month Period in a Nonpatient Population,"<title>Prevalence of Depression Over a 12-Month Period in a Nonpatient Population</title> <abstract>A nonpatient population of air traffic controllers, all of whom remained employed during the observation period, was examined monthly for one year for level of depression using the Zung Self-Rating Depression Scale. The average monthly prevalence of depression was 9.1%, with 7.0% at the symptom level, 1.9% at a level comparable to outpatients, and 0.2% with moderately severe levels. These figures were generally similar to those for other reported population groups, although exact comparisons were difficult because of the preselection for health in this population. Two patterns of depression were observed. One was characterized by an acute, episodic symptomatology returning to nonsymptomatic levels for most of the year, similar to Research Diagnostic Criteria (RDC) category “episodic minor depressive disorder.” The other showed a chronic, fluctuating course with significant depressive symptomatology over half the year, similar to RDC category “chronic and intermittent minor depressive disorder.,” © 1978, American Medical Association. All rights reserved.</abstract>"
1978,United States,"Objective job difficulty, behavioural response, and sector characteristics in air route traffic control centres","<title>Objective job difficulty, behavioural response, and sector characteristics in air route traffic control centres</title> <abstract>Two thousand observations on 47 radar sectors in Boston and New York were used to determine the principal behavioural stressors in the air traffic control environment. Predictor variables included peak traffic. mean airspeed, sector area, sector type, radio-communication time, and theoretically derived control load factors. Expert observers rated the degree of activity and behavioural arousal of ATCs working the 47 radar sectors at the same time the objective measures were made. These ‘pace’ ratings were signficantly related to peak traffic count and duration of radio-communications. The control load factors were not related to behavioural responses. Statistical analyses indicated several refinements for the definition and measurement of the control load factors. For example, airspace control load was reliably estimated by sector type and number of transitioning planes, while co-ordination control load was most appropriately estimated by duration of radio-communications ' These results suggested that estimations of workload may be made by a relatively few objective measures, and that at least one estimate of individual’s behavioural responses, i.e. pace ratings, can be predicted by peak traffic counts. © 1978 Taylor & Francis Group, LLC.</abstract>"
1978,United States,Objective Workload and Behavioural Response in Airport Radar Control Rooms,"<title>Objective Workload and Behavioural Response in Airport Radar Control Rooms</title> <abstract>Previous research indicated that peak traffic and the duration of radio-communications were good predictors of behavioural response of air traffic controllers working in air route traffic control centres. In this study we investigated if these two measures of workload were generalisable to controllers (ATCs) working in radar facilities serving major airports. 3,110 observations were made on radar sectors at the 13 major radar control rooms in the U.S.A. A large number of air traffic variables and communication tasks were measured. Behavioural ratings were made by expert-observer ATC's. The results replicated previous findings that peak traffic and the duration of radio-communications functioned as behavioural stressors. Time monitoring and stand-by time also were found to predict behavioural responses. Careful consideration of these and other results led to the conclusion that peak traffic is the most generalisable environmental stressor for ATC's behaviour whereas the other workload measures are more correctly viewed as concomitants of the demand characteristics of ATC work. © 1978 Taylor & Francis Group, LLC.</abstract>"
1978,France,The regulation of working methods as a function of work-load among air traffic controllers,"<title>The regulation of working methods as a function of work-load among air traffic controllers</title> <abstract>A series of field studies among air traffic controllers is reviewed. It largely concentrated on regulatory aspects of operational behaviour, using a model based on the concept of ‘ economy ’ in the individual’s selection of operating procedures. Attention is directed at processes involving reasoning, the receipt and transmission of information, and the division of tasks between controllers at the same station. The basic hypothesis, which is supported by numerous data, is that for a given task and a given controller certain operating procedures are less costly than others; that is, they generate lower levels of load. These procedures will therefore be more and more employed as work demand increases, together with the relaxation of certain, self-imposed, qualitative criteria. This regulatory feedback between work-load and operating methods is used by the controller to avoid the abrupt onset of overload conditions and to delay satiation. For the investigator, these progressive changes in operating procedure can provide indirect indices of load. Several ergonomic consequences of this approach for system design are discussed. © 1978 Copyright Taylor & Francis Group, LLC.</abstract>"
1978,United States,Physiological and psychological effects of heat stress simulating cockpit conditions,"<title>Physiological and psychological effects of heat stress simulating cockpit conditions</title> <abstract>It is generally accepted that physiologically tolerable heat stress can adversely affect human performance, but it is difficult to predict the impact of a specific environment. Experiments were designed to determine the effects of thermal conditions similar to those occurring in aircraft cockpits in warm climates, where both high air temperatures and radiant heat play important roles. Subjects (n=13) were exposed to heat for 2 h, had a 30-min break, then repeated the exposure. Conditions were T(db)=35°C and T(wb)=26°C, with or without use of infrared lamps which raised globe temperature to 47°C. Measurements included skin, rectal, and esophageal temperatures, heart rate, weight loss, and hematocrit. Subjective Fatigue Estimates (SFE) and Repetitive Psychometric Measures (RPM) were performed before, during, and after each heat stress. Both thermal conditions were physiologically compensable but induced marked subjective fatigue and altered the learning curve for some subtests of the RPM. Similar conditions in aircraft can be associated with impaired performance, particularly in new or emergency situations.</abstract>"
1978,Sweden,Aerobiology: Its international and interdisciplinary significance,"<title>Aerobiology: Its international and interdisciplinary significance</title> <abstract>Aerobiology is an interdisciplinary subject, with many different aspects, applications and potentials. The dispersal of pathogenic aerospora over short or long distances, their deposit and impact on plants, animal and man, may cause serious diseases and considerable economic loss. Under the title of aerobiology, we are engaged in bringing together the variety of specialists needed for the solution of biological problems involving atmospheric transport.</abstract>"
1978,United Kingdom,Stress and workload in pilots,"<title>Stress and workload in pilots</title> <abstract>Several studies have highlighted the increase in physiological activity which occurs in pilots during flight and especially during takeoffs and landings. For example, it has been clearly demonstrated that pilots' heart rates increase during the landing approach to reach a peak at or just before touchdown. These changes have been attributed to workload and to psychological or emotional stress. This paper examines a number of test pilots' heart rate responses recorded during various flight trials involving different types of aircraft. Examples include ramp takeoffs in a VTOL fighter, automatic landings in fog, supersonic flight through monsoon rain, and a sortie in which the pilot developed acute appendicitis. It is concluded that heart rate responses in experienced pilots are influenced almost entirely by workload-related factors and not by emotional stressors, such as risk and anxiety. Because of the emotional overtones of the word 'stress', it is suggested that the term workload should be used when referring to the reason for increased cardiovascular activity in pilots.</abstract>"
1978,United States,Speech intelligibility through communication headsets for general aviation,"<title>Speech intelligibility through communication headsets for general aviation</title> <abstract>Word discrimination was measured on eight general aviation pilots listening alternately through each of three communication headsets and an aircraft loudspeaker in the presence of light aircraft noise. Each subject listened at the speech intensity designated by him as yielded optimal intelligibility. Performance varied directly with the degree of attenuation provided by the headset. Mean intelligibility scores ranged from 73% through the loudspeaker to 92% through two of the headsets, although retesting through the loudspeaker at a higher signal level improved mean scores to 85%. Articulation functions obtained on four normally hearing listeners tested under the same conditions as the pilots revealed that, for situations when little or no attenuation was available (loudspeaker and one headset), greater signal-to-noise ratios were necessary to allow discrimination equivalent to that obtained under conditions of greater noise attenuation (two headsets). Although good intelligibility could be achieved through the loudspeaker given sufficient signal intensity (>100 dB SPL) some pilots preferred lower levels even though discrimination was reduced.</abstract>"
