year,country,title,doc
2007,United States,Situational awareness in the operating room: a primer for the anesthesiologist,"<title>Situational awareness in the operating room: a primer for the anesthesiologist</title> <excerpt>The concept of situational awareness (SA) is well known in the field of aviation, human factors and psychology. Understanding of its importance in the daily practice of anesthesiology is beginning to appear.</excerpt>"
2007,United Kingdom,Psychological factors in airline passenger and crew behaviour: A clinical overview,<title>Psychological factors in airline passenger and crew behaviour: A clinical overview</title> <excerpt>Air travel places unique physical and psychological demands on the traveller and air crew. This paper presents a general overview of the psychological aspects of air travel and specifically how air travel affects airline passenger and crew behaviour.</excerpt>
2007,Iceland,"Self-assessed occupational health and working environment of female nurses, cabin crew and teachers","<title>Self-assessed occupational health and working environment of female nurses, cabin crew and teachers</title> <excerpt>Aim: The aim of this study was to describe and compare the self-assessed occupational health among female nurses, cabin crew and teachers, in relation to their working environment. Background: Similarities between the three occupations, ie predominantly female and service-oriented, render them interesting in comparison with respect to health and working environment.</excerpt>"
2007,Pakistan - Sweden,Memory performance during G exposure as assessed by a word recognition task,"<title>Memory performance during G exposure as assessed by a word recognition task</title> <excerpt>Background: Pilots of modern fighter aircraft are exposed to substantial physiological and mental stressors. The objective of this study was to investigate how memory performance, in terms of encoding and/or retrieval processes, was affected by sustained +Gz exposure.</excerpt>"
2007,United Kingdom,Color coding of control room displays: The psychocartography of visual layering effects,"<title>Color coding of control room displays: The psychocartography of visual layering effects</title> <excerpt>Objective: To evaluate which of three color coding methods (monochrome, maximally discriminable, and visual layering) used to code four types of control room display format (bars, tables, trend, mimic) was superior in two classes of task (search, compare). Background: It has recently been shown that color coding of visual layers, as used in cartography, may be used to color code any type of information display, but this has yet to be fully evaluated.</excerpt>"
2007,Australia,How time flies: A study of novice skydivers,"<title>How time flies: A study of novice skydivers</title> <excerpt>Although time distortion is commonly reported during a traumatic experience, there is little research addressing the phenomenon. This study investigated the role of affect in time perception in a very stressful experience by indexing novice tandem skydivers' (N = 76) levels of fear and excitement before the skydive and soon after landing.</excerpt>"
2007,United States,Comparing cognitive models and human behavior models: Computational tools for expressing human behavior,<title>Comparing cognitive models and human behavior models: Computational tools for expressing human behavior</title> <excerpt>This paper introduces two different methods for expressing human behavior in computational terms. Cognitive models are designed to capture and express low-level details of human behavior and typically emphasize prediction and generality.</excerpt>
2007,Israel,Bruxism in military pilots and non-pilots: Tooth wear and psychological stress,"<title>Bruxism in military pilots and non-pilots: Tooth wear and psychological stress</title> <excerpt>Background: Bruxism is the diurnal or nocturnal para-functional habit of clenching or grinding the teeth and affects 5-10% of the general western population. Bruxism can cause pain and irreversible damage to the teeth, periodontium, masticatory muscles, and temporo-mandibular joint.</excerpt>"
2007,United States,Designing for flexible interaction between humans and automation: Delegation interfaces for supervisory control,"<title>Designing for flexible interaction between humans and automation: Delegation interfaces for supervisory control</title> <excerpt>Objective: To develop a method enabling human-like, flexible supervisory control via delegation to automation. Background: Real-time supervisory relationships with automation are rarely as flexible as human task delegation to other humans.</excerpt>"
2007,United States,Predicting dual-task performance with the Multiple Resources Questionnaire (MRQ),<title>Predicting dual-task performance with the Multiple Resources Questionnaire (MRQ)</title> <excerpt>Objective: The objective was to assess the validity of the Multiple Resources Questionnaire (MRQ) in predicting dual-task interference. Background: Subjective workload measures such as the Subjective Workload Assessment Technique (SWAT) and NASA Task Load Index are sensitive to single-task parameters and dual-task loads but have not attempted to measure workload in particular mental processes.</excerpt>
2007,United States,Some lasting consequences of US Psychology Programs in World Wars I and II,"<title>Some lasting consequences of US Psychology Programs in World Wars I and II</title> <excerpt>Applied research in psychology not only has contributed directly to societal advances but often has fostered basic research as well. Prominent examples are die programs directed by Yerkes in World War I to develop the Army Alpha test and several programs in World War II, including The American Soldier diat assessed soldiers' attitudes during the war; a program for selecting agents for the Office of Strategic Services; and the Aviation Psychology Program to select and classify applicants for flight training in the Army Air Forces.</excerpt>"
2007,New Zealand,"New Zealand, new life.","<title>New Zealand, new life.</title>"
2006,Germany - United States,Abilities and skill acquisition: A latent growth curve approach,"<title>Abilities and skill acquisition: A latent growth curve approach</title> <excerpt>The relationship between abilities and skill acquisition has been the subject of numerous controversies in psychology. However, while most researchers implicitly or explicitly accept the idea that abilities and skill acquisition should be related, empirical research has failed to provide evidence for a consistently strong correlation between the two constructs.</excerpt>"
2006,Turkey,In-cabin noise levels during commercial aircraft flights,"<title>In-cabin noise levels during commercial aircraft flights</title> <excerpt>Air transport is one of the most commonly used mode of transportation and hence passenger comfort is highly desirable. Aircraft interior noise is important, especially in long-term flights, concerning the health, comfort, and psychological wellness of both passengers and flight crew.</excerpt>"
2006,United States,Pilot medical history and medications found in post mortem specimens from aviation accidents,<title>Pilot medical history and medications found in post mortem specimens from aviation accidents</title> <excerpt>Introduction: Federal Aviation Administration (FAA) regulations require pilots to report all medications and medical conditions for review and consideration as to the overall suitability of the pilot for flight activities. Methods: Specimens were collected by local pathologists from aviation accidents and sent to the Bioaeronautical Sciences Research Laboratory for analysis.</excerpt>
2006,Iceland,"Lifestyle, harassment at work and self-assessed health of female flight attendants, nurses and teachers","<title>Lifestyle, harassment at work and self-assessed health of female flight attendants, nurses and teachers</title> <excerpt>Health-related lifestyle, harassment at work, and self-assessed health of female flight attendants in comparison to that of female nurses and female primary school teachers were surveyed. A higher proportion of flight attendants than nurses or teachers were smokers, 26% vs 15% and 17% respectively; and consumed alcohol at least once a week, 40% vs 21% and 16%.</excerpt>"
2006,Australia,An examination of the dynamic relationship between self-efficacy and performance across levels of analysis and levels of specificity,<title>An examination of the dynamic relationship between self-efficacy and performance across levels of analysis and levels of specificity</title> <excerpt>This research used resource allocation theory to generate predictions regarding dynamic relationships between self-efficacy and task performance from 2 levels of analysis and specificity. Participants were given multiple trials of practice on an air traffic control task.</excerpt>
2006,United States,Fatigue and related human factors in the near crash of a large military aircraft,"<title>Fatigue and related human factors in the near crash of a large military aircraft</title> <excerpt>Introduction: During approach to a remote island location, a U.S. Air Force heavy-airlift aircraft was flown into an aerodynamic stall, resulting in the loss of more than 4000 ft of altitude, with the crew recovering the aircraft just before impact would have occurred.</excerpt>"
2006,United Kingdom,Prevalence of fatigue among commercial pilots,"<title>Prevalence of fatigue among commercial pilots</title> <excerpt>Background: Short-haul pilots have largely been neglected in studies of fatigue, sleep loss and circadian disruption created by flight operations, but anecdotal evidence from pilots suggests that with the increasing amount of low-cost air travel, commercial pilots working short-haul operations may be becoming seriously fatigued. Aims: This study attempted to ascertain how much subjective fatigue short-haul pilots reported, and makes comparisons between low-cost and scheduled airline pilots.</excerpt>"
2006,United States,A cognitive blueprint of collaboration in context: Distributed cognition in the psychiatric emergency department,<title>A cognitive blueprint of collaboration in context: Distributed cognition in the psychiatric emergency department</title> <excerpt>Objective: The complex cognitive processes that underlie human performance in 'messy' contexts such as critical care medicine suggest a need for a cognitive model with broad scope to support the understanding of error in such domains. The objective of this research is to characterize the cognition that underlies patient care in the domain of emergency psychiatry in order to enhance the understanding of error in this context.</excerpt>
2006,United States,Overcoming barriers to patient safety,"<title>Overcoming barriers to patient safety</title> <excerpt>▶ The IOM Report Keeping Patients Safe outlined five trouble spots leading to patient safety concerns on nursing units: unclear unit values, the fear of punishment for errors, the lack of systematic analysis of mistakes, the complexity of the work, and inadequate teamwork. ▶ When observing high reliability organizations (HROs), like air traffic control centers or nuclear power plants, a ""culture of safety"" transcends the culture and operations to manage unexpected events in a manner that minimizes fatal errors.</excerpt>"
2006,United States,PTSD reactions and coping responses of American Airlines flight attendants who were former employees of Trans World Airlines: Further support of a psychological contagion effect,"<title>PTSD reactions and coping responses of American Airlines flight attendants who were former employees of Trans World Airlines: Further support of a psychological contagion effect</title> <excerpt>Previous findings comparing the psychological reactions and functional coping of East Coast- and West Coast-based American Airlines (AA) flight attendants after the attacks on September 11 provide support for a psychological contagion phenomenon (Lating, Sherman, Lowry, Everly, & Peragine, 2004). The purpose of this investigation was to expand these results by creating an additional comparison group consisting of current AA flight attendants not working on either the East Coast or the West Coast and who were also previously working for Trans World Airlines (TWA) before AA took over operating authority in April 2001.</excerpt>"
2006,United States,Risk factors associated with work-related musculoskeletal disorders among female flight attendants: using a focus group to prepare a survey.,"<title>Risk factors associated with work-related musculoskeletal disorders among female flight attendants: using a focus group to prepare a survey.</title> <excerpt>In preparation for surveying female flight attendants about work-related musculoskeletal disorder risk factors and symptoms, a focus group study was completed with members of the target population. The aims of this study were to ensure completeness of a previously developed list of physically strenuous job tasks performed by female flight attendants and assess the clarity, appropriateness, and applicability of existing self-reported measures to be used in the survey.</excerpt>"
2006,Japan,Hormonal responses of pilots to training flights: The effects of experience on apparent stress,"<title>Hormonal responses of pilots to training flights: The effects of experience on apparent stress</title> <excerpt>Introduction: The levels of urinary noradrenaline (NAd), adrenaline (Ad) and salivary cortisol (Cor) were determined in student and instructor pilots during Phase 1 (training with propeller engine; PH1), and Phase 2 (training with jet engine; PH2) flight training. Methods: The subjects in PH1 were 30 students and 33 instructors, and in PH2 were 17 students and 15 instructors.</excerpt>"
2006,United States,Positive psychological outcomes of spaceflight: An empirical study,<title>Positive psychological outcomes of spaceflight: An empirical study</title> <excerpt>Introduction: Anecdotes from astronauts and cosmonauts suggest that spaceflight can be an enriching experience with enduring positive effects. These positive mental health effects may help protect flight crews from the psychological stress inherent in such high-risk missions.</excerpt>
2006,United States,Cutaneous psoriasis in a military flight surgeon,"<title>Cutaneous psoriasis in a military flight surgeon</title> <excerpt>Cutaneous psoriasis is a common, non-infectious, hyperproliferative, papulosquamous, inflammatory skin disease whose pathogenesis is unknown. The course of psoriasis is typically chronic and unpredictable.</excerpt>"
2006,United Kingdom,"No pain, no gain: pain behaviour in the armed forces.","<title>No pain, no gain: pain behaviour in the armed forces.</title> <excerpt>Pain is a unique phenomenon that is difficult to express and is influenced by many different factors, including cultural expectations. A dichotomy exists within the British Armed Forces between pain being seen as necessary--the ""no pain, no gain"" view--and the opposite image of stoical service personnel who suppress their emotions--the ""roughie-toughie"" image.</excerpt>"
2006,Ukraine,Psychological aspects of ensuring flight safety in civil aviation,<title>Psychological aspects of ensuring flight safety in civil aviation</title> <excerpt>The article considers issues relating to the system of continuous professional training of aviation specialists and formulates fundamental prerequisites of psychological endurance reliability of aircrews in terms of flight safety problems. Analysis is given of factors affecting the efficiency of the “pilot–airplane” interactive system.</excerpt>
2006,Italy,Self perceived health and mental health among women flight attendants,"<title>Self perceived health and mental health among women flight attendants</title> <excerpt>Aims: The authors investigated associations of work related risk factors with self perceived health as less than ""good"" and psychological distress among Italian women flight attendants. Methods: The authors conducted a cross sectional survey on health and mental health among 1955 former and current flight attendants, using a postal questionnaire.</excerpt>"
2005,China - United Kingdom,Aeronautical decision making: Instructor-pilot evaluation of five Mnemonic methods,<title>Aeronautical decision making: Instructor-pilot evaluation of five Mnemonic methods</title> <excerpt>Introduction: The ability to make good decisions is a critical component of pilot proficiency. Results of recent research suggest that aeronautical decision making (ADM) can be improved by training.</excerpt>
2005,China,Comparison of mental health between aircrew and ground crew at ratio of 1:1 among 122 army airmen,"<title>Comparison of mental health between aircrew and ground crew at ratio of 1:1 among 122 army airmen</title> <excerpt>Background: The training task for aircrew of army airmen is very heavy, the evaluation of flight personnel on psychological diathesis is performed to early discover and deal with corresponding questions. Objective: To compare the difference of mental health between aircrew and ground crew of army airmen and provide reference data for implementing corresponding norms.</excerpt>"
2005,United States,"Visual perception, psychomotor performance, and complex motor performance during an overnight air refueling simulated flight","<title>Visual perception, psychomotor performance, and complex motor performance during an overnight air refueling simulated flight</title> <excerpt>Introduction: Visual perception task, complex motor flight task, and psychomotor vigilance task performances were evaluated in U.S. Air Force pilots navigating a high-fidelity fixed wing jet simulator over 26.5 h of continuous wakefulness.</excerpt>"
2005,India,Aircrew ejection experience: Questionnaire responses from 20 survivors,"<title>Aircrew ejection experience: Questionnaire responses from 20 survivors</title> <excerpt>Background: Published studies on ejection have focused predominantly on the injuries sustained by aircrew and discussed their preventive measures from an aeromedical perspective. However, studies have not discussed aircrew experiences related to ejection or how they would like to advise other aircrew to successfully handle ejection as an event.</excerpt>"
2005,Australia - New Zealand,Pilot behaviors in the face of adverse weather: A new look at an old problem,<title>Pilot behaviors in the face of adverse weather: A new look at an old problem</title> <excerpt>Introduction: Weather-related general aviation accidents remain one of the most significant causes for concern in aviation safety. Previous studies have typically compared accident and non-accident cases.</excerpt>
2005,Spain,Phobic fear of flying in aircrews: Epidemiological aspects and comorbidity,<title>Phobic fear of flying in aircrews: Epidemiological aspects and comorbidity</title> <excerpt>Background: Phobic fear of flying may affect aircrew members during any phase of their flying careers. Symptoms are beyond voluntary control and may lead patients to avoid flying and seek medical advice.</excerpt>
2005,United States,Investigating linear and interactive effects of shared mental models on safety and efficiency in a field setting,"<title>Investigating linear and interactive effects of shared mental models on safety and efficiency in a field setting</title> <excerpt>Linkages between 2 types of shared mental models (SMMs) - that is, positional-goal interdependencies and cue-strategy associations - and effectiveness in an air traffic control environment were investigated. Two types of SMMs were expected to contribute uniquely, as well as interact, to predict tower safety and efficiency.</excerpt>"
2005,Australia,Travel medicine: An Australian perspective,"<title>Travel medicine: An Australian perspective</title> <excerpt>Travel medicine is emerging as a new multidisciplinary specialty area catering for an increasing number of travellers worldwide. Travel health advisers are engaged in the provision of pre-travel health advice, chemoprophylaxis against travel-related diseases, traveller's medical kits, and post-travel assessments and eradication treatment for various travel-related diseases.</excerpt>"
2005,"Korea, Republic of",The effect of job stress and lifestyle on blood lipid levels in male aircrew personnel.,"<title>The effect of job stress and lifestyle on blood lipid levels in male aircrew personnel.</title> <excerpt>INTRODUCION: Cardiovascular disease has the potential to lead to sudden in-flight incapacitation and permanent grounding. The aims of this study are to examine the relationships between lifestyle, job stress and blood lipid levels of male aircrew personnel of a Korean airline and to identify which factors influence their hyperlipidemia.</excerpt>"
2005,United Kingdom,The psychological morbidity of military healthcare workers.,<title>The psychological morbidity of military healthcare workers.</title> <excerpt>OBJECTIVE: To measure the probable prevalence of psychological morbidity in military healthcare professionals using the General Health Questionnaire 28. RESULTS: 21 (35%) of military healthcare workers showed psychological ill health.</excerpt>
2005,United Kingdom,Personal experience of aeromedical evacuation of patients in the Balkans.,<title>Personal experience of aeromedical evacuation of patients in the Balkans.</title> <excerpt>Nurses in the Princess Mary's Royal Air Force Nursing Service (PMRAFNS) undertake a variety of different roles in providing nursing care to Armed Forces personnel wherever they may serve. One such role is the evacuation by air of sick or injured personnel.</excerpt>
2005,,This month in Aerospace medicine history--October 2004.,<title>This month in Aerospace medicine history--October 2004.</title>
2004,United States,PTSD reactions and coping responses of East Coast and West Coast American airlines flight attendants after September 11: A possible psychological contagion effect?,"<title>PTSD reactions and coping responses of East Coast and West Coast American airlines flight attendants after September 11: A possible psychological contagion effect?</title> <excerpt>Psychological reactions and functional coping of East Coast and West Coast-based flight attendants were compared after the attacks on September 11. Demographics and standardized questionnaires were sent in June 2002 to approximately 26,000 flight attendants.</excerpt>"
2004,United States,The airline lifesaver: A 17-year analysis of a technique to prompt the delivery of a safety message,"<title>The airline lifesaver: A 17-year analysis of a technique to prompt the delivery of a safety message</title> <excerpt>The Airline Lifesaver (AL) is a 13.3 cm×9.8 cm card any passenger can deliver to the attendant of a commercial airline in order to prompt the delivery of an important safety message. In particular, the AL requests the following safety-belt reminder be added to the regular announcements given at the end of the flight - ""Now that you have worn a seat belt for the safest part of your trip, the flight crew would like to remind you to buckle-up during your ground transportation."" Method: The AL card was handed to 1,258 flight attendants over a 17-year period and compliance with the request for the safety message was systematically tracked.</excerpt>"
2004,United States,Using binary logistic regression to screen candidates for instructor pilot upgrade,"<title>Using binary logistic regression to screen candidates for instructor pilot upgrade</title> <excerpt>Researchers who focus on aircrew performance and its relation to aviation safety have endeavored to understand personality traits and attributes andtheireffecton team coherence and performance. Moreover, corporate aviation departments and commercial air carriers have vested interests in hiring those applicants who have the propensity to perform effectively in a team environment.</excerpt>"
2004,Norway,Medical disqualification of 275 commercial pilots: Changing patterns over 20 years,"<title>Medical disqualification of 275 commercial pilots: Changing patterns over 20 years</title> <excerpt>Introduction: The medical requirements for commercial pilots are issued by the ICAO and the European aviation safety organization JAA. In Norway, the Aeromedical Section of the Civil Aviation Authority assesses whether pilots are medically fit to fly.</excerpt>"
2004,United States,Cardiovascular reactivity to work stress predicts subsequent onset of hypertension: The air traffic controller health change study,<title>Cardiovascular reactivity to work stress predicts subsequent onset of hypertension: The air traffic controller health change study</title> <excerpt>Objective: The hypothesis that increased blood pressure reactivity to stress is an early risk marker of hypertension was tested in a 1994 follow-up of the 1974 to 1978 Air Traffic Controller Health Change Study sample. Methods: Assessments in 1974 to 1978 included physical examinations and recordings (every 20 minutes for 5 hours) of both workload (planes within controller airspace) and blood pressure reactivity.</excerpt>
2004,United States,Verification of the change blindness phenomenon while managing critical events on a combat information display,"<title>Verification of the change blindness phenomenon while managing critical events on a combat information display</title> <excerpt>Change blindness occurs when humans are unable to detect significant changes in objects and scenes after their attention is momentarily diverted. Because change blindness is relevant in many applied settings, the current study investigated the phenomenon in the context of tasks performed by naval command and control system personnel.</excerpt>"
2004,United States,PTSD reactions and functioning of American Airlines flight attendants in the wake of September 11,"<title>PTSD reactions and functioning of American Airlines flight attendants in the wake of September 11</title> <excerpt>The authors explore the psychological reactions and functional coping responses of American Airlines (AA) flight attendants, a unique at-risk group of people in the war on terrorism, in the aftermath of the September 11 attacks. Demographic characteristics and standardized questionnaires, including the Posttraumatic Stress Disorder Checklist and the Psychotherapy Outcome Assessment and Monitoring System-Trauma Version, were sent in June 2002 to approximately 26,000 AA flight attendants.</excerpt>"
2004,Australia,"A Multilevel Analysis of Effort, Practice, and Performance: Effects of Ability, Conscientiousness, and Goal Orientation","<title>A Multilevel Analysis of Effort, Practice, and Performance: Effects of Ability, Conscientiousness, and Goal Orientation</title> <excerpt>This article examines the relationship between motivation and performance during skill acquisition. The authors used multilevel analysis to investigate relationships at within- and between-person levels of analysis.</excerpt>"
2004,Norway - United States,Personality Characteristics and Trait Clusters in Final Stage Astronaut Selection,"<title>Personality Characteristics and Trait Clusters in Final Stage Astronaut Selection</title> <excerpt>Introduction: This paper presents personality testing data from final stage applicants to the NASA astronaut program. Questions addressed include whether personality predicted final selection into the astronaut corps, whether women and men demonstrated typical gender differences in personality, and whether three characteristic clusters found in other high performance populations replicated in this group.</excerpt>"
2004,France,Mental Workload in Air Traffic Control: An Index Constructed from Field Tests,"<title>Mental Workload in Air Traffic Control: An Index Constructed from Field Tests</title> <excerpt>Background: Mental workload assessment is a recurrent issue in air traffic control (ATC). Studies of ATC have used either objective aspects, ie, numbers and distribution of aircraft, or subjective factors, such as self-imposed performance and stress levels, with mixed results.</excerpt>"
2004,United States,Distributed interactive communication in simulated space-dwelling groups,"<title>Distributed interactive communication in simulated space-dwelling groups</title> <excerpt>This report describes the development and preliminary application of an experimental test bed for modeling human behavior in the context of a computer generated environment to analyze the effects of variations in communication modalities, incentives and stressful conditions. In addition to detailing the methodological development of a simulated task environment that provides for electronic monitoring and recording of individual and group behavior, the initial substantive findings from an experimental analysis of distributed interactive communication in simulated space dwelling groups are described.</excerpt>"
2004,Italy - Romania,Integrating qualitative methods into occupational health research: A study of women flight attendants,"<title>Integrating qualitative methods into occupational health research: A study of women flight attendants</title> <excerpt>Aims: To identify possible work related sources of psychosocial stress in order to develop pertinent questionnaire items for a cross-sectional health survey of 3000 Italian women flight attendants, and to solicit suggestions on improving survey participation. Methods: Qualitative study in which 26 current and former women flight attendants participated: three focus groups of 6-7 participants each and six in-depth individual interviews.</excerpt>"
2004,Lithuania,Occupational health problems in modern work environment.,"<title>Occupational health problems in modern work environment.</title> <excerpt>Analysis of occupational health problems in Lithuania and their relation to factors of modern work environment is presented. The article analyses the health of transport workers, airlines pilots and stewards, video display terminal workers and its relation to work environment.</excerpt>"
2004,Germany,Nocturnal aircraft noise effects,<title>Nocturnal aircraft noise effects</title> <excerpt>Noise protection associated with the construction and extension of airports in the Federal Republic of Germany has been regulated by the law for protection against aircraft noise since 1971. This legislation is due for revision because of different aspects.</excerpt>
2004,Italy,The Italian Air Force rehabilitation programme for air-sickness.,"<title>The Italian Air Force rehabilitation programme for air-sickness.</title> <excerpt>Motion Sickness, or kinetosis, is a complex clinical syndrome usually classified according to the environmental situation evoking the symptoms. Among the various forms of motion sickness, air sickness has a significant impact on aircrew readiness and is often a cause for the grounding of aircrew.</excerpt>"
2004,Germany,CAMS as a tool for human factors research in spaceflight,"<title>CAMS as a tool for human factors research in spaceflight</title> <excerpt>The paper reviews a number of research studies that were carried out with a PC-based task environment called Cabin Air Management System (CAMS) simulating the operation of a spacecraft's life support system. As CAMS was a multiple task environment, it allowed the measurement of performance at different levels.</excerpt>"
2003,"Korea, Republic of",A study on the student pilot's mental workload due to personality types of both instructor and student,"<title>A study on the student pilot's mental workload due to personality types of both instructor and student</title> <excerpt>The main purpose of this paper is to provide the ideal flight crew combination for instructor and student pilots in order to enhance the flight training effects based on Myers Briggs Type Indicator (MBTI) theory. In addition to personality, various levels of flight difficulty are considered in order to investigate their potential interaction effect in terms of student pilots' mental workload measured in heart rate, altitude deviation, NASA-TLX (Task Load Index) and subjective degree of personality harmony.</excerpt>"
2003,United States,Utility of Dextroamphetamine for Attenuating the Impact of Sleep Deprivation in Pilots,"<title>Utility of Dextroamphetamine for Attenuating the Impact of Sleep Deprivation in Pilots</title> <excerpt>Introduction: Dextroamphetamine (Dexedrine®) is an effective fatigue countermeasure for use in military subject pilots who are deprived of sleep. Anecdotal reports have indicated Dexedrine (Dex) is effective in ""real world"" sustained operations, and controlled laboratory tests have yielded positive results as well.</excerpt>"
2003,"Iran, Islamic Republic of",The relief of anxiety: Comparative study - Air plane flying vs anesthesia,<title>The relief of anxiety: Comparative study - Air plane flying vs anesthesia</title> <excerpt>Background: Airplane Flying and anesthesia are both not entirely safe. Passengers and patients have the right not to be endangered during flight or anesthesia.</excerpt>
2003,"Taiwan, Province of China",Inflight workload assessment: Comparison of subjective and physiological measurements,"<title>Inflight workload assessment: Comparison of subjective and physiological measurements</title> <excerpt>Introduction: Assessment of pilot workload during flight is an important aviation safety consideration. The aim of this study was to assess inflight pilot workload using both physiological and multidimensional subjective-ratings measurements (heart rate and NASA Task Load Index, respectively), comparing relative sensitivity during the four phases of flight: take-off, cruise, approach, and landing.</excerpt>"
2003,Germany,Securing future ATM-concepts' safety by measuring situation awaerness in ATC,<title>Securing future ATM-concepts' safety by measuring situation awaerness in ATC</title> <excerpt>A radical change in air traffic management (ATM) is required. New concepts implemented with a view to increasing capacity and efficiency should at least be safety-neutral.</excerpt>
2003,United States,Effects of Deliberate Practice on Crisis Decision Performance,<title>Effects of Deliberate Practice on Crisis Decision Performance</title> <excerpt>This study examined the impact of deliberate practice on pilot decision making in once-in-a-career crisis decision scenarios. First we explored the impact of deliberate practice on pilot decision-making performance for crisis flying scenarios that had been practiced in their entirety.</excerpt>
2003,United States,Operator Functional State Classification using Multiple Psychophysiological Features in an Air Traffic Control Task,<title>Operator Functional State Classification using Multiple Psychophysiological Features in an Air Traffic Control Task</title> <excerpt>We studied 2 classifiers to determine their ability to discriminate among 4 levels of mental workload during a simulated air traffic control task using psychophysiological measures. Data from 7 air traffic controllers were used to train and test artificial neural network and stepwise discriminant classifiers.</excerpt>
2003,United States,Are pilots at risk of accidents due to fatigue?,"<title>Are pilots at risk of accidents due to fatigue?</title> <excerpt>Problem: There is concern in the aviation community that pilot schedules can lead to fatigue and increased chance of an aviation accident. Yet despite this concern, there is little empirical analysis showing the relationship between pilot schedules and commercial aviation accidents.</excerpt>"
2003,Japan,The activities of the 42nd Japanese Antarctic Research Expedition (JARE-42) wintering team 2001-2002,"<title>The activities of the 42nd Japanese Antarctic Research Expedition (JARE-42) wintering team 2001-2002</title> <excerpt>The 42nd Japanese Antarctic Research Expedition (JARE-42) wintering team has conducted the Vth five-year JARE program during the period of February 1st 2001 to January 31st 2002, in which 40 members were engaged in the various scientific activities and maintenance of Syowa Station. The major observation programs of JARE-42 were as follows : Upper Atmospheric Physics-observations using Fabry-Perot imager, sodium Lidar and HF/MF radar; Atmospheric Sciences and Glaciology-aerosols and air sampling, and shallow ice core drilling; Geophysics-superconducting gravity measurement, geodetic VLBI observations, and natural earthquake monitoring; Biology and Medicine-photosynthesis under sea water, populations census of penguins, and physiological and psychological adaptation to Antarctic environment, etc.</excerpt>"
2003,United States,Job stress among female flight attendants,<title>Job stress among female flight attendants</title> <excerpt>We evaluated the presence of chronic job stressors among flight attendants (FAs) to examine the relationships between these job stressors and psychological distress and job dissatisfaction. Seventy-three female FAs (90% participation) employed at two commercial airlines completed a detailed questionnaire.</excerpt>
2003,Norway,Effects of wearing aircrew protective clothing on physiological and cognitive responses under various ambient conditions,"<title>Effects of wearing aircrew protective clothing on physiological and cognitive responses under various ambient conditions</title> <excerpt>Heat stress can be a significant problem for pilots wearing protective clothing during flights, because they provide extra insulation which prevents evaporative heat loss. Heat stress can influence human cognitive activity, which might be critical in the flying situation, requiring efficient and error-free performance.</excerpt>"
2003,Austria - Germany,"The assessment of load, strain and comfort of flight crew and cabin crew in a cabin simulator - Test design","<title>The assessment of load, strain and comfort of flight crew and cabin crew in a cabin simulator - Test design</title> <excerpt>The effects of varied and realistic environmental conditions on the flight crew are examined in a cabin simulator. In this experiment conditions of actual airplane environments during a simulated flight from Vienna to Alicante with ""real"" passengers, flight attendants and pilots were investigated.</excerpt>"
2003,Italy,Nutritional concerns and possible countermeasures to nutritional issues related to space flight,"<title>Nutritional concerns and possible countermeasures to nutritional issues related to space flight</title> <excerpt>The experience obtained in astronauts until now has revealed many nutritional problems during both short- and longterm missions that are still under investigation. When the manned space program evolves to the point where it involves a considerable number of people operating at great distances from the Earth for long periods of time, continuous provision of food as well as physiopathological modifications partly related to nutrition will remain a challenge.</excerpt>"
2003,United States,Adaptation-innovation theory of cognitive style in aviation,"<title>Adaptation-innovation theory of cognitive style in aviation</title> <excerpt>This article lends further credence to the important role psychology plays generally in education, and particularly in curriculum design. One basic dimension of personality is cognitive style, which influences virtually every aspect of human life.</excerpt>"
2003,Norfolk Island - United States,The Effects of leadership style and primary task workload on team performance and Follower satisfaction,<title>The Effects of leadership style and primary task workload on team performance and Follower satisfaction</title> <excerpt>Previous research has indicated that the majority of errors made in aircraft cockpits are the result of faulty information transfer among members of the flight crew. This study examined the problem by manipulating leadership style and studying its effects on performance and satisfaction under conditions of high and low workload.</excerpt>
2003,Japan - United States,Group dynamics and catecholamines during long duration confinement in an isolated environment,"<title>Group dynamics and catecholamines during long duration confinement in an isolated environment</title> <excerpt>Introduction: The objectives of this study were to investigate possible relationships between catecholamine excretion and long-duration confinement in an isolated environment. Methods: Stays of long duration were made by Group I (n = 4, all Russian, weeks 1-34), Group II (n = 4, mixed nationality, weeks 3-18), and Group III (n = 4, mixed nationality, weeks 22-38); other groups joined the residents for 1-wk intervals at weeks #13, #19, and #33.</excerpt>"
2003,Germany,Elevated bilirubin and visual perception in pilots,"<title>Elevated bilirubin and visual perception in pilots</title> <excerpt>Background: A fatal aircraft accident of a Bo-105 helicopter on May 20, 1996 led to the suspicion that the pilot's raised serum bilirubin level could have contributed to the accident. It was suspected that an increase of bilirubin beyond 20.52 μmol · L-1 could disturb visual perception.</excerpt>"
2003,Greece,Acute effects of nicotine withdrawal syndrome in pilots during flight,"<title>Acute effects of nicotine withdrawal syndrome in pilots during flight</title> <excerpt>Background: Pilots who smoke are occasionally obliged to abstain from nicotine intake during flight and may during this period exhibit certain symptoms leading to performance decrement. Methods: We studied 20 healthy male aviators, who were regular smokers, (mean age 33.7 ± 1.4 yr) operating military fixed- and rotary-wing aircraft (C-47 Dakota, F-16, A.</excerpt>"
