Topic,Count,Name,Representation,Representative_Docs
58,11,58_startle_naval helicopter pilots_startle surprise_startle causality,"['startle', 'naval helicopter pilots', 'startle surprise', 'startle causality', 'flight startle', 'mnemonic type startle', 'rotor blade injury', 'stall recovery exercises', 'flight startle causality', 'startle reaction']","['<title>The Influence of Surprise on Upset Recovery Performance in Airline Pilots</title> <excerpt>Objective: The aim of this study was to test if performance of airline pilots, in performing an aerodynamic stall recovery procedure, decreases when they are surprised, compared to when they anticipate a stall event. Background: New flight-safety regulations for commercial aviation recommend the introduction of surprise and startle in upset prevention and recovery training.</excerpt>', '<title>The Effectiveness of a Mnemonic-Type Startle and Surprise Management Procedure for Pilots</title> <excerpt>Background: Mnemonic-type startle and surprise procedures were previously proposed to help pilots cope with startle and surprise in-flight, but effects on performance after procedure execution have not yet been investigated. Objective: Thus, we tested the effectiveness a new mnemonic-type procedure in a moving-base simulator with a non-linear model of a small twin-propeller aircraft flown single-pilot.</excerpt>', '<title>Application of rTMS to the Motor Cortex in a Patient with Startle Reaction: A Case Report</title> <excerpt>Startle reaction is a physiological muscle reaction that occurs to protect against an unexpected, sudden stimulus. In this case, we wanted to discuss the response after the rTMS protocol, which we applied to our patient who had startle reactions that severely impair functionality and who did not meet the post traumatic stress disorders (PTSD) criteria or have a major brain lesion after a traffic accident.</excerpt>', '<title>Stall Recovery in a Centrifuge-Based Flight Simulator With an Extended Aerodynamic Model</title> <excerpt>We investigated the performance of 12 airline pilots in recovering from an asymmetrical stall in a flight simulator featuring an extended aerodynamic model of a transport-category aircraft, and a centrifuge-based motion platform capable of generating enhanced buffet motion and g-cueing. All pilots had difficulties in applying the correct recovery template, as their initial response was to counter the wing drop rather than to unload the aircraft.</excerpt>', '<title>A case of penetrating head wound due to helicopter rotor blade injury in a 34-year-old naval helicopter pilot who returned to active service 5 years later</title> <excerpt>Objective: Unusual clinical course Background: Head trauma, defined as damage to the brain, skull, or scalp when the head is hit by an external force, is a major cause of mortality in military personnel. Therefore, we report a novel case involving a naval helicopter pilot who sustained a helicopter propeller rotor blade injury.</excerpt>']"
59,11,59_interface_information presentation_interface design_control display,"['interface', 'information presentation', 'interface design', 'control display', 'crew stations', 'unreliable airspeed', 'dynamically adaptive', 'information overload', 'interfaces', 'machine interface']","['<title>Ergavionics: Designing the Job of Flying an Airplane</title> <excerpt>Ergavionic principles governing the design and operation of an airplane cockpit were discovered through simulator and flight experiments starting during World War II and continuing through the 1970s, but their systematic application has not happened. These principles deal with control location and operation, display integration and pictorial realism, and control/display direction-of-motion relationships.</excerpt>', ""<title>A New Interface to Cope with Unreliable Airspeed Indications: A Behavioral and Eye-Tracking Study</title> <excerpt>When unreliable airspeed events occur, the pilot flying (PF) is required to fly the aircraft using the thrust and the pitch parameters that are displayed in two distanced locations of the flight deck. The Sycopaero interface was designed to limit the PF's workload by automatically displaying thrust and pitch values specific to aircraft configuration on the primary flight display.</excerpt>"", ""<title>The need for multisensory interfaces in support of effective attention allocation in highly dynamic event-driven domains: The case of cockpit automation</title> <excerpt>In a variety of domains, automation technology has evolved from passive tools to highly autonomous agents that can initiate actions independent of user input and without explicit operator consent. This evolution brings with it an increased need for effective human-automation communication and coordination to ensure that both agents stay informed about each others' goals, activities, and limitations.</excerpt>"", '<title>Improved Usability of Aviation Automation Through Direct Manipulation and Graphical User Interface Design</title> <excerpt>Problems in advanced commercial aircraft pilot-flight management system (FMS) interaction through multifunction control display units (MCDUs) have been widely reported. Because this interaction plays an important role in ensuring aircraft safety, the MCDU should be designed to provide intuitive interfaces for ease of learning and use and to support pilot task performance in every aspect possible.</excerpt>', ""<title>Applying adaptive control and display characteristics to future air force crew stations</title> <excerpt>The Human Effectiveness Directorate of the Air Force Research Laboratory is developing and evaluating human-machine interface concepts to enhance overall weapon system performance by embedding knowledge of the operator's state inside the interface, enabling the interface to make informed, automated decisions regarding many of the interface's information management display characteristics. Some of these characteristics include information modality, spatial arrangement, and temporal organization.</excerpt>""]"
60,11,60_19 pandemic_covid 19 pandemic_military airline pilots_19 pandemic affected,"['19 pandemic', 'covid 19 pandemic', 'military airline pilots', '19 pandemic affected', 'coronavirus disease 2019', 'impact covid 19', 'covid 19 airline', 'covid 19 job', 'pilots job satisfaction', 'covid 19 syndrome']","['<title>IMPACT OF THE COVID-19 PANDEMIC ON LIFESTYLE HABITS AND BODY WEIGHT OF MILITARY FLYING PERSONNEL OF THE POLISH ARMED FORCES</title> <excerpt>Background: The aim of this study was to assess whether and to what extent the coronavirus disease (COVID-19) pandemic affected the lifestyle and body weight of military flying personnel. Material and Methods: The study involved 930 Polish soldiers –members of aircrew.</excerpt>', '<title>Impact of COVID-19 on Job Satisfaction: The Case of Military and Airline Pilots</title> <excerpt>Objective: To investigate how the COVID-19 pandemic has affected the military and airline pilots’ Job Satisfaction (JS), and identify important contributory factors to support the development of future mitigating strategies. Background: The aviation industry has undergone a series of devastating changes since the onset of the COVID-19 pandemic.</excerpt>', ""<title>Commercial airline protocol during COVID-19 pandemic: An experience of Thai Airways International</title> <excerpt>Introduction Coronavirus disease 2019 (COVID-19) pandemic has affected the aviation industry. Existing protocols have relied on scientifically questionable evidence and might not lead to the optimal balance between public health safety and airlines' financial viability.</excerpt>"", '<title>What can we learn from severity index on flight data monitoring? Analysis of safety resilience in flight operations during COVID-19 disruptions</title> <excerpt>The unexpected spread of the pandemic raised concerns regarding pilots’ skill decay resulting from the significant drops in the frequency of flights by about 70%. This research retrieved 4761 Flight Data Monitoring (FDM) occurrences based on the FDM programme containing 123,140 flights operated by an international airline between June 2019 and May 2021.</excerpt>', ""<title>A comparative analysis of job satisfaction among military and airline pilots: During, and post COVID-19</title> <excerpt>This research aimed to examine the impact of the COVID-19 pandemic on the Job Satisfaction of military and airline pilots, in order to identify factors that influence the sustainability of aviation operations during global economic shocks, through the prism of industrial and organizational (I/O) psychology. The primary focus was on identifying factors linked to pilots' Job Satisfaction differentiations over the time course of the pandemic, and proposing measures to mitigate their negative effects.</excerpt>""]"
61,11,61_mental workload_mental workload air_workload air_workload air traffic,"['mental workload', 'mental workload air', 'workload air', 'workload air traffic', 'eeg cognitive state', 'eeg cognitive', 'mental load', 'cognitive state metrics', 'environment human cognition', 'cognitive performance electroencephalographic']","['<title>Unraveling the Physiological Correlates of Mental Workload Variations in Tracking and Collision Prediction Tasks</title> <excerpt>Modern work environments have extensive interactions with technology and greater cognitive complexity of the tasks, which results in human operators experiencing increased mental workload. Air traffic control operators routinely work in such complex environments, and we designed tracking and collision prediction tasks to emulate their elementary tasks.</excerpt>', '<title>The taskload-effciency-safety-buffer triangle - development and validation with air traffic management</title> <excerpt>The Taskload-Efficiency-Safety-Buffer Triangle (TEST) was developed as a new computerised scaling tool for quickly visualising changes in and trade-offs between the three critical factors that determine the work situation of air traffic management (ATM), ie taskload, efficiency and safety-buffers. Based on a task analysis of ATM and backed up by the stress-strain model, an easy-to-interpret triangle was constructed and validated both in simulated and real ATM workplaces.</excerpt>', '<title>Mnemonic processing in air traffic controllers: Effects of task parameters and work organization</title> <excerpt>In real traffic conditions, air traffic controllers rated alertness and tension according to time of day (recordings every 6 hr) and time on duty (1 st vs 2nd half of afternoon shifts). The 2 measures were inversely correlated on the 2nd shift half, suggesting a compensatory effect of increased tension on decreased alertness.</excerpt>', '<title>The effects of dynamic workload and experience on commercially available EEG cognitive state metrics in a high-fidelity air traffic control environment</title> <excerpt>The current study evaluated the validity of commercially available electroencephalography (EEG) cognitive state metrics of workload and engagement in differentially experienced air traffic control (ATC) students. EEG and pupil diameter recordings were collected from 47 ATC students (27 more experienced and 20 less experienced) during a high-fidelity, variable workload approach-control scenario.</excerpt>', '<title>Cognitive performance and electroencephalographic variations in air traffic controllers under various mental workload and time of day</title> <excerpt>The aim of this study was to investigate the effects of mental workload (MWL) and time of day on cognitive performance and electroencephalographic (EEG) parameters of air traffic controllers. EEG signals recorded while 20 professional air traffic controllers performed cognitive tasks [A-X Continuous Performance Test (AX-CPT) and 3-back working memory task] after they were exposed to two levels of task difficulty (high and low MWL) in the morning and afternoon.</excerpt>']"
62,11,62_high altitude_acute mountain sickness_mountaineering_acute mountain,"['high altitude', 'acute mountain sickness', 'mountaineering', 'acute mountain', 'mountain sickness', 'mount everest', 'mountain sickness ams', 'sickness ams', 'high altitude mountaineering', 'ascent high altitude']","['<title>Effects of dexamethasone and high terrestrial altitude on cognitive performance and affect</title> <excerpt>This study examined the effects of dexamethasone and exposure to high terrestrial altitude on cognitive performance, affect, and personality. Cognitive performance was evaluated by five cognitive tasks, affect was evaluated by the Clyde Mood Scale and the Multiple Affect Adjective Check List, and personality was examined using the Minnesota Multiphasic Personality Inventory.</excerpt>', '<title>Cognitive changes at high altitude in healthy climbers and in climbers developing acute mountain sickness</title> <excerpt>We report the cognitive functions of 17 non-acclimatized mountaineers who ascended from low lands to an altitude of 4,559 m in 24 h and were studied there within 6 h. We found that this rapid ascent to high altitude had small, but differential effects upon cognitive performance depending upon the later development of acute mountain sickness (AMS).</excerpt>', '<title>Conscientiousness and work performance while suffering from acute mountain sickness: A case report</title> <excerpt>A 52-yr-old male scientist who participated in a geophysical survey in Antarctica from a field camp located at 3538 m (11,600 ft) experienced specific symptoms of acute mountain sickness (AMS) by Mission Day 9, and full syndrome AMS by Mission Day 12. He was treated at the field camp and evacuated to sea level on the next available flight (Mission Day 15).</excerpt>', '<title>Self rated moods of humans at 4300 m pretreated with placebo or acetazolamide plus staging</title> <excerpt>Self-rated moods were determined twice daily with the Clyde Mood Scale on 35 human subjects at 200 m (baseline) during a study concerned with evaluating the efficacy of staging plus acetazolamide (treatment) for the prevention of acute mountain sickness (AMS). Mood states also were determined on all subjects at 4300 m (Pikes Peak, Co) and on 18 of these subjects at 1600 m (staging site).</excerpt>', '<title>Cognitive performance deficits in a simulated climb of Mount Everest: Operation Everest II</title> <excerpt>Cognitive function as stimulated altitude was investigated in a repeated-measures, within-subject study of performance by seven volunteers in a hypobaric chamber, in which atmospheric pressure was systematically lowered over a period of 40 d to finally reach a pressure equivalent to 8,845 m, the approximate height of Mount Everest. The portable cognitive test battery used, Automated Performance Test System (APTS), was specifically designed for field research under adverse environmental conditions as evidenced by compact computer design; automated test administrations, data storage, and retrieval; psychometric properties of stability and reliability; and factorial richness.</excerpt>']"
63,10,63_acute stress_stress training_stress flying_acute stress introduction,"['acute stress', 'stress training', 'stress flying', 'acute stress introduction', 'effects stress', 'stressful flight', 'stress introduction', 'stress management', 'performance stress', 'patial disorientation stress']","['<title>Task-specific simulator pretraining and in-flight stress of student pilots</title> <excerpt>Student pilots (n = 20) were assigned to experimental and control groups. The experimental group received 80 min of highfidelity, task-specific simulation prior to exposure to the initial power-on stall and spin recovery lesson unit in T-37 pilot training.</excerpt>', ""<title>Cognitive-Adaptation Training for Improving Performance and Stress Management of Air Force Pilots</title> <excerpt>This study investigated the effects of cognitive-adaptation training on flight performance and stress management in a sample of pilot cadets who were undergoing a basic flying program (N = 21). The aim of the training was to enhance the participants' awareness of the cognitive processes that they used in a given situation, and to strengthen reflective processes.</excerpt>"", '<title>Effects of domestic stress upon flying proficiency</title> <excerpt>A single case psychometric study of an airline pilot is presented in the context of previous nomothetic group studies of flying personnel. The evaluation continued over an 18 mth period, and consisted of psychological testing, laboratory investigations of physiological responses to imposed stress, and inflight assessment of psychophysiological functioning.</excerpt>', '<title>Impairment of flying efficiency in anancastic pilots</title> <excerpt>Previous work on the effects of stress upon flying efficiency has shown two types of psychological stress to exist; these are usually referred to as cognitive and affective stress, respectively. A refinement in affective stress analysis has enabled two subtypes of stress to be demonstrated: one is characterized by activity of the sympathetic nervous system (SNS) and subjective feelings of rage, fear, anxiety, or frustration; the other by excessive rumination.</excerpt>', '<title>Stress training improves performance during a stressful flight</title> <excerpt>Objective: This study investigated whether stress training introduced during the acquisition of simulator-based flight skills enhances pilot performance during subsequent stressful flight operations in an actual aircraft.Background: Despite knowledge that preconditions to aircraft accidents can be strongly influenced by pilot stress, little is known about the effectiveness of stress training and how it transfers to operational flight settings. Method: For this study, 30 participants with no flying experience were assigned at random to a stress-trained treatment group or a control group.</excerpt>']"
64,10,64_stress impact_stress research_life stress_stressor,"['stress impact', 'stress research', 'life stress', 'stressor', 'stress response life', 'various stressors', 'modifiers response stress', 'stress responses shows', 'multiple psychological physiological', 'various stressors hormones']","['<title>The endocrinology of stress</title> <excerpt>With the advance in hormone assay techniques it has been demonstrated that stress may be characterised by a number of endocrinological changes which are not limited solely to the secretion of catecholamines and adrenal steroids. This article reviews the effects of various stressors on these and other hormones.</excerpt>', ""<title>Values clarification and the post-myocardial infarction patient</title> <excerpt>Marked changes in an individual's attitudes and actions are frequently due to severe or prolonged conditions of stress. A stress encountered by the myocardial infarction patient is the anxiety or depression induced by the forced reduction of activities.</excerpt>"", '<title>Psychophysiological stress research</title> <excerpt>This paper gives an overview of physiological stress responses and shows methods for measuring such responses in field studies. It discusses the available techniques for assessing endocrinological and immune functions, cardiovascular functions, physical activity, electrodermal activity, muscle activity, respiration, and, the size of the eye pupil.</excerpt>', '<title>Psychosocial modifiers of response to stress</title> <excerpt>The impact of stress upon an organism is far more complex than the simple design of most stress research implies. We offer an expanded model for studying the relation of stressors to pathological outcomes, which takes into account both the adaptive capacity of the organism before the stressor occurs and the defenses marshalled in response to the stressor.</excerpt>', '<title>Cognitive impact and psychophysiological effects of stress using a biomonitoring platform</title> <excerpt>Stress can impact multiple psychological and physiological human domains. In order to better understand the effect of stress on cognitive performance, and whether this effect is related to an autonomic response to stress, the Trier Social Stress Test (TSST) was used as a testing platform along with a 2-Choice Reaction Time Task.</excerpt>']"
65,10,65_prospective memory_prospective_simulated air traffic_traffic control simulation,"['prospective memory', 'prospective', 'simulated air traffic', 'traffic control simulation', 'control prospective', 'control prospective memory', 'external cues prospective', 'memory prior', 'prospective memory simulated', 'traffic control prospective']","['<title>Reducing prospective memory error and costs in simulated air traffic control: External aids, extending practice, and removing perceived memory requirements</title> <excerpt>In air traffic control (ATC), forgetting to perform deferred actions-prospective memory (PM) errors- can have severe consequences. PM demands can also interfere with ongoing tasks (costs).</excerpt>', '<title>Using memory for prior aircraft events to detect conflicts under conditions of proactive air traffic control and with concurrent task requirements</title> <excerpt>In 2 experiments we examined the impact of memory for prior events on conflict detection in simulated air traffic control under conditions where individuals proactively controlled aircraft and completed concurrent tasks. Individuals were faster to detect conflicts that had repeatedly been presented during training (positive transfer).</excerpt>', '<title>Applying Psychological Science to Examine Prospective Memory in Simulated Air Traffic Control</title> <excerpt>Failures to remember to perform deferred task actions in work settings such as air traffic control can have serious consequences. Most research examining the cognitive mechanisms underlying prospective memory has used simple, static tasks, which may make it difficult to generalize results to work settings.</excerpt>', '<title>Short-Term Memory Factors in Ground Controller/Pilot Communication</title> <excerpt>Communication between ground controllers and pilots was simulated in a short-term memory task in order to explore sources of memory errors in the air traffic control system. As expected from prior short-term memory research, two major determinants of error probability were (1) amount of information that the pilot has to process in a given time and (2) retention interval between the time information is transmitted from the controller and the time it is acted on (recalled) by the pilot.</excerpt>', '<title>Supervisory-level interruption recovery in time-critical control tasks</title> <excerpt>This paper investigates the effectiveness of providing interruption recovery assistance in the form of an interactive visual timeline of historical events on a peripheral display in support of team supervision in time-critical settings. As interruptions can have detrimental effects on task performance, particularly in time-critical work environments, there is growing interest in the design of tools to assist people in resuming their pre-interruption activity.</excerpt>']"
66,10,66_visual analysis_object tracking_radar display similar_multiple object tracking,"['visual analysis', 'object tracking', 'radar display similar', 'multiple object tracking', 'neurotracker', 'perceptual style tracking', 'training complex task', 'style tracking', 'compensatory tracking', 'radar display']","['<title>Comparison of two techniques for the development and maintenance of tracking behavior in monkeys</title> <excerpt>The present study compared two methods by which animal subjects can be taught to perform a pursuit tracking task. Rhesus monkeys were trained to track in order to avoid shock (Method #1) to obtain food (Method #2).</excerpt>', '<title>Effects of information load and instructions on performance in a complex task</title> <excerpt>Employed a decision task designed with a static display analogue of a radar display similar to that used in air traffic control. The analogue allowed formal information load to vary independently of numerosity.</excerpt>', '<title>Instructions and information processing in a complex task</title> <excerpt>Designed 2 experiments involving a decision task with a static display analog of a radar display similar to that used in air traffic control. 50 male undergraduates were required to detect potential collision situations in a sequence of independent displays.</excerpt>', '<title>Task parameters affecting individual differences in pursuit and compensatory tracking performance</title> <excerpt>Two tracking tasks, the Control-Velocity Tester and the Sensory-Motor Apparatus (both of which are currently used as aptitude tests for the selection of candidates for pilot training), provide relatively independent measures of performance. As part of the programme of research related to the production of the Micropat automated testing system, a number of studies were carried out to identify, the parameters accounting for the functional dissimilarity of these two tasks.</excerpt>', '<title>NeuroTracker Multiple Object Tracking Ability Predicts Novice Performance on a Simulated Air Traffic Control Task</title> <excerpt>Objective: To explore the utility of multiple object tracking (MOT) ability, measured using NeuroTracker, as a predictor of air traffic control (ATC) task performance. Background: The perceptual-cognitive abilities required for MOT are also important for ATC performance.</excerpt>']"
67,10,67_age 60_pilot age_age flight_exposure flight safety,"['age 60', 'pilot age', 'age flight', 'exposure flight safety', 'flight exposure flight', 'age flight exposure', 'airline pilots age', 'mandatory retirement', 'pilots age', 'mature commuter air']","['<title>The effect of pilot age on perceptions of pilot performance and attitudes toward the implementation of ergonomic redesign interventions for older pilots</title> <excerpt>As the workforce increasingly ages, it will be critical to find ways of accommodating the decrements in abilities that come with age. Finding accommodations will be of particular concern for occupations such as airline pilot, in which small errors may result in fatal accidents.</excerpt>', '<title>Intergenerational conflict at US airlines: an unresolved Oedipal Complex?</title> <excerpt>Purpose: The purpose of this paper is to investigate how, if at all, organizational dynamics changed at US airlines after an industry wide modification to mandatory retirement age regulations in 2007. Findings challenge assumptions that society, organizations, and employees will all unequivocally benefit from abolishing mandatory retirement by investigating the impact of age-related policy changes on US airline pilots.</excerpt>', ""<title>Reasons for eliminating the 'age 60' regulation for airline pilots</title> <excerpt>The calendar age of 60 is no longer medically justifiable as an upper age limit for airline pilots. Advances in gerontologic studies, clinical medicine, and operational flight proficiency evaluations, now allow individual pilot assessments for health status and performance capability.</excerpt>"", '<title>Effects of age and flight exposure on flight safety performance: Evidence from a large cross-sectional pilot sample</title> <excerpt>Generally, flight experience protects against the effect of the normal aging process on pilots’ incident involvement, but some studies have shown a negative effect of flight hours on flight safety performance. The purpose of this study was to investigate the relationship between age, flight exposure, and flight safety performance in a large cross-sectional sample of commercial airline pilots (N = 1291).</excerpt>', ""<title>Age and pilot performance</title> <excerpt>In military and civilian aviation, pilot age is a major factor which determines if the individual is allowed to continue flying. Many factors, including legal considerations, escalating personnel and training costs, and higher skill levels necessitated by increasing equipment complexity, have generated considerable interest in the development of 'age free' criteria to determine continued suitability for aviation duty.</excerpt>""]"
68,10,68_organizational factors_air disasters_organizational factors play_major air disasters,"['organizational factors', 'air disasters', 'organizational factors play', 'major air disasters', 'accident factors', 'accidents attributed', 'aircraft accidents', 'aviation accidents', 'grouping causative factors', 'safety capability airlines']","['<title>MAJOR AIR DISASTERS: ACCIDENT INVESTIGATION AS A TOOL FOR DEFINING ERAS IN COMMERCIAL AVIATION SAFETY CULTURE</title> <excerpt>The air transport evolution has been littered with major air disasters, the occurrence of which has not only had the negative effects inherent to any disaster. Air accident investigation has provided a wealth of knowledge that has advanced the aviation industry and its safety.</excerpt>', ""<title>Brief encounters: Enhancing the impact of accident and incident occurrence reports</title> <excerpt>Pilots' ability to match relevant past aviation accidents and incidents to critical flight events depends on the effective indexing of those narratives in memory. This study examined the influence of format (ie, headings and story structure) on memory for aviation occurrence briefs.</excerpt>"", '<title>Why Learning Opportunities from Aviation Incidents Are Lacking: the Impact of Active and Latent Failures and Confidential Reporting</title> <excerpt>The rising trend of fatal aircraft accidents since 2018 suggests a limited safety capability of airlines in terms of learning from incidents (LFI). We evaluated 2,208 voluntary incident reports from commercial European pilots using qualitatively driven mixed methods to investigate LFI bottlenecks.</excerpt>', '<title>Organizational factors in commercial aviation accidents</title> <excerpt>In recent years, several major transportation accidents have brought significant attention to the role organizational factors play in motivating operator safety within high-risk systems, yet very little has been studied regarding the direct contribution organizational factors play in accidents. This study elucidates the types of organizational factors associated with aviation accidents attributed principally to pilot error, through case-based analyses of commercial accidents from 1990 to 2000.</excerpt>', '<title>After the Accident: Is There a Blame Bias Against the Airline?</title> <excerpt>Based on the deontological ethical perspective and concepts from blame psychology such as the defensive attribution hypothesis and culpable control, it is argued that people are predisposed to blame a transportation company when it is involved in an accident. This was tested in a scenario of an airline accident of uncertain cause, finding that respondents blamed the airline the most among a list of five blamable entities (pilots, mechanics-maintenance-inspectors, the weather, ground crew-air traffic control, and airline).</excerpt>']"
69,10,69_hdd providing azimuth_audio cue_alert collision_traffic alert,"['hdd providing azimuth', 'audio cue', 'alert collision', 'traffic alert', 'traffic alert collision', 'nonspatial audio', 'flight deck warnings', 'auditory warnings', 'auditory alerts', 'alerting cue']","['<title>Cognitive Response Efficiency Under Varying Audiovisual Display Modalities of Flight Deck Warnings</title> <excerpt>INTRODUCTION: Warning information is mainly transmitted to pilots through visual and auditory forms in flight, with only a small portion transmitted through vibration. Poorly designed flight deck warnings have negative effects on pilot performance and safety.</excerpt>', '<title>Synthesized warning messages: effects of an alerting cue in single- and multiple-function voice synthesis systems</title> <excerpt>The present study examined the effectiveness of preceding synthesized voice warning messages with an alerting cue as a function of the amount of information presented by the voice synthesizer and the workload level in the primary task. Subjects performed a simplified air traffic control task in which they were required to monitor two visual displays and to enter commands via a standard keyboard.</excerpt>', ""<title>Auditory alerts: An intelligent alert presentation system for civil aircraft</title> <excerpt>The principal role of the auditory interface on civil aircraft is to inform pilots of dangerous or potentially dangerous system states. Efficient alerts provide information that is uniquely identifiable with one aspect of the aircraft's behavior and do not form a nuisance by being too intrusive and overly persistent.</excerpt>"", '<title>Effects of supplementing head-down displays with 3-D audio during visual target acquisition</title> <excerpt>We investigated the effectiveness of supplementing head-down displays (HDDs) with high-fidelity 3-dimensional (3-D) audio using a flight simulation task in which participants were required to visually acquire the image of a target aircraft. There were 3 conditions: a visual HDD providing azimuth information combined with a nonspatial audio cue, a visual HDD providing azimuth and elevation information combined with a nonspatial audio cue, and a visual HDD providing azimuth information combined with a 3-D audio cue.</excerpt>', '<title>Three-Dimensional Audio Versus Head-Down Traffic Alert and Collision Avoidance System Displays</title> <excerpt>The advantage of a head-up auditory display for situational awareness was evaluated in an experiment designed to measure and compare the acquisition time for capturing visual targets under two conditions: standard headdown Traffic Alert and Collision Avoidance System (TCAS) display and three-dimensional (3-D) audio TCAS presentation. (The technology used for 3-D audio presentation allows a stereo headphone user to potentially localize a sound at any externalized position in 3-D auditory space).</excerpt>']"
70,10,70_peruvian air_physical war stressors_peruvian air force_associated bruxism,"['peruvian air', 'physical war stressors', 'peruvian air force', 'associated bruxism', 'war stressors', 'level work stress', 'work stress', 'reducing stress', 'stressors', 'perceived stress']","[""<title>Mission, physical, and war stressors' impact on aircrew psychological strain</title> <excerpt>Background: Little is known about the relative impact of the organization of missions on aircrew well-being. Using an occupational stress model we investigate a previously little studied concept of mission stressors and determine its relative impact in comparison to physical and war stressors in the prediction of four strains in deployed aircrews.</excerpt>"", '<title>Relation of post-traumatic stress disorder symptom severity to the efficacy of an animal-assisted intervention for stress reduction after military aeromedical evacuation</title> <excerpt>Animal-assisted interventions (AAIs) have been found to decrease stress in some settings, but it is not known if AAI is feasible in an aeromedical staging facility or effective in reducing stress following aeromedical evacuation (AE) of military personnel. An experimental design was used to evaluate the efficacy of AAI at reducing stress in AE military patients (N = 120).</excerpt>', '<title>Level of work stress and factors associated with bruxism in the military crew of the Peruvian Air Force</title> <excerpt>Background: Military life leads to a great personal sacrifice and labor in the aircrew because they are constantly subjected to innumerable activities which have a great work pressure; therefore, the aim of this study was to determine the level of work stress associated with bruxism in the aircrew of the Peruvian Air Force. Methods: This was a cross-sectional study.</excerpt>', ""<title>Aircrew perceived stress: Examining crew performance, crew position and captains personality</title> <excerpt>This study was conducted at NASA Ames Research Center as a part of a larger research project assessing the impact of captain's personality on crew performance and perceived stress in 24 air transport crews (5). Three different personality types for captains were classified based on a previous cluster analysis (3).</excerpt>"", '<title>Influence of stress on lymphocyte subset distribution - A flow cytometric study in young student pilots</title> <excerpt>Stressors can induce sizable modifications on immunocompetent cells. Major circulating lymphocyte subsets were quantitated in Italian Air Force student pilots undergoing intensive training and continuous evaluation, a stressful situation both physically and psychologically.</excerpt>']"
71,10,71_trait mindfulness_mindfulness subjective_mindfulness training_mindful safety,"['trait mindfulness', 'mindfulness subjective', 'mindfulness training', 'mindful safety', 'mindfulness psychological', 'mindfulness optimism perceived', 'spirituality mindfulness', 'mindfulness optimism', 'organizations trait mindfulness', 'spirituality mindfulness subjective']","['<title>A Sense of Fellowship: Mindfulness Improves Experienced Interpersonal Benefits and Prosociality in A Military Aviation Unit</title> <excerpt>Objective: Explore how personnel in a military aviation unit experienced personal as well as interpersonal aspects concerning their participation in a group-based four-month MBT programme. Background: mindfulness-based training (MBT) have been used as a personal stress management tool in stressful working environments, including military aviation.</excerpt>', '<title>Effects of trust in organizations and trait mindfulness on optimism and perceived stress of flight attendants during the COVID-19 pandemic</title> <excerpt>Purpose: This research adopts the conservation of resources (COR) theory to examine the effects of trust in organizations and trait mindfulness on optimism and perceived stress of flight attendants in Thailand during the COVID-19 pandemic. Design/methodology/approach: Online survey data were collected from 234 flight attendants who work for five low-cost airlines based in Thailand.</excerpt>', '<title>Exploring the relationship between trait mindfulness and psychological adaptation from a network perspective: is there any difference between pilots and other non-pilot civil aviation employees?</title> <excerpt>To explore the role of trait mindfulness in the psychological adaptation of civil aviation personnel, and compare the importance of this role between airline pilots and other civil aviation practitioners. A total of 198 civil aviation pilots and 804 other civil aviation practitioners were recruited to complete surveys on mindfulness, SCL-90, job burnout, core self-evaluation, and psychological resilience.</excerpt>', '<title>Effects of animated pedagogical agent-guided loving-kindness meditation on flight attendants’ spirituality, mindfulness, subjective wellbeing, and social presence</title> <excerpt>Loving-kindness meditation (LKM) was first practiced by Buddhists and then developed by clinical psychologist. Previous studies on LKM have mainly focused on the impact of real person-guided meditation on depression, anxiety, and other negative psychology.</excerpt>', '<title>The effect of loving-kindness meditation on flight attendants’ spirituality, mindfulness and subjective well-being</title> <excerpt>Background: This study investigated: (1) the effects of the loving-kindness meditation (LKM) on mindfulness, subjective well-being (SWB), and spirituality and (2) the relationships between mindfulness, spirituality, and SWB. Methods: 98 flight attendants from Xiamen Airlines in China were recruited and randomly assigned to the LKM training group (n = 49) or the waiting control group (n = 49).</excerpt>']"
