Topic,Count,Name,Representation,Representative_Docs
66,10,66_pain military aircrew_pilots conventional therapy_airsickness management_behavioral airsickness management,"['pain military aircrew', 'pilots conventional therapy', 'airsickness management', 'behavioral airsickness management', 'air force student', 'student fighter pilots', 'pilot training upt', 'flight related neck', 'pain helicopter pilots', 'behavioral airsickness']","['<title>Behavioral airsickness management program for student pilots</title> <excerpt>The management of recurrent airsickness in student pilots has traditionally involved positive reinforcement of motivation and limited use of medication. The Behavioral Airsickness Management (BAM) program seeks to establish an effective behavioral and cognitive intervention format for managing airsickness symptoms.</excerpt>', '<title>Physiological and psychological characteristics of successful combat controller trainees.</title> <excerpt>The United States Air Force (USAF) Combat Controller (CCT) training pipeline is extremely arduous and historically has an attrition rate of 70-80%. The primary objective of this study was to identify the physiological, psychological, or demographical characteristics associated with successful progression through the CCT pipeline program.</excerpt>', '<title>Biofeedback rehabilitation of airsick aircrew</title> <excerpt>The biofeedback treatment of 20 aircrew, disabled by chronic severe airsickness, is reported. The USAF School of Aerospace Medicine (SAM) Airsick Rehabilitation Program requires careful selection to insure high motivation and thorough medical screening to rule out intercurrent medically disqualifying conditions.</excerpt>', '<title>Development of a patient-reported outcome measure for neck pain in military aircrew: Qualitative interviews to inform design and content</title> <excerpt>Introduction The prevalence of flight-related neck pain is 70% in UK fast jet pilots; much higher than the general population. The Aircrew Conditioning Programme and direct access physiotherapy exist to minimise the impact on military capability, but a population specific patient-reported outcome measure (PROM) is required to investigate the effectiveness of these.</excerpt>', '<title>Evaluating the Impact of a Spine Training Program on Air Force Student Fighter Pilots</title> <excerpt>Introduction: A 2022 survey conducted by Headquarters Air Combat Command Aircrew Performance Branch found that 98% of fighter aircrew reported flight-related neck pain during their career. Despite the high prevalence of neck pain and growing operational demands, there remains no consensus regarding best practices for mitigating aircrew pain and injury.</excerpt>']"
67,10,67_performance training_performance training complex_examining transfer training_task training,"['performance training', 'performance training complex', 'examining transfer training', 'task training', 'training principles', 'training using', 'indicated training effectiveness', 'numerous training principles', 'performance training intervention', 'training complex']","[""<title>Dynamic task selection in flight management system training</title> <excerpt>The effects of 3 task selection methods on test performance and training efficiency in a computer-based flight management system (FMS) training were investigated. A fixed condition was compared to a learner control condition and a condition using the participants' self-rated performance and mental effort.</excerpt>"", ""<title>From healy's training principles to training specifications: The case of the comprehensive LOFT</title> <excerpt>Alice Healy has dedicated much of her work to questions of skill acquisition, retention, and transfer. In the process, she has come to identify numerous training principles that have been shown to promote the acquisition, retention, and transfer of knowledge and skills in laboratory studies.</excerpt>"", '<title>Analyzing components of work samples to evaluate performance</title> <excerpt>A method is described in which work sample data were analyzed to reveal how aircraft maintenance technicians differed in troubleshooting performance after a training intervention. During the training phase of the study, approximately half the technicians received troubleshooting instruction from an intelligent tutoring system, and the remaining technicians received informal on-the-job training.</excerpt>', '<title>Enhancing Transfer of Training: Using Role-Play to Foster Teamwork in the Cockpit</title> <excerpt>Role-plays serve a unique purpose in providing practice and feedback for aircrew team development training in the classroom. When compared with other training strategies, role-play provides targeted practice and feedback of specific behaviors at low cost, with the trade-off being the amount of fidelity it provides.</excerpt>', '<title>Resolving Problems With the Skill Retention Literature: An Empirical Demonstration and Recommendations for Researchers</title> <excerpt>Questions about the degree of retention and decay for procedural skills, once acquired but not used for a period of time, have been raised repeatedly in basic and applied research. Despite widespread interest and numerous empirical investigations, definitive answers to the question “How much skill is retained after a period of disuse?” remain elusive.</excerpt>']"
68,10,68_nurse military experience_armed forces pain_stoical service personnel_military experience,"['nurse military experience', 'armed forces pain', 'stoical service personnel', 'military experience', 'military sense', 'nurse military', 'nurse prevent dehumanization', 'military experience author', 'military sense patriotism', 'subtle psychological']","['<title>Counseling of emotional blocking in an aviator</title> <excerpt>This is a case report of counseling which revealed the cause of emotional blocking of a failing pilot trainee and enabled him to cope with the repressed and displaced father-hatred. Although ""washed out"" soon after counseling started, the boy has adjusted as an aviation machinist\'s mate and is now more likely to succeed as a pilot when he gets another chance.</excerpt>', '<title>No pain, no gain: pain behaviour in the armed forces.</title> <excerpt>Pain is a unique phenomenon that is difficult to express and is influenced by many different factors, including cultural expectations. A dichotomy exists within the British Armed Forces between pain being seen as necessary--the ""no pain, no gain"" view--and the opposite image of stoical service personnel who suppress their emotions--the ""roughie-toughie"" image.</excerpt>', '<title>Stereotype-based modulation of person perception</title> <excerpt>A core social-psychological question is how cultural stereotypes shape our encounters with other people. While there is considerable evidence to suggest that unexpected targets-such as female airline pilots and male nurses-impact the inferential and memorial aspects of person construal, it has yet to be established if early perceptual operations are similarly sensitive to the stereotype-related status of individuals.</excerpt>', ""<title>Any nurse can prevent dehumanization by the CCU experience</title> <excerpt>This presentation deals with the Air Force Nurse as a novice assigned to a CCU area and her contributions to patient care as a member of the Air Force Health Care Team. The novice nurse's contributions to the patient's care lie in her ability to manage expected behavioral responses to the CCU experience even with a basic working knowledge of normal sinus rhythm and CPR procedure.</excerpt>"", ""<title>A plastic surgical nurse's military experience</title> <excerpt>The author thanks Rachelle Springer for her great editing skills, Marcia Spear in showing how to upload in editorial manager, and Amanda Bailey for converting the pictures to JPEGs. Have you ever entertained the idea of serving in the military? Has your sense of patriotism ever made you feel some regret that you never served your country in uniform? It was this deep spirit of patriotism and my sense of adventure that moved me to take the oath of commitment and to give 22 years of my life in service to our country.</excerpt>""]"
69,10,69_work stress_workload psychophysiological stress_workload psychophysiological_psychophysiological stress,"['work stress', 'workload psychophysiological stress', 'workload psychophysiological', 'psychophysiological stress', 'occupations study psychosocial', 'psychophysiological stress symptoms', 'occupations air traffic', 'psychosocial job', 'psychophysiological stress reactions', 'job strain']","['<title>A psychosocial and biomedical comparison between men in six contrasting service occupations</title> <excerpt>A study of psychosocial job factors and physiological states was conducted using 150 men, aged between 25 and 60, working in six widely different occupations—freight handlers, aircraft mechanics, air traffic controllers, physicians, waiters and symphony musicians. The aim of the study was to characterize any differences in physiological parameters in relation to differences in psychosocial job characteristics.</excerpt>', '<title>Psychophysical conditions of air traffic controllers evaluated by the standard shiftwork index</title> <excerpt>In the ambit of a large epidemiological survey on the Italian population of air traffic controllers, an evaluation of their health conditions was carried out using the Standard Shiftwork Index (SSI). The study took into consideration 572 male air traffic controllers, aged between 23 and 59 years, of whom 301 were engaged in three large Regional Centres, 189 in thirteen Airport Towers and 82.</excerpt>', '<title>The Prospective impact of psychosocial variables on rates of illness and injury in professional employees</title> <excerpt>From a prospective study of health changes in air traffic controllers, it was determined that high scores on self-report measures of work-related life change distress, other life changes outside the worksetting, the type A behavior pattern, and dissatisfaction with management were positively related to future rates of injuries and physician-diagnosed acute illness episodes. Depending on the risk factor involved, high scorers on these psychosocial risk predictors incurred from 80% to 252% more future accidental injuries and from 38% to 69% wore future total morbidity over a 27-month follow-up period than the men in the low scoring groups.</excerpt>', '<title>Cardiovascular reactivity to work stress predicts subsequent onset of hypertension: The air traffic controller health change study</title> <excerpt>Objective: The hypothesis that increased blood pressure reactivity to stress is an early risk marker of hypertension was tested in a 1994 follow-up of the 1974 to 1978 Air Traffic Controller Health Change Study sample. Methods: Assessments in 1974 to 1978 included physical examinations and recordings (every 20 minutes for 5 hours) of both workload (planes within controller airspace) and blood pressure reactivity.</excerpt>', '<title>Changes in job strain in relation to changes in physiological state: A longitudinal study</title> <excerpt>A sample of 73 men and women aged 22-63 years and working in six different occupations (air traffic controllers, waiters, physicians, symphony orchestra musicians, baggage handlers, and airplane mechanics) participated in a longitudinal study four times during a year. The spontaneous variations in job strain (determined as the self-reported ratio between psychological demands and decision latitude) were substantial.</excerpt>']"
70,9,70_vigilance task_mindlessness vigilance performance_vigilance performance_perceived mental workload,"['vigilance task', 'mindlessness vigilance performance', 'vigilance performance', 'perceived mental workload', 'performance background vigilance', 'mindlessness vigilance', 'sustained attention response', 'operators performance vigilance', 'automation bias', 'automation bias use']","['<title>Two Short Tests Fail to Detect Vigilance Decrements</title> <excerpt>Deterioration in performance associated with decreased ability to sustain attention may be found in long and tedious task sessions. The necessity for assessing a number of psychological dimensions in a single session often demands ""short"" tests capable of assessing individual differences in abilities such as vigilance and maintenance of high performance levels.</excerpt>', '<title>Aircrews and automation bias: The advantages of teamwork?</title> <excerpt>A series of recent studies on automation bias, the use of automation as a heuristic replacement for vigilant information seeking and processing, has investigated omission and commission errors in highly automated decision environments. Most of the research on this phenomenon has been conducted in a single-person performance configuration.</excerpt>', '<title>Self-estimates of distractibility as related to performance decrement on a task requiring sustained attention</title> <excerpt>Increasing automation of air traffic control tasks may have the undesirable side effect of increased monotony as a result of the anticipated reduction in task demands. Since individuals who are unable to sustain attention under low task-load conditions would appear to be more likely to commit errors and be less able to handle a sudden emergency situation, it would seem desirable to examine the characteristics of individuals unable to sustain attention under these conditions.</excerpt>', '<title>Automation bias and errors: Are crews better than individuals?</title> <excerpt>The availability of automated decision aids can sometimes feed into the general human tendency to travel the road of least cognitive effort. Is this tendency toward ""automation bias"" (the use of automation as a heuristic replacement for vigilant information seeking and processing) ameliorated when more than one decision maker is monitoring system events? This study examined automation bias in two-person crews versus solo performers under varying instruction conditions.</excerpt>', '<title>The Sustained Attention to Response Task (SART) does not promote mindlessness during vigilance performance</title> <excerpt>Objective: In this study, we evaluated the validity of the Sustained Attention to Response Task (SART) as a means for promoting mindlessness in vigilance performance.Background: Vigilance tasks typically require observers to respond to critical signals and to withhold responding to neutral events. The SART features the opposite response requirements, which supposedly leads it to promote a mindless, non-thoughtful approach to the vigilance task To test that notion, we compared the SART to the traditional vigilance format (TVF) in terms of diagnostic accuracy assessed through decision theory measures of positive and negative predictive power (PPP and NPP), perceived mental workload indexed by the Multiple Resource Questionnaire, and oculomotor activity reflected in the Nearest Neighbor Index and fixation dwell times.Method: Observers in TVF and SART conditions monitored a video display for collision flight paths in a simulated air traffic control task.Results: Diagnostic accuracy in terms of NPP was high in both format conditions.</excerpt>']"
71,9,71_human automation_human automation teams_operation human operators_management human automation,"['human automation', 'human automation teams', 'operation human operators', 'management human automation', 'cognitive agents', 'machine cooperation', 'machine cooperation modes', 'dynamic task', 'automation teams', 'automation']","['<title>Implementing adaptive function allocation</title> <excerpt>Adaptive function allocation, in which the control of tasks dynamically shifts between humans and machines, has been proposed as an alternative to traditional static allocation, in which task control is assigned during system design and remains unchanged during operations. Understanding adaptive allocation and its effects on operator performance and workload is limited by sparse systematic research and an underdeveloped theoretical framework for implementation.</excerpt>', '<title>The cockpit as multiple activity system: A computational model for understanding situated team performance</title> <excerpt>The complex activity that takes place in airline cockpits is productively understood as cognitive action distributed across agents and technology. This article focuses on how the activities of crew members in a B-727 cockpit collectively constitute a functional unit of cognition - a team of cognitive agents who must be coordinated with each other and their task environment.</excerpt>', '<title>Respective demands of task and function allocation on human-machine co-operation design: A psychological approach</title> <excerpt>Co-operation between human operators and autonomous machines in dynamic (not fully controlled) situations implies a need for dynamic allocation of activities between the agents, in order to adapt the human-machine system to unexpected circumstances. Dynamic allocation is a way, for example, to avoid human workload peaks.</excerpt>', ""<title>The need for multisensory interfaces in support of effective attention allocation in highly dynamic event-driven domains: The case of cockpit automation</title> <excerpt>In a variety of domains, automation technology has evolved from passive tools to highly autonomous agents that can initiate actions independent of user input and without explicit operator consent. This evolution brings with it an increased need for effective human-automation communication and coordination to ensure that both agents stay informed about each others' goals, activities, and limitations.</excerpt>"", '<title>Cognitive evaluation of human-human and human-machine cooperation modes in air traffic control</title> <excerpt>An experiment is described that aimed at evaluating a principle of dynamic task allocation (DTA) of conflict resolution between aircraft in air-traffic control on a large scale simulator. It included three cognitive agents: the radar controller (RC), in charge of conflict detection and resolution; the planning controller (PC), in charge of entry-exit coordination and of workload regulation; and a conflict resolution computer system (SAINTEX), able to manage only simple conflicts.</excerpt>']"
72,9,72_necessary perceived brightness_night automatic luminance_luminance ambient_luminance ambient environment,"['necessary perceived brightness', 'night automatic luminance', 'luminance ambient', 'luminance ambient environment', 'measurement daytime displays', 'luminous efficiency', 'luminous efficiency measurement', 'measured variability color', 'automatic luminance control', 'automatic luminance']","['<title>Research and development toward automatic luminance control of electronic displays</title> <excerpt>Electronic displays in military cockpits require adjustments of luminance as the ambient environment changes from daylight to night. An automatic luminance control for electronic cockpit displays could remove the unnecessary burden of manual display adjustment.</excerpt>', '<title>Simulated night vision goggle wear and colored aftereffects</title> <excerpt>Background: Surveys of military pilots report that between 1.6% and 65% of the respondents experienced altered color vision after night vision goggle (NVG) wear. For the majority of these pilots, the aftereffect was a brownish afterimage that lasted less than 10 min.</excerpt>', '<title>Color discrimination as a function of saturation, field size, and adaptation level</title> <excerpt>The purpose of our research was to investigate color discrimination under conditions of ambient illumination that may reduce CRT display saturation and contrast. Our research measured both the variability of color matching and the offsets from a match necessary for a 100% discrimination difference.</excerpt>', '<title>Luminous efficiency and the measurement of daytime displays, signals, and visors</title> <excerpt>Purpose: Measurements concerning the usability or safety of optical equipment are based on assumptions regarding luminous efficiency. The current luminous efficiency functions are derived from human sensitivity experiments taken at low light levels compared with the outdoor day-time environment.</excerpt>', '<title>Perceived brightness of incandescent and LED aviation signal lights</title> <excerpt>Introduction: Aviation signal lights using light emitting diodes (LEDs) are commonly perceived as brighter than those using incandescent sources, even at the same measured intensity. In general, saturated colors, like those produced by LEDs, appear brighter than less saturated lights, like those produced by incandescent sources.</excerpt>']"
73,9,73_training aaf psychological_psychological research pilot_psychology graduates groups_aaf psychological testing,"['training aaf psychological', 'psychological research pilot', 'psychology graduates groups', 'aaf psychological testing', 'anxiety students', 'school psychological research', 'school psychological', 'test pilots correlates', 'motivations test pilots', 'research pilot training']","['<title>Acquisition and retention of cross-cultural interaction skills through self-confrontation.</title>', '<title>Potential Value of Educational Background Data in the Selection and Classification of Military Personnel</title>', '<title>Psychological testing/trait and group dynamics during 110-day in an isolated environment</title>', '<title>Effects of ground trainer use on the anxiety of students in private pilot training</title>', '<title>A comparison of ASTP psychology graduates with other groups in the AAF Classification School</title>']"
74,9,74_fear flying syndrome_flying syndrome fear_flying phobia_flying phobia fear,"['fear flying syndrome', 'flying syndrome fear', 'flying phobia', 'flying phobia fear', 'phobia fear flying', 'treatment fear flying', 'report flying phobia', 'syndrome fear flying', 'understanding fear flying', 'fear flying']","['<title>THE FEAR OF FLYING SYNDROME: A RE-APPRAISAL.</title>', '<title>Fear of flying and the counter-phobic personality.</title>', '<title>Fear of flying: An Israeli Air Force short case report</title>', '<title>Potential utility of a cost-effective virtual reality system for treatment of fear of flying</title>', '<title>Potential utility of full motion flight simulators for treatment of individuals with a fear of flying</title>']"
75,9,75_performance circadian_performance circadian rhythm_reference performance circadian_studying entrainment circadian,"['performance circadian', 'performance circadian rhythm', 'reference performance circadian', 'studying entrainment circadian', 'performance circadian rhythms', 'temperature performance circadian', 'circadian', 'living schedules circadian', 'physiological functions performance', 'rhythmicity fatigue flight']","['<title>Modifications of living schedules and circadian rhythms with special reference to performance.</title>', '<title>Effects of personality on body temperature and mental efficiency following transmeridian flight</title>', '<title>Desynchronization of body temperature and performance circadian rhythm as a result of outgoing and homegoing transmeridian flights.</title>', '<title>Effect of isolation in a constant environment on periodicity of physiological functions and performance levels.</title>', '<title>EFFECTS OF EXPOSURE TO A ROTATING ENVIRONMENT (10 RPM) ON FOUR AVIATORS FOR A PERIOD OF TWELVE DAYS</title>']"
76,9,76_training trainee pilots_training enhance training_mental physical fatigue_mental physical,"['training trainee pilots', 'training enhance training', 'mental physical fatigue', 'mental physical', 'participated day training', 'physical fatigue', 'trainee pilots', 'training live virtual', 'high training', 'training live']","['<title>Optimizing Muscle Activation in Cadets Using Electromyography Biofeedback During Anti-G Training</title> <excerpt>INTRODUCTION: Effective execution of the anti-G straining maneuver (AGSM) is essential for pilots to maintain consciousness under high gravitational forces (+Gz). This study evaluated whether electromyographic (EMG) biofeedback enhances muscle activation patterns during AGSM training in novice cadets.</excerpt>', '<title>Sea Voyage Training and Motion Sickness Effects on Working Ability and Life Quality After Landing</title> <excerpt>BACKGROUND: The effects of seasickness on working performance during motion exposure have been reported, while the aftereffects on working ability and life quality decline (WLD) still remain unclarified. METHODS: Two cohorts of healthy male Chinese subjects received either a single (SSV) or repeated (RSV) sea voyage training program on different vessels.</excerpt>', '<title>Quick coherence technique facilitating commercial pilots’ psychophysiological resilience to the impact of COVID-19</title> <excerpt>This study investigates the effect of quick coherence technique (QCT) on commercial pilots’ resilience to the unprecedented impact of a pandemic. Eighteen commercial pilots voluntarily participated in a 2-day training course on QCT followed by 2 months of self-regulated QCT practicing during controlled rest in the flight deck and day-to day life.</excerpt>', '<title>Practice effects of a breathing technique on pilots’ cognitive and stress associated heart rate variability during flight operations</title> <excerpt>Commercial pilots endure multiple stressors in their daily and occupational lives which are detrimental to psychological well-being and cognitive functioning. The Quick coherence technique (QCT) is an effective intervention tool to improve stress resilience and psychophysiological balance based on a five-minute paced breathing exercise with heart rate variability (HRV) biofeedback.</excerpt>', '<title>The Future of Fighter Pilot Training? Live Virtual Constructive in Large Force Exercises: Perceived and Expected Training Value</title> <excerpt>Objective: This study investigates whether and how perceived training value varies among fighter pilots participating in a large force exercise (LFE), and whether they expect Live Virtual Constructive (LVC) training to enhance training value of future LFEs. Background: LVC technology is maturing but its expected training value is under-investigated, especially regarding future LVC in LFEs.</excerpt>']"
77,9,77_pilots experience stress_stress aviation_pilots working stressful_pilot stress little,"['pilots experience stress', 'stress aviation', 'pilots working stressful', 'pilot stress little', 'pilot training effects', 'stress training', 'stressful flight', 'physiological mental stressors', 'pilots fluctuates training', 'pilots experience acute']","['<title>Grip Force as a Measure of Stress in Aviation</title> <excerpt>Objective: We conducted an exploratory investigation of whether grip force could be an indicator of stress in aviation. Background: Pilots might experience stress when anticipating failure to meet task demands and therefore, higher levels of stress can be used as a trigger for engaging automatic assistance.</excerpt>', '<title>Task-specific simulator pretraining and in-flight stress of student pilots</title> <excerpt>Student pilots (n = 20) were assigned to experimental and control groups. The experimental group received 80 min of highfidelity, task-specific simulation prior to exposure to the initial power-on stall and spin recovery lesson unit in T-37 pilot training.</excerpt>', '<title>Salivary alpha-amylase activity and stress in Japan air self-defense force cargo pilots involved in Iraq reconstruction</title> <excerpt>Objectives: This study aimed to verify whether salivary α-amylase enzyme activity (Amy) is useful as a biomarker of stress in pilots working in a stressful environment. Methods: The subjects in this study were nine Japan air self-defense force pilots who participated in Iraq reconstruction support activity in Kuwait.</excerpt>', ""<title>Measuring the ability of military aircrews to adapt to perceived stressors when undergoing centrifuge training.</title> <excerpt>This study assessed the ability of military aircrews to adapt to stressors when undergoing centrifuge training and determined what equipment items caused perceived stress and needed to be upgraded. We used questionnaires and the Rasch model to measure aircrew personnel's ability to adapt to centrifuge training.</excerpt>"", '<title>Stress training improves performance during a stressful flight</title> <excerpt>Objective: This study investigated whether stress training introduced during the acquisition of simulator-based flight skills enhances pilot performance during subsequent stressful flight operations in an actual aircraft.Background: Despite knowledge that preconditions to aircraft accidents can be strongly influenced by pilot stress, little is known about the effectiveness of stress training and how it transfers to operational flight settings. Method: For this study, 30 participants with no flying experience were assigned at random to a stress-trained treatment group or a control group.</excerpt>']"
78,9,78_kindness meditation flight_meditation flight attendants_mindfulness psychological_mindfulness psychological adaptation,"['kindness meditation flight', 'meditation flight attendants', 'mindfulness psychological', 'mindfulness psychological adaptation', 'mindfulness training', 'trait mindfulness psychological', 'attendants spirituality mindfulness', 'mindfulness based', 'mindfulness', 'trait mindfulness']","['<title>A Sense of Fellowship: Mindfulness Improves Experienced Interpersonal Benefits and Prosociality in A Military Aviation Unit</title> <excerpt>Objective: Explore how personnel in a military aviation unit experienced personal as well as interpersonal aspects concerning their participation in a group-based four-month MBT programme. Background: mindfulness-based training (MBT) have been used as a personal stress management tool in stressful working environments, including military aviation.</excerpt>', '<title>Integrating positive psychology applications into the EMDR Peak Performance protocol</title> <excerpt>Introduction: This article describes an innovative Eye Movement Desensitization and Reprocessing (EMDR) protocol which applies the standard EMDR protocol, with modifications, to the reduction of performance anxiety and enhancement of skillful performance in higher functioning clients. Objective: The intention was to compare a modified version of the standard EMDR protocol for the reduction of performance anxiety and the enhancement of performance.</excerpt>', '<title>The effect of loving-kindness meditation on flight attendants’ spirituality, mindfulness and subjective well-being</title> <excerpt>Background: This study investigated: (1) the effects of the loving-kindness meditation (LKM) on mindfulness, subjective well-being (SWB), and spirituality and (2) the relationships between mindfulness, spirituality, and SWB. Methods: 98 flight attendants from Xiamen Airlines in China were recruited and randomly assigned to the LKM training group (n = 49) or the waiting control group (n = 49).</excerpt>', '<title>Effects of animated pedagogical agent-guided loving-kindness meditation on flight attendants’ spirituality, mindfulness, subjective wellbeing, and social presence</title> <excerpt>Loving-kindness meditation (LKM) was first practiced by Buddhists and then developed by clinical psychologist. Previous studies on LKM have mainly focused on the impact of real person-guided meditation on depression, anxiety, and other negative psychology.</excerpt>', '<title>Exploring the relationship between trait mindfulness and psychological adaptation from a network perspective: is there any difference between pilots and other non-pilot civil aviation employees?</title> <excerpt>To explore the role of trait mindfulness in the psychological adaptation of civil aviation personnel, and compare the importance of this role between airline pilots and other civil aviation practitioners. A total of 198 civil aviation pilots and 804 other civil aviation practitioners were recruited to complete surveys on mindfulness, SCL-90, job burnout, core self-evaluation, and psychological resilience.</excerpt>']"
79,9,79_subjective workload assessment_workload assessment_mental workload_workload assessment technique,"['subjective workload assessment', 'workload assessment', 'mental workload', 'workload assessment technique', 'subjective workload', 'workload measures', 'pilot workload', 'nasa task load', 'workload measurement techniques', 'workload measurement']","['<title>Workload during approaches: Comparison of simulated standard and noise-abatement profiles</title> <excerpt>duction: A new noise-reduced landing approach was tested-a Segmented Continuous Descent Approach (SCDA)-with regard to the resulting workload on pilots. Methods: Workload of 40 pilots was measured using physiological (heart rate, blood pressure, blink frequency, saliva Cortisol concentration) and psychological (fatigue, sleepiness, tension, and task load) parameters.</excerpt>', ""<title>A study on the student pilot's mental workload due to personality types of both instructor and student</title> <excerpt>The main purpose of this paper is to provide the ideal flight crew combination for instructor and student pilots in order to enhance the flight training effects based on Myers Briggs Type Indicator (MBTI) theory. In addition to personality, various levels of flight difficulty are considered in order to investigate their potential interaction effect in terms of student pilots' mental workload measured in heart rate, altitude deviation, NASA-TLX (Task Load Index) and subjective degree of personality harmony.</excerpt>"", '<title>Predicting dual-task performance with the Multiple Resources Questionnaire (MRQ)</title> <excerpt>Objective: The objective was to assess the validity of the Multiple Resources Questionnaire (MRQ) in predicting dual-task interference. Background: Subjective workload measures such as the Subjective Workload Assessment Technique (SWAT) and NASA Task Load Index are sensitive to single-task parameters and dual-task loads but have not attempted to measure workload in particular mental processes.</excerpt>', '<title>Fuzzy-TLX: Using fuzzy integrals for evaluating human mental workload with NASA-Task Load indeX in laboratory and field studies</title> <excerpt>The aim of this study was to assess mental workload in which various load sources must be integrated to derive reliable workload estimates. We report a new algorithm for computing weights from qualitative fuzzy integrals and apply it to the National Aeronautics and Space Administration -Task Load indeX (NASA-TLX) subscales in order to replace the standard pair-wise weighting technique (PWT).</excerpt>', '<title>Some Measurement and Methodological Considerations in the Application of Subjective Workload Measurement Techniques</title> <excerpt>Previous research with the NASA Task Load Index (TLX) and the Subjective Workload Assessment Technique (SWAT) has demonstrated their sensitivity to variations in workload under flight and other complex work conditions but has not addressed some important measurement and methodological issues regarding their application. This article reviews data that address several such issues including the effects of delayed workload ratings, the effects of previous workload levels on ratings, and procedures used to combine subscale ratings into one overall estimate of subjective workload.</excerpt>']"
80,9,80_black hole illusion_landing illusion_landing illusion pilots_line bias illusion,"['black hole illusion', 'landing illusion', 'landing illusion pilots', 'line bias illusion', 'hole illusion bhi', 'pilots behavior', 'hole illusion objective', 'illusion control', 'hole illusion', 'illusion']","['<title>Gemelli’s legacy in the knowledge of spatial orientation in flight</title> <excerpt>Agostino Gemelli, an Italian Franciscan physician and psychologist, was a pioneer in aviation psychology and spatial orientation research in the early twentieth century. This historical article explores Gemelli’s groundbreaking contributions to understanding spatial cognition, particularly in aviation contexts, decades before contemporary scientific findings.</excerpt>', '<title>Effects of Lighting and Distraction on the Black Hole Illusion in Visual Approaches</title> <excerpt>Two possible causes of the black hole illusion (BHI), lighting and distraction, were examined using distance estimations in nonpilots. In a computer-simulated cockpit environment, participants estimated distance across 2 lighting conditions and 3 levels of distraction.</excerpt>', ""<title>Landing airplanes, detecting traffic, and the dark focus</title> <excerpt>Misjudgements of position in flight and failures to detect other airbone traffic are casualties of the eternal tug-of-war between visible texture and the pilot's dark focus. The eye is lazy and resists the pull of a distant stimulus, preferring to rest at relatively short focal distance, as it does in the dark or when looking at the sky.</excerpt>"", '<title>Quantitative analyses and empirical tests of perceptual theories of the Black Hole Illusion</title> <excerpt>The Black Hole Illusion (BHI) is a nighttime aviation landing illusion where pilots overestimate their descent angle. This dangerous illusion can cause pilots to compensate by flying lower than intended, which can result in them crashing into the ground or obstacles in front of the runway.</excerpt>', '<title>Preliminary Support for the Line Bias Illusion as a Contributor to Black Hole Effects</title> <excerpt>Objective: We tested the plausibility of the hypothesized Line Bias Illusion to explain a spatial disorientation phenomenon known as the Black Hole Illusion (BHI): in the absence of a visible horizon, pilots misjudge an implicit horizon from the convergence point of parallel runway edge lines. Background: BHI occurs when impoverished visual conditions at night cause pilots to fly too low on landing approaches.</excerpt>']"
81,9,81_pilot stress analysis_pilot heart rate_heart rate variability_stress monitoring,"['pilot stress analysis', 'pilot heart rate', 'heart rate variability', 'stress monitoring', 'analysis heart rate', 'pilots hrv various', 'psychological stress monitoring', 'rate variability hrv', 'kinds workloads flight', 'pilots measured flight']","['<title>A speech database for stress monitoring in the cockpit</title> <excerpt>This article presents a new database of speech produced under cognitive load for the purpose of non-invasive psychological stress monitoring. The voices and the heart rates of eight airline pilots were recorded while completing an advanced flight simulation programme in a level D full flight simulator.</excerpt>', '<title>Frequency analysis of heart rate variability under flight conditions</title> <excerpt>The factors causing heart rate variability (HRV) were investigated under various kinds of workloads and flight conditions. Frequency analysis of heart rate, and cross-correlation analysis with blood pressure and respiration, were performed by using the fast Fourier analyser.</excerpt>', '<title>Heart rate variability and performance of commercial airline pilots during flight simulations</title> <excerpt>Pilots undergo a variety of stressors that may affect their performance during all phases of flight. Heart rate variability (HRV) has been considered as a reliable indicator of the parasympathetic and sympathetic activities of human autonomic nervous system, which can be used to characterize the sympathetic stress response of pilots during flight.</excerpt>', '<title>Method for determining pilot stress through analysis of voice communication</title> <excerpt>Factors inherent in aircraft communication systems hinder customary approaches to voice analysis in the determination of the degree of stress experienced by a pilot during an inflight emergency. By means of a sound spectrogram, the mean vibration space of a voice can be analyzed if the space between the vertical deflections of the vowel sounds is calculated in micrometers.</excerpt>', ""<title>Preliminary results of the LF/HF ratio as an indicator for estimating difficulty level of flight tasks</title> <excerpt>INTRODUCTION: The main aim of this study was to differentiate the magnitude of a pilot's heart rate variability (HRV) when performing assisted and unassisted flights, as well as simple and complex flight tasks. METHODS: Cardiac monitoring in flights was carried out using a compact, mobile ECG recorder.</excerpt>""]"
