"Title","Subtitle","Author","Publication","SourceType","Publisher","Volume","Issue","PubDate","AlphaDate","StartPage","EndPage","PageRange","ISSN","EISSN","ISBN","Language","Abstract","DocumentUrl","DOI"
"Public health and travel medicine: intricately intertwined","","Zuckerman, Jane N","Perspectives in Public Health","Scholarly Journals","","132","5","2012-09-01","Sep 2012","206","","206","17579139","","","ENG","Travel medicine practitioners consider varied and diverse aspects of travel-related health including fitness to travel, including understanding the potential risks to the travellers' health in relation to the presence of an underlying chronic disease e.g. diabetes mellitus, the immunocompromised, those with cardiovascular, renal, neurological, gastrointestinal, malignant and other disorders, psychological aspects such as fear of flying and air rage and psychiatric illnesses, pregnant women, children, the elderly and the disabled; environmental hazards such as altitude including mountain sickness, climatic changes, aviation medicine e.g. deep vein thrombosis, diving medicine and decompression, jet lag, sun exposure, accidents and trauma as well as exposure to a variety of infectious diseases including those in the returned traveller.","https://www.proquest.com/docview/1086347593?accountid=16562&bdid=134394&_bd=PUgLaRjvCr14WnYRHsrgyMigOgI%3D",""
"Multidisciplinary, simulation-based training to improve review of seclusion","","Akroyd, Mike; Allison, Janet; Booth, Sarah; Gilligan, Carole; Harrison, David; Holden, Victoria; Mace, Rebecca","The Journal of Mental Health Training, Education, and Practice","Scholarly Journals","","16","3","2021-05-01","2021","224","237","224-237","17556228","","","ENG","PurposeSeclusion is the supervised containment of a patient, away from others, when immediately necessary to manage safety on a psychiatric inpatient ward. When seclusion is necessary, it should be used for the shortest time possible, with a regular multidisciplinary review of the patient’s mental and physical health, medication and risk guiding decisions around continuation or ending of this restrictive measure. However, many medical and nursing staff can be anxious about taking part in such reviews. Simulation has been used in many areas of medicine to help people to develop competence and confidence, in a safe setting where their own needs can be paramount. This paper aims to describe the use of a blended learning approach, including simulation, to build confidence and competence amongst healthcare professionals in the safe review of seclusion.Design/methodology/approachA multidisciplinary group, including input from individuals with lived experience of use of seclusion, put together a one-day training course, which included group debate exploring the relationship between seclusion and the Human Rights Act, guided discussion of videos exploring some aspects of practice and a half-day of simulation where multidisciplinary teams could act as the team reviewing a patient who had been secluded.FindingsThis paper found that the course’s blended learning approach helped participants to feel more confident in their understanding of several aspects of seclusion, including what their team discussions should include before and after seeing a patient and in knowing when to end a period of seclusion.Originality/valueWhile simulation is slowly becoming a more familiar component of the undergraduate and postgraduate education offer in psychiatry, the authors are unaware of any evaluation of a dedicated simulation-based training course around reviews of seclusion.","https://www.proquest.com/docview/2529225341?accountid=16562&bdid=134394&_bd=ZoxQ8N2lQjnXFxhWTPELiuvG6uc%3D","https://doi.org/10.1108/JMHTEP-06-2020-0041"
"Predicting Grit Using Social Achievement Goals in an Aviation Education Environment","","Walden, Austin T.","ProQuest Dissertations and Theses","Dissertations & Theses","","","","2018-01-01","2018","","","","","","9798664719857","ENG","Scope and Method of Study: The purpose of this study was to examine the relationship between grit and social achievement goals (i.e., social development goal, social demonstration-approach goal, and social demonstration-avoid goal) in an aviation education environment. A multiple regression analysis was conducted in order to examine how well social achievement goals could predict grit, specifically in an aviation education environment.Findings and Conclusions: Regression analysis revealed that grit was a positively related significant predictor of grit. Social demonstration-approach goal and social demonstration-avoid goal were both negatively related significant predictors of grit. Learning in an aviation education environment involves a social component where students learn in collaboration with their peers in ways that are different than traditional educational settings. Therefore, the aviation education environment is a unique environment in which individuals need to form social bonds with their peers to persevere throughout their education. These findings warrant further exploration. By examining the relationship of grit and social achievement goals, this study contributes insight into the importance of the social realm in predicting long-term goal attainment.","https://www.proquest.com/docview/2444371217?accountid=16562&bdid=134394&_bd=adWuRS%2FKNWUuAvd6d6Ery6HWnF8%3D",""
"The International Legal Framework Governing the Treatment of Unruly Passengers : Tokyo Convention Flaws","","Seokotsa, Boipelo Immaculate","PQDT - Global","Dissertations & Theses","","","","2019-01-01","2019","","","","","","9798380903707","ENG","The law has yet to catch up adequately with conventional aviation. This lag is nowhere more noticeable than in the field of criminal law and criminal jurisdiction as applied to civil aircraft . Crimes that are committed on board the aircraft will include crimes like assault, theft and unruly behaviour . A common dominator amongst these crimes is that the rules dealing with jurisdiction pose a significant source of controversy. Early expressions of the criminal conduct in international flights exposed lacunae in air law, which international lawyers are struggling to fill . Because of this lacuna, as familiar problems present themselves in changing ways, therefore there is a need for a regime governing crimes in the air to be continuously reassessed and developed. In the last years, it became apparent that no rules exist for misbehaviour on board the aircraft in flight , rules governing the exercise of jurisdiction over common crimes in airspace and onboard the aircraft are sophisticated and unsettled.","https://www.proquest.com/docview/2901487694?accountid=16562&bdid=134394&_bd=QVgxC%2Bis7XFRn4K5Srsyipn19r4%3D",""
"Agency updates","","Anonymous","Issues in Science and Technology","Scholarly Journals","","30","2","2014-01-01","Winter 2014","23","","23-24","07485492","","","ENG","Overall, the policy reflects congressional desire to boost commercial-space ventures and protect funding for longer-term, deep-space exploration plans. * The Obama Administration issued a new rule on November 8 to require health insurers to handle copays, deductibles, and benefits for mental health conditions and substance abuse in the same way that they do physical ailments.","https://www.proquest.com/docview/1505355466?accountid=16562&bdid=134394&_bd=oRn%2Ft0Hf2KGC7WHdqN6z58AH1BI%3D",""
"Improving Teamwork in Organizations: Applications of Resource Management Training","","de Jong, Rendel D","Personnel Psychology","Scholarly Journals","","55","3","2002-10-01","Autumn 2002","755","","755-758","00315826","","","ENG","Improving Teamwork in Organizations: Applications of Resource Management Training, edited by Eduardo Salas, Clint A. Bowers, and Eleana Edens, is reviewed.","https://www.proquest.com/docview/220144847?accountid=16562&bdid=134394&_bd=I0H8JevNaSlh0fvx6OypW4zTl5s%3D",""
"Roadmap to the implementation of best practices in human factors voluntary reporting for safety","","Darveau, Katherine","ProQuest Dissertations and Theses","Dissertations & Theses","","","","2015-01-01","2015","","","","","","978-1-321-77028-5","ENG","Federal agencies responsible for defining standards in high-risk industries (such as aviation, rail, and healthcare) promote voluntary reporting of personally committed errors and violations as a way to meet safety management system requirements. Although voluntary reporting systems are valuable tools for uncovering error causal factors, they are often underutilized. This thesis identified barriers and facilitators to effective voluntary reporting practices through a literature review and interviews with industry professionals. Identified barriers include insufficient organizational commitment to safety culture, lack of user trust in voluntary reporting systems and in management, unclear system policy and procedure definition, inadequate training techniques, and ineffective use of voluntary reports to implement meaningful solutions.Following the identification of these barriers, a questionnaire was distributed to test for statistically significant variations in reporting perceptions between system users and management. Responses from 30 mechanics and 27 managers revealed vast underreporting of reportable events and significant discrepancies in reporting perceptions based on age, work experience, and familiarity with voluntary reporting systems. Results also showed inconsistent views of justification for non-reporting. These findings were used to quantify the relative magnitudes of the identified barriers and to offer recommendations for minimizing their effect on voluntary reporting.","https://www.proquest.com/docview/1687752371?accountid=16562&bdid=134394&_bd=83SnpYYocvjORi0sgnqBR1Bq1PM%3D",""
"Understanding United States Collegiate Flight Students’ Perceptions and Realities of Anxiety and Depression","","Boyd, Grant Mitchell","ProQuest Dissertations and Theses","Dissertations & Theses","","","","2023-01-01","2023","","","","","","9798380080613","ENG","The Federal Aviation Administration (FAA) requires that all pilots hold a medical certificate granted by an Aviation Medical Examiner (AME), or an equivalent exemption standard. Over the years, these aeromedical examinations have grown to include aspects related to mental health, as well as a number of other factors. There are several mental health related conditions which are of concern to the FAA, including symptoms of anxiety and depression. These and other conditions can be grounds for medical disqualification, or additional testing or requirements. As a result, pilots are often wary of reporting their mental health issues. In recent years, aspects related to mental health and flying have become a topic of conversation at collegiate aviation programs across the country. This study highlights collegiate flight students’ perceptions and realities associated with anxiety and depression. Results of the survey are examined in the context of four research questions, which guided the researcher’s conclusions surrounding mental health within collegiate flight programs. These conclusions centered around the perceived benefit of not disclosing or ignoring mental health related conditions, whether admitting mental health related struggles has a negative impact upon flying careers, what strategies are effective to manage one’s mental health, and whether flight students feel the current aeromedical process should be reviewed for possible revision.","https://www.proquest.com/docview/2847235501?accountid=16562&bdid=134394&_bd=Yk1HSlH10ia5SO9b%2F1hiXFU%2Bcuo%3D",""
"House Appropriations smiles on NASA, trims NSF","","","Issues in Science and Technology","Scholarly Journals","","31","4","2015-07-01","Summer 2015","19","","19-20","07485492","","","ENG","In mid-May the House Appropriations Committee passed on a voice vote the FY2016 Commerce, Justice, Science, and Related Agencies appropriations bill, which includes funding for the National Science Foundation (NSF), National Aeronautics and Space Administration (NASA), and the Department of Commerce, which houses the National Oceanic and Atmospheric Administration and the National Institute of Standards and Technology. The overall bill would provide a small increase in research and development funding from FY2015, but less than the administration requested, as House appropriators continue to abide by sequester-level spending caps mandated by the Budget Control Act. The committee fell short of the president's request for NSF by $329 million, with appropriations below the request for research activities, education programs, and agency operations. While the committee granted an overall $519 million increase to NASA, thereby matching the president's request and allowing the agency budget to keep pace with inflation.","https://www.proquest.com/docview/1744812416?accountid=16562&bdid=134394&_bd=67ntD3TAdsrJaPhHrZrGuOiQYNU%3D",""
"Whitehall Warriors: The Political Fight for the Royal Air Force, 1917–29","","Gardner, Sophy","PQDT - UK & Ireland","Dissertations & Theses","","","","2019-01-01","2019","","","","","","9798379633974","ENG","Founded in the heat of public pressure to respond to German bombardment, the creation of the RAF merged naval and military air services into an independent force months before the end of the First World War. This heralded the arrival of three-way inter-service competition and the RAF faced successive assaults on its independence post-war. Many scholarly works have focused on the doctrinal and economic arguments made by the RAF’s leadership in its defence. The significance of the RAF’s lack of history in the context of the period and how the ‘Whitehall Warriors’ at the Air Ministry harnessed that to their advantage remains unexplored.This gap will be addressed by critically evaluating the intentions and actions of the Air Ministry’s senior leaders in order to interrogate their political understanding of the significance of creating and promoting a distinctive RAF culture. The RAF’s novelty, it will be argued, predisposed the Ministry to use the subtler arts of influence, political lobbying, and the promotion of the young service to the public. Meanwhile, escalating inter-service competition encouraged the Air Ministry to take a politically aggressive attitude to its rivals.This thesis will analyse the tensions between tradition and modernity, characteristic of the era and central to the Air Ministry’s challenge. It will investigate the Ministry itself: its status, relations with the establishment and the press, and the networks it used to further the RAF’s cause. A framework of identity, space, time, and power will be used as a methodology for understanding how the RAF created a resilient culture, underpinned by strong foundations and operational experience. This thesis reassesses inter-service rivalry, arguing that virulent attacks on the RAF aided its transition from a fledgling force to a secure one. This offers a new cultural perspective on competition between the armed services in the inter-war years.","https://www.proquest.com/docview/2430718686?accountid=16562&bdid=134394&_bd=GxBve9IactVHewyPjCrJAf9QbO0%3D",""
"Soft Target Security: Environmental design and the deterrence of terrorist attacks on soft targets in aviation transportation","","Jashari, Linda","Homeland Security Affairs","Scholarly Journals","","","","2018-03-01","Mar 2018","n/a","","","1558643X","","","ENG","Terrorist attacks on soft targets at airports have increased in the last decade. The events of September 11, 2001 exposed deep vulnerabilities in the security of the aviation sector. As a result, the U.S. government enacted concrete policies and procedures to prevent future airline hijackings and to deter prohibited items from entering aircraft. However, since 2011, 14 airport attacks have occurred worldwide.[1] The increase in attacks at airports demonstrates that adversaries are continuously seeking new targets in the aviation sector. At the same time, a general increase in air travel has led to larger crowds at airports. An attack on soft targets in the airport environment could cause a significant disruption of the aviation industry, leading to a large negative effect on the U.S. economy, not to mention the social and psychological health of this nation’s citizens.An examination of several airports reveals that ticket counters, baggage claim areas, and screening checkpoint queues are easily accessible to adversaries seeking to harm this country. Such areas are open to the general public, including nefarious actors engaged in pre-surveillance to establish a plan of attack. Presently, people have minimal physical protection in these publicly accessible areas. Furthermore, the United States does not have a systematic national policy approach in place for airport soft target security (STS). The purpose of this thesis is to explore how policy approaches and environmental design countermeasures can be applied to the problem of soft target protection in airports. The overarching goal is to mitigate the threat to crowds, minimize the impact of an attack, and disrupt the terrorist planning process.The recent increase of airport attacks across the globe and the limited literature for explicitly protecting crowds in the airport environment provide the impetus for this research. The Aviation and Transportation Security Act (ATSA) does not specifically mandate the protection of public spaces within the airport environment. The death of 32 civilians during the terrorist attack at Brussels International Airport, for example, illustrates the vulnerability of crowds in these spaces. However, empirical research in the criminology field, such as crime prevention through environmental design (CPTED), offers proven methods that may be transferred to the airport construct. Based on this framework, this research explores methods of deterring adversaries, disrupting the terrorist planning cycle, and prescribing proven environmental counter-measures to mitigate an attack on soft targets in airports.The research design and solution included three case studies of terrorist attacks on soft targets in airports: Brussels in 2017, Los Angeles in 2013, and Glasgow in 2007. These cases were chosen because they were deliberate attacks on soft targets in airports. The Brussels case involved the use of improvised explosive devices (IEDs) hidden in luggage and detonated by terrorists in the interior public terminal. The Los Angeles case involved the use of an assault rifle by an active shooter on both the non-sterile and sterile area, and the Glasgow case involved the use of a vehicle borne improvised explosive devices (VBIEDs) to attack a public terminal.Human perception of target selection, airport configuration, attack consequences on security, the economy, and implications of airport design were analyzed. The data sources derived from literature, agency reports, airport records, and configuration diagrams. The analysis criteria included airport terminal layouts, infrastructure materials, and event documentation. The mode of analysis included attack location, method, and impact. The independent variable was the airport environmental design and the dependent variable was human attack perception. The United States and European Union (EU) soft target counter-terrorism strategies were also compared and analyzed.Aviation transportation is critical to the lives of Americans and the global economy. Aviation alone accounts for more than 5% of U.S. gross domestic product (GDP) contributing over $1.6 trillion to the total market economy.[2] An airport attack could result in a loss of $17 billion in GDP from lost air travel.[3] As demonstrated by the case studies, airport attacks disrupt the aviation system network and cause cascading effects. The attacks cost airports and airlines millions of dollars in lost airline revenues, business continuity operations, emergency response, infrastructure damage/renovation, crowd management, injuries, and deaths. The attacks also impact both the local and national economy. In Brussels for example, the attack cost the Belgian economy an estimated four billion euros.[4] To evolve with the emerging threat, a national systematic approach is needed to address the protection of crowds in the airport environment.In the case of Brussels where terrorist used improvised explosives, the materials used throughout the interior directly added to the human casualty rate. People were injured by building debris, glass windows, and interior ceiling panels fragmented by the explosives’ shock wave. In the Glasgow case, the terrorist’s attempt to detonate the explosives by setting a fire resulted in damage to the exterior and interior building that caused extensive smoke in the interior building, and water damage from automatic sprinkler systems. In Los Angeles, the spontaneous evacuation of over 4,500 people, the confinement of an addition 20,000 people in the terminals, and the impact to 1,500 flights, resulted in a significant disruption of airport operations.This research revealed that alternative methods for airport environmental design exist and can be used effectively to mitigate risk. Airport authorities and government officials made some significant changes to protect soft targets and improved airport infrastructure in the aftermath of the attacks. For example, at Brussels and Glasgow airports, passenger pick-up and drop-off zones were moved outside the perimeter of the terminal building. Additionally, blast mitigation materials replaced glass fixtures. Turnstiles have been added to the entrance of security screening checkpoints and baggage claim areas as extra layers of access control security. Additionally at Glasgow airport, 300 steel bollards and automatic number plate recognizers (ANPR) were installed. Los Angeles airport is continuing to develop environmental counter-measures, and plans are underway to add security desks in the public terminal areas.This thesis makes several recommendations to implement airport environmental counter-measures that will improve STS, specifically in airline ticketing queues, screening checkpoint queues, and baggage claim areas. These spaces are critical pinch-points that concentrate soft targets into high density targets of opportunity. The recommendations include applying the CPTED principles of defensible space (territoriality, surveillance, maintenance, and access control) by using the design concepts of organized, mechanical, and natural features. These concepts include altering the adversaries’ human reactional elements and perception of targets. Modifying temperature, pressure, lighting, sound, and creating optical illusions can achieve these measures. Placing camouflage elements, such as fabric netting, mirrors, indoor planters, and water features, provide deterrence and deception in perception capabilities of crowds. Additionally, adding sound absorbing materials decreases the noise level and makes the crowd appear smaller while simultaneously calming the users of the space.In the airline ticketing area, crowd congestion can be minimized and distributed by increasing the use of technology. For example, technology developed to have passenger pre-pay for weighing and checking in luggage (pre-airport arrival) can significantly decrease airline check-in queues. Establishing multiple drop-off zones for luggage dispersed throughout the airport grounds further reduces crowd formations. Additionally, bomb-sniffing canines should be actively utilized in these areas to detect explosives and provide a deterrence effect. Shrapnel and fragmentation resistant materials should be utilized throughout these areas to mitigate the risk from IED explosions.In the screening checkpoint queue, distributed versus centralized queue concepts offer enhanced threat reduction at minimal cost. Distributed queuing also decreases the number of individuals per square foot, which makes the crowd appear smaller. Blocking the view of the queuing line with large planters, artwork panels, or frosted blast-resistant glass can further deter the adversary from conducting pre-surveillance or seeing the “big picture.” Additionally, the use of lighting, such as in theater production, can alter the perception of the line.Similar features can also be integrated in the baggage claim areas to obstruct the view of attackers and provide mitigation elements to protect people. In the event of an IED explosion or active shooter, these materials can improve shock and projectile absorption. The placement of closed circuit televisions (CCTVs), explosive-detection canines, and additional police patrols in these areas add additional layers of security. Lastly, placing the baggage claim in an inaccessible area to the public, or installing turnstiles to limit access, decreases the risk of opportunistic attacks.This thesis also recommends the utilization of risk assessment models, physical structures and technology, robotics, and simulation models to evaluate and enhance security measures properly in the non-sterile airport domain. Independent risk assessment groups, such as the UK’s model of the Risk Advisory Group (RAG) and Security Executive Group (SEG), can provide subject matter expertise to assess attack methodology through a game theory model. The deliberative method for ranking risks is also a great tool to calculate the number of lives lost per event. Physical blast-resistant technology, such as Kalwall windowpanes, offer effective alternatives for airport glass re-placement because they are shatterproof, fire-retardant, lightweight, and aesthetically appealing. Portable bulletproof and blast-resistant curtains, such as origami Kevlar shields, deliver an adaptable method to the evolving threat, are flexible, lightweight, and can be transported. Robots, such as Knightscope, offer the ability to augment physical security techniques because they have advanced detection sensors, such as audio and visual recognition, thermal imaging, license plate recognition, weapon detection, emergency alert alarms, and can transmit pre-recorded announcements, which are effective for crowd management. Computerized simulation models provide a great alternative to attack scenario planning and minimize costs needed to assess and implement physical security counter-measures. The Multi-Agent System, for example, is effectively used for emergency management and evacuation simulations. The Anti-Terror Risk Infrastructure Protection Model (ATRiM) also offers an analysis of operational and physical risk vulnerabilities in infrastructure.Policies, such as UK’s Countering Terrorism (CONTEST), which place crowd protection in the fore of government planning and risk mitigation strategies, offer best practices to emulate. In the United States, the Transportation Security Administration has made significant strides in risk-based security. Over the years, it has updated policies to detect and deter threats, deployed explosive detection canine handlers and visible intermodal prevention and response teams, and liaised with the international aviation community to enhance aviation transportation security. Ultimately, however, it is up to airport operators and the airline industry to protect the masses in the airport critical infrastructure. The challenge still remains of how to protect soft targets collectively.Establishing policies and environmental counter-measures to be people-centric provides this opportunity. The environmental elements of CPTED provide strategic methods for crowd-protection and can fill the gap of physically securing the soft targets. If applied strategically, these features can minimize threat impact, afford resiliency, and boost continuity of operations. A systematic approach to STS can save billions of dollars for the aviation industry, airport infrastructure, commerce, and the U.S. economy. As passenger numbers continue to increase in airports worldwide, it is imperative to take a proactive stance to mitigate the risk of attacks on innocent civilians.[1] “Recent Airport Attacks at a Glance,” Associated Press, June 29, 2016, https://apnews.com/4950118 bb7e944c6b3bc8045b39bd24e. This article does not include the Florida Fort Lauderdale active shooter event on January 6, 2017.[2] Federal Aviation Administration, The Economic Impact of Civil Aviation on the U.S. Economy (Washington, DC: Federal Aviation Administration, 2016), https://www.faa.gov/air_traffic/publications/ media/2016-economic-impact-report_FINAL.pdf.[3] Emily Gersema, “Attack on an Airline or Airport Could Cost the Economy Billions in Losses,” USC News, paragraphs 8, 9, February 9, 2017, https://news.usc.edu/116174/attack-on-an-airline-or-airport-could-cost-the-economy-billions-in-losses/.[4] Damien Sharkov, “Brussels Attacks to Cost Belgium $4.47 Billion,” Newsweek, March 23, 2016, http://www.newsweek.com/brussels-attacks-cost-belgium-4-billion-euros-440013.","https://www.proquest.com/docview/2206253697?accountid=16562&bdid=134394&_bd=HeoYxH1IFAlD4%2BBve1iuSYNzPNM%3D",""
"Career Assessment and Counseling for STEM: A Critical Review","","Rottinghaus, Patrick J; Falk, Nikki A; Park, Chan Jeong","The Career Development Quarterly","Scholarly Journals","","66","1","2018-03-01","Mar 2018","2","34","2-34","08894019","","","ENG","Career counselors must continually enhance their knowledge and skills to assist clients contemplating careers in science, technology, engineering, and mathematics (STEM). Therefore, the authors review STEM disciplines and theory-driven strategies for assisting diverse individuals to explore, enter, and persist in STEM careers. Appropriate use of career assessments can contribute greatly to this effort. To identify available measures for STEM-focused domains and constructs, the authors conducted a journal content analysis of stand-alone STEM-related career assessments from 1983 to 2016, identifying 39 articles with 153 measures. Notable results included the emergence of social cognitive theory and social cognitive career theory as prevailing frameworks for instrument development, a wide variety of disciplines and journals represented, an underrepresentation of minority samples, and untapped potential for cross-discipline and researcher-practitioner collaboration. Useful strategies and resources for counselors and recommendations for enhancing career assessments and interventions are addressed.","https://www.proquest.com/docview/2018570649?accountid=16562&bdid=134394&_bd=QjC5%2Ftf6uBQzqYmf32QcHIwAKcE%3D","https://doi.org/10.1002/cdq.12119"
"Psychological factors in airline passenger and crew behaviour: A clinical overview","","Bor, Robert","Travel Medicine and Infectious Disease","Scholarly Journals","","5","4","2007-07-01","Jul 2007","207","","207-16","14778939","","","ENG","Air travel places unique physical and psychological demands on the traveller and air crew. This paper presents a general overview of the psychological aspects of air travel and specifically how air travel affects airline passenger and crew behaviour. It covers travel and stress, the effects of travel on behaviour, fear of flying, disruptive passenger behaviour and crew mental health, highlighting what insights clinical psychology can offer in relation to these.","https://www.proquest.com/docview/1027139471?accountid=16562&bdid=134394&_bd=rJKBN09yVgp0CQc4jibi682KE60%3D","https://doi.org/10.1016/j.tmaid.2007.03.003"
"Altered Default Mode Network Dynamics in Civil Aviation Pilots","","Chen, Xi; Xu, Kaijun; Yang, Yong; Wang, Quanchuan; Jiang, Hao; Guo, Xiangmei; Chen, Xipeng; Yang, Jiazhong; Luo, Cheng","Frontiers in Neuroscience","Scholarly Journals","","","","2020-01-14","Jan 14, 2020","n/a","","","16624548","","","ENG","Background: Airlines occupy an increasingly important place in the economy of many countries. Because air disasters may cause substantial losses, comprehensive surveys of the psychophysiological mechanism of flying are needed; however, relatively few studies have focused on pilots. The default mode network (DMN) is an important intrinsic connectivity network involved in a range of functions related to flying. This study aimed to examine functional properties of the DMN in pilots. Method: Resting-state functional magnetic resonance imaging data from 26 pilots and 24 controls were collected. Independent component analysis, a data-driven approach, was combined with functional connectivity analysis to investigate functional properties of the DMN in pilots. Results: The pilot group exhibited increased functional integration in the precuneus/posterior cingulate cortex (PCC) and left middle occipital gyrus. Subsequent functional connectivity analysis identified enhanced functional connection between the precuneus/PCC and medial superior frontal gyrus. Conclusions: The pilot group exhibited increased functional connections within the DMN. These findings highlight the importance of the DMN in the neurophysiological mechanism of flying.","https://www.proquest.com/docview/2337668747?accountid=16562&bdid=134394&_bd=ZWD1v8OPtetjACZNw6SE2ZAsMDA%3D","https://doi.org/10.3389/fnins.2019.01406"
"Investigating Neural Sensorimotor Mechanisms Underlying Flight Expertise in Pilots: Preliminary Data From an EEG Study","","Sestito, Mariateresa; Harel, Assaf; Nador, Jeff; Flach, John","Frontiers in Human Neuroscience","Scholarly Journals","","","","2018-12-13","Dec 13, 2018","n/a","","","16625161","","","ENG","Over the last decade, the efforts towards unraveling the complex interplay between the brain, body, and environment have set a promising line of research that utilizes neuroscience to study human performance in natural work contexts such as aviation. Thus, a new discipline called neuroergonomics is holding the promise of studying the neural mechanisms underlying human performance in pursuit of both theoretical and practical insights. In this work, we utilized a neuroergonomic approach by combining insights from ecological psychology and embodied cognition to study flight expertise. Specifically, we focused on the Mirror Neuron system as a key correlate for understanding the interaction between an individual and the environment, suggesting that it can be used to index changes in the coupling of perception-action associated with skill development.In this study, we measured the EEG mu suppression as a proxy of the Mirror Neuron system in experts (pilots) and novices while performing a distance estimation task in a landing scenario. To survey the specificity of this measure, we considered central, parietal and occipital electrode pools and analyzed alpha (8-13 Hz) and beta (18-25 Hz) rhythm bands. We hypothesized that in experts vs. novices, specific neural sensorimotor brain activity would underpin the connection between perception and action in an in-flight context. Preliminary results indicate that alpha and beta suppression was area-specific irrespective of groups, present in the central electrodes placed over the motor areas. Group analysis revealed that specifically alpha mu rhythm, but not beta, was significantly more suppressed in pilots vs. novices. Complementing these findings we found a trend in which the strength of mu suppression increased with the sense of presence experienced by the pilots. Such sensorimotor activation is in line with the idea that for a pilot, a distance judgment is intimately associated with the function of landing. This reflects the ability to use optical invariants to see the world in terms of the capabilities of the aircraft (e.g., reachability and glide angle).These preliminary findings support the role of embodied simulation mechanisms in visual perception and add important insights into a practical understanding of flight expertise, suggesting sensorimotor mechanisms as potential neuro-markers.","https://www.proquest.com/docview/2285258236?accountid=16562&bdid=134394&_bd=AMQUwDWf9sXbQ5kY%2BtVzrKVSoCE%3D","https://doi.org/10.3389/fnhum.2018.00489"
"Cohesion in Multiteam Systems : Effects of Type of Training and Adaptation Triggers on Levels of Social and Task Cohesion - An Experimental Study","","da Silva McGuire, Filipe Ribeiro","PQDT - Global","Dissertations & Theses","","","","2016-01-01","2016","","","","","","9798384379737","ENG","Verificou-se, na última década, uma expansão significativa da literatura sobre sistemas multiequipa, apontando-se a necessidade de melhor compreender a variável coesão nestes sistemas. Os sistemas multi-equipa operam frequentemente em ambientes extremos e imprevisíveis, que requerem treino especializado e elevados níveis de coesão. O efeito do treino sobre a coesão, ao nível dos multi-sistemas, é uma área de investigação que tem recebido pouca atenção. A presente investigação pretende colmatar esta lacuna ao investigar a variação nos níveis de coesão social e de tarefa afectada por tipo de treino, e na presença de um estímulo espontâneo indutor de stress. Para tal criou-se um desenho experimental 2x2 inter-sujeitos. Pediu-se aos participantes que imaginassem um cenário fictício onde fizessem parte de uma de duas equipas. Estas equipas estariam envolvidas num projecto de investigação. As condições foram manipuladas de modo a que ambas as equipas treinassem em conjunto, ou separadamente. Também foi manipulada uma situação de crise indutora de stress. Durante o projecto de investigação poderia ocorrer uma crise que afectaria a multiequipa, ou poderia não ocorrer. Seguidamente, os participantes tinham que responder a um questionário que media coesão social e de tarefa. Verificou-se um maior nível de coesão de tarefa para treino conjunto do que para treino separado. Esta diferença não foi verificada para coesão social. As condições de crise tiveram como resultado menores níveis de coesão social e de tarefa. Por fim, não se verificou que os níveis de coesão social e de tarefa fossem maiores em multi-equipas que treinassem em conjunto, em condições de crise, do que em multi-equipas que treinassem separadamente. Futuras oportunidades de investigação sobre coesão em sistemas multi-equipa são exploradas na discussão.","https://www.proquest.com/docview/3110424249?accountid=16562&bdid=134394&_bd=oBQXvnc46duMnlvzFjbcCvKJhAU%3D",""
"Suicide among transport industry workers: A systematic review and meta-analysis","","Mathieu, Sharna, PhD; Ross, Victoria, PhD; Wardhani, Rachmania, BPsych; Brough, Paula, PhD; Wishart, Darren, PhD; Chan, Xi Wen, PhD; Kõlves, Kairi, PhD","Scandinavian Journal of Work, Environment & Health","Scholarly Journals","","48","8","2022-01-01","2022","598","610","598-610","03553140","","","ENG","Objectives Working in high-stress and male-dominated occupations is associated with an elevated risk of suicide. The current study sought to conduct the first systematic literature review and meta-analysis aimed at determining suicide risk across the diverse, high pressure and male-dominated transport industry (commercial aviation, merchant seafaring, transit/driving) as compared to the general/employed population. Methods Searches of PubMed/Medline, Scopus and PsycINFO databases were conducted without date restriction until March 2021. Studies were included if they were written in English, were peer reviewed, and presented primary observational research data. Studies referring exclusively to suicidal ideation, suicide attempts, selfharm, and/or accidents were excluded. Results Following deletion of duplicates and non-English titles, a total of 4201 titles/abstracts were screened and 92 full-texts were read against inclusion/exclusion criteria. The final included sample consisted of 23 articles (16 used for meta-analysis). Results from the meta-analysis indicated that transport workers had a significantly elevated risk for suicide as compared to the general/employed population. Results were consistent across sensitivity analyses, and there was some variation across subgroup analyses. Conclusions Overall, we found transport workers had a significantly higher risk for suicide than the general/ employed population, and this appeared to be driven by the association for those working in merchant seafaring/ maritime occupations. The findings are discussed in relation to an identified need for the development, implementation, and evaluation of tailored workplace suicide prevention strategies for transport industry workers.","https://www.proquest.com/docview/2738246343?accountid=16562&bdid=134394&_bd=ZmsrESfQsM%2BSWUZze0OgSEx7BjI%3D","https://doi.org/10.5271/sjweh.4059"
